,addrcode,Year,temperature
836,800505,2014,29.397776041666663
837,800505,2015,29.412174355158736
838,800505,2016,29.002604910714293
839,800505,2017,27.887862351190478
840,800601,2014,31.064970982142857
841,800601,2015,30.67999231150793
842,800601,2016,30.51891220238096
843,800601,2017,29.563065476190477
844,800603,2014,31.288078125
845,800603,2015,31.293217013888892
846,800603,2016,31.063569196428574
847,800603,2017,28.84069568452381
848,800604,2014,30.699394345238094
849,800604,2015,30.306129464285714
850,800604,2016,30.99028422619048
851,800604,2017,29.14577678571429
852,800605,2014,31.108764136904757
853,800605,2015,30.10014459325396
854,800605,2016,30.835209077380952
855,800605,2017,28.477801339285715
856,800606,2014,30.699394345238094
857,800606,2015,30.306129464285714
858,800606,2016,30.99028422619048
859,800606,2017,29.14577678571429
860,800607,2014,31.182281250000003
861,800607,2015,31.094073412698407
862,800607,2016,31.126906994047616
863,800607,2017,28.97671428571429
864,800610,2014,31.108764136904757
865,800610,2015,30.10014459325396
866,800610,2016,30.835209077380952
867,800610,2017,28.477801339285715
868,800611,2014,31.072106398809524
869,800611,2015,30.453897569444447
870,800611,2016,30.56141369047619
871,800611,2017,28.526404017857143
872,800612,2014,31.13874553571429
873,800612,2015,30.61864533730159
874,800612,2016,30.516527529761905
875,800612,2017,28.71533556547619
876,800613,2014,30.69114657738095
877,800613,2015,30.290013640873013
878,800613,2016,30.963184523809527
879,800613,2017,28.702928571428576
880,800701,2014,30.957014880952382
881,800701,2015,30.408192956349207
882,800701,2016,30.360620535714286
883,800701,2017,29.288780505952378
884,800702,2014,30.185718005952385
885,800702,2015,30.158452876984132
886,800702,2016,29.987518601190477
887,800702,2017,29.14363169642857
888,800703,2014,30.939491071428574
889,800703,2015,30.398656250000002
890,800703,2016,30.287789434523813
891,800703,2017,29.658695684523806
892,800704,2014,30.017151041666665
893,800704,2015,29.824435763888896
894,800704,2016,29.97877529761905
895,800704,2017,28.28538988095238
896,800705,2014,29.285769345238094
897,800705,2015,28.828023809523813
898,800705,2016,28.573097470238096
899,800705,2017,27.625156994047618
900,800706,2014,30.342933779761903
901,800706,2015,30.035701884920638
902,800706,2016,30.47334449404762
903,800706,2017,28.763833333333327
904,800707,2014,29.991389880952383
905,800707,2015,30.07076264880952
906,800707,2016,30.565688988095243
