,addrcode,rainfall,Week,Year
0,801403,19.87,24,2017
1,801404,18.64,24,2017
2,800802,16.77,24,2017
4,801409,27.75,24,2017
5,801401,27.75,24,2017
6,801304,20.36,24,2017
7,800603,5.64,24,2017
8,800909,9.53,24,2017
9,801903,12.46,24,2017
10,802003,7.78,24,2017
11,801215,3.8,24,2017
12,801206,5.7,24,2017
13,801207,4.58,24,2017
14,801217,3.8,24,2017
15,802001,7.78,24,2017
16,801003,9.59,24,2017
17,801208,4.0,24,2017
18,801213,4.58,24,2017
19,802301,7.26,24,2017
20,801301,20.36,24,2017
21,800906,9.34,24,2017
22,801216,3.8,24,2017
23,801001,8.57,24,2017
24,801303,9.5,24,2017
25,801203,4.58,24,2017
26,801104,13.68,24,2017
27,801211,4.58,24,2017
28,800102,10.4,24,2017
29,801214,4.0,24,2017
30,800103,10.4,24,2017
31,800401,9.32,24,2017
32,800304,11.09,24,2017
33,800108,10.4,24,2017
34,800405,19.24,24,2017
35,800115,10.4,24,2017
36,800303,11.1,24,2017
37,801103,13.14,24,2017
38,800114,7.78,24,2017
39,802002,7.78,24,2017
40,800122,5.28,24,2017
41,801210,4.0,24,2017
42,801002,12.44,24,2017
43,801102,12.28,24,2017
44,800101,10.4,24,2017
45,800119,5.28,24,2017
46,800416,9.32,24,2017
47,800113,7.78,24,2017
48,801202,4.0,24,2017
49,810602,23.84,24,2017
50,800807,17.82,24,2017
51,800204,18.14,24,2017
52,800501,18.65,24,2017
53,800415,21.52,24,2017
54,800810,17.82,24,2017
56,800201,17.82,24,2017
57,800403,11.69,24,2017
58,801209,5.8,24,2017
59,800116,11.1,24,2017
60,801803,16.22,24,2017
61,800107,8.29,24,2017
62,800121,11.86,24,2017
63,801802,19.24,24,2017
64,800203,17.82,24,2017
65,800404,13.25,24,2017
66,800806,19.2,24,2017
67,802103,18.8,24,2017
68,800502,26.41,24,2017
69,800811,19.2,24,2017
70,800813,18.58,24,2017
71,800809,18.8,24,2017
72,800709,18.49,24,2017
73,801901,16.08,24,2017
74,801604,7.68,24,2017
75,800703,12.0,24,2017
76,801605,7.08,24,2017
77,801602,6.6,24,2017
78,801704,9.25,24,2017
79,801902,16.08,24,2017
80,800701,8.37,24,2017
81,801610,7.08,24,2017
82,800710,15.22,24,2017
83,800702,8.37,24,2017
84,800707,9.17,24,2017
85,810304,15.63,24,2017
88,810106,9.34,24,2017
89,810801,10.1,24,2017
91,810805,11.72,24,2017
92,810701,14.63,24,2017
93,810806,12.21,24,2017
94,810116,9.45,24,2017
95,810804,10.1,24,2017
96,810203,13.57,24,2017
97,810508,10.58,24,2017
98,810509,12.18,24,2017
99,810507,18.22,24,2017
100,810604,16.24,24,2017
101,800610,4.49,24,2017
102,800904,8.52,24,2017
103,800901,8.52,24,2017
104,800607,5.64,24,2017
105,800604,5.64,24,2017
106,801611,4.49,24,2017
107,800913,9.23,24,2017
108,800601,5.64,24,2017
109,801306,12.46,24,2017
110,800902,8.52,24,2017
111,800605,5.64,24,2017
112,800612,6.71,24,2017
113,801607,4.49,24,2017
114,801906,18.49,24,2017
115,800613,9.38,24,2017
116,801606,5.96,24,2017
117,800907,9.39,24,2017
118,801601,5.96,24,2017
119,801904,48.79,50,2015
120,800905,56.98,50,2015
121,801701,27.75,50,2015
122,800611,81.05,50,2015
123,801204,142.16,50,2015
124,801101,19.0,50,2015
126,800305,44.95,50,2015
127,801105,44.79,50,2015
128,801212,79.23,50,2015
129,800302,43.92,50,2015
130,801205,69.29,50,2015
131,800911,43.52,50,2015
132,801107,23.39,50,2015
133,802302,139.54,50,2015
134,800912,70.99,50,2015
135,801218,54.73,50,2015
136,802304,103.67,50,2015
137,800407,51.23,50,2015
138,802203,117.92,50,2015
139,800118,68.15,50,2015
140,800112,53.26,50,2015
141,800106,85.04,50,2015
142,801801,53.59,50,2015
143,801106,24.13,50,2015
144,802202,50.99,50,2015
145,802004,52.71,50,2015
146,802201,51.25,50,2015
147,800301,52.05,50,2015
148,810601,15.18,50,2015
149,800120,83.61,50,2015
150,810603,16.69,50,2015
151,800205,61.93,50,2015
152,800410,102.82,50,2015
153,800406,41.34,50,2015
154,800505,168.37,50,2015
155,800504,103.16,50,2015
156,800202,60.35,50,2015
157,802101,61.34,50,2015
158,800803,76.97,50,2015
159,800503,81.66,50,2015
160,800801,79.3,50,2015
161,802104,65.94,50,2015
162,801408,152.1,50,2015
163,802102,68.05,50,2015
164,801407,59.77,50,2015
165,801405,64.06,50,2015
166,800804,67.44,50,2015
167,800409,45.59,50,2015
168,800704,139.26,50,2015
169,801702,27.28,50,2015
170,801703,54.6,50,2015
171,801603,76.63,50,2015
172,800910,39.96,50,2015
173,801905,50.77,50,2015
174,800908,64.26,50,2015
175,801501,113.9,50,2015
176,801502,109.91,50,2015
177,801406,99.77,50,2015
178,801402,122.5,50,2015
179,800705,29.68,50,2015
180,801609,60.54,50,2015
181,800708,32.76,50,2015
182,800711,74.44,50,2015
183,810405,15.78,50,2015
184,810803,26.0,50,2015
185,810403,19.76,50,2015
186,810305,16.07,50,2015
187,810303,24.52,50,2015
188,810404,17.62,50,2015
189,810115,7.45,50,2015
190,810406,17.52,50,2015
191,810702,18.38,50,2015
192,810703,15.59,50,2015
193,810117,8.29,50,2015
194,810704,17.58,50,2015
195,810402,22.65,50,2015
196,810401,20.27,50,2015
197,810118,21.82,50,2015
198,810807,57.9,50,2015
199,810204,21.92,50,2015
200,810201,26.48,50,2015
201,810111,9.61,50,2015
202,810506,15.35,50,2015
203,810501,16.34,50,2015
204,810202,20.54,50,2015
206,810505,10.65,50,2015
207,810504,11.95,50,2015
208,810105,8.66,50,2015
209,810407,24.69,50,2015
210,810103,13.78,50,2015
211,810206,18.83,50,2015
212,810808,40.42,50,2015
213,810503,18.85,50,2015
214,810205,16.11,50,2015
215,802303,86.74,50,2015
216,801608,63.83,50,2015
217,800606,76.69,50,2015
218,800903,54.87,50,2015
219,801305,48.46,50,2015
220,800706,47.86,50,2015
221,801904,0.0,11,2018
222,800905,0.0,11,2018
223,801701,0.0,11,2018
224,800611,0.0,11,2018
225,801204,0.0,11,2018
226,801101,0.0,11,2018
228,800305,0.0,11,2018
229,801105,0.82,11,2018
230,801212,0.0,11,2018
231,800302,0.0,11,2018
232,801205,0.0,11,2018
233,800911,0.0,11,2018
234,801107,0.39,11,2018
235,802302,0.0,11,2018
236,800912,0.0,11,2018
237,801218,0.0,11,2018
238,802304,0.0,11,2018
239,800407,0.0,11,2018
240,802203,0.0,11,2018
241,800118,0.0,11,2018
242,800112,0.0,11,2018
243,800106,0.0,11,2018
244,801801,0.0,11,2018
245,801106,0.0,11,2018
246,802202,0.0,11,2018
247,802004,0.0,11,2018
248,802201,0.0,11,2018
249,800301,0.0,11,2018
250,810601,8.93,11,2018
251,800120,0.0,11,2018
252,810603,11.96,11,2018
253,800205,0.0,11,2018
254,800410,0.0,11,2018
255,800406,0.0,11,2018
256,800505,0.0,11,2018
257,800504,0.0,11,2018
258,800202,0.0,11,2018
259,802101,0.0,11,2018
260,800803,0.0,11,2018
261,800503,0.0,11,2018
262,800801,0.0,11,2018
263,802104,0.0,11,2018
264,801408,0.0,11,2018
265,802102,0.0,11,2018
266,801407,0.0,11,2018
267,801405,0.0,11,2018
268,800804,0.0,11,2018
269,800409,0.0,11,2018
270,800704,0.0,11,2018
271,801702,0.0,11,2018
272,801703,0.0,11,2018
273,801603,0.0,11,2018
274,800910,0.0,11,2018
275,801905,0.0,11,2018
276,800908,0.0,11,2018
277,801501,0.0,11,2018
278,801502,0.0,11,2018
279,801406,0.0,11,2018
280,801402,0.0,11,2018
281,800705,0.0,11,2018
282,801609,0.0,11,2018
283,800708,0.0,11,2018
284,800711,0.0,11,2018
285,810405,0.0,11,2018
286,810803,0.02,11,2018
287,810403,0.02,11,2018
288,810305,0.0,11,2018
289,810303,0.04,11,2018
290,810404,0.0,11,2018
291,810115,1.67,11,2018
292,810406,0.0,11,2018
293,810702,0.0,11,2018
294,810703,0.0,11,2018
295,810117,2.6,11,2018
296,810704,0.0,11,2018
297,810402,0.0,11,2018
298,810401,0.0,11,2018
299,810118,0.12,11,2018
300,810807,0.02,11,2018
301,810204,0.5,11,2018
302,810201,1.05,11,2018
303,810111,0.9,11,2018
304,810506,6.27,11,2018
305,810501,3.32,11,2018
306,810202,8.67,11,2018
308,810505,5.88,11,2018
309,810504,1.15,11,2018
310,810105,1.52,11,2018
311,810407,0.0,11,2018
312,810103,0.35,11,2018
313,810206,0.0,11,2018
314,810808,0.0,11,2018
315,810503,4.71,11,2018
316,810205,0.84,11,2018
317,802303,0.0,11,2018
318,801608,0.0,11,2018
319,800606,0.0,11,2018
320,800903,0.0,11,2018
321,801305,0.0,11,2018
322,800706,0.0,11,2018
323,801403,63.77,47,2014
324,801404,65.4,47,2014
325,800802,61.93,47,2014
327,801409,52.81,47,2014
328,801401,52.81,47,2014
329,801304,53.83,47,2014
330,800603,72.08,47,2014
331,800909,42.33,47,2014
332,801903,62.03,47,2014
333,802003,78.74,47,2014
334,801215,73.1,47,2014
335,801206,66.52,47,2014
336,801207,74.35,47,2014
337,801217,73.1,47,2014
338,802001,78.74,47,2014
339,801003,42.13,47,2014
340,801208,63.64,47,2014
341,801213,74.35,47,2014
342,802301,63.01,47,2014
343,801301,53.83,47,2014
344,800906,53.05,47,2014
345,801216,73.1,47,2014
346,801001,50.66,47,2014
347,801303,71.99,47,2014
348,801203,74.35,47,2014
349,801104,28.43,47,2014
350,801211,74.35,47,2014
351,800102,94.44,47,2014
352,801214,63.64,47,2014
353,800103,94.44,47,2014
354,800401,45.06,47,2014
355,800304,62.99,47,2014
356,800108,94.44,47,2014
357,800405,37.18,47,2014
358,800115,94.44,47,2014
359,800303,73.0,47,2014
360,801103,54.44,47,2014
361,800114,78.74,47,2014
362,802002,78.74,47,2014
363,800122,71.09,47,2014
364,801210,63.64,47,2014
365,801002,33.95,47,2014
366,801102,34.6,47,2014
367,800101,94.44,47,2014
368,800119,71.09,47,2014
369,800416,45.06,47,2014
370,800113,78.74,47,2014
371,801202,63.64,47,2014
372,810602,44.62,47,2014
373,800807,69.75,47,2014
374,800204,62.66,47,2014
375,800501,51.86,47,2014
376,800415,44.39,47,2014
377,800810,69.75,47,2014
379,800201,69.75,47,2014
380,800403,55.52,47,2014
381,801209,75.48,47,2014
382,800116,73.0,47,2014
383,801803,33.08,47,2014
384,800107,87.58,47,2014
385,800121,81.01,47,2014
386,801802,37.18,47,2014
387,800203,69.75,47,2014
388,800404,44.61,47,2014
389,800806,63.12,47,2014
390,802103,65.85,47,2014
391,800502,47.98,47,2014
392,800811,63.12,47,2014
393,800813,73.78,47,2014
394,800809,65.85,47,2014
395,800709,46.24,47,2014
396,801901,53.29,47,2014
397,801604,56.14,47,2014
398,800703,47.6,47,2014
399,801605,56.67,47,2014
400,801602,54.32,47,2014
401,801704,27.35,47,2014
402,801902,53.29,47,2014
403,800701,53.19,47,2014
404,801610,56.67,47,2014
405,800710,37.29,47,2014
406,800702,53.19,47,2014
407,800707,49.87,47,2014
408,810304,21.54,47,2014
411,810106,45.72,47,2014
412,810801,44.93,47,2014
414,810805,24.65,47,2014
415,810701,28.91,47,2014
416,810806,54.16,47,2014
417,810116,28.68,47,2014
418,810804,44.93,47,2014
419,810203,32.81,47,2014
420,810508,32.39,47,2014
421,810509,33.13,47,2014
422,810507,34.19,47,2014
423,810604,40.69,47,2014
424,800610,70.96,47,2014
425,800904,50.47,47,2014
426,800901,50.47,47,2014
427,800607,72.08,47,2014
428,800604,72.08,47,2014
429,801611,70.96,47,2014
430,800913,42.47,47,2014
431,800601,72.08,47,2014
432,801306,62.03,47,2014
433,800902,50.47,47,2014
434,800605,72.08,47,2014
435,800612,66.23,47,2014
436,801607,70.96,47,2014
437,801906,46.24,47,2014
438,800613,64.51,47,2014
439,801606,72.16,47,2014
440,800907,36.26,47,2014
441,801601,72.16,47,2014
442,801904,40.81,33,2016
443,800905,57.27,33,2016
444,801701,51.4,33,2016
445,800611,42.08,33,2016
446,801204,35.01,33,2016
447,801101,48.5,33,2016
449,800305,36.52,33,2016
450,801105,49.5,33,2016
451,801212,39.32,33,2016
452,800302,48.99,33,2016
453,801205,35.96,33,2016
454,800911,45.65,33,2016
455,801107,49.35,33,2016
456,802302,37.47,33,2016
457,800912,57.12,33,2016
458,801218,30.46,33,2016
459,802304,44.44,33,2016
460,800407,40.75,33,2016
461,802203,42.97,33,2016
462,800118,33.8,33,2016
463,800112,36.05,33,2016
464,800106,45.48,33,2016
465,801801,40.58,33,2016
466,801106,47.72,33,2016
467,802202,45.27,33,2016
468,802004,41.19,33,2016
469,802201,62.9,33,2016
470,800301,40.93,33,2016
471,810601,58.11,33,2016
472,800120,38.14,33,2016
473,810603,71.8,33,2016
474,800205,31.42,33,2016
475,800410,43.71,33,2016
476,800406,40.7,33,2016
477,800505,50.9,33,2016
478,800504,51.32,33,2016
479,800202,48.07,33,2016
480,802101,28.85,33,2016
481,800803,27.07,33,2016
482,800503,37.12,33,2016
483,800801,62.62,33,2016
484,802104,24.82,33,2016
485,801408,23.8,33,2016
486,802102,34.73,33,2016
487,801407,24.66,33,2016
488,801405,20.65,33,2016
489,800804,25.0,33,2016
490,800409,39.48,33,2016
491,800704,35.1,33,2016
492,801702,56.96,33,2016
493,801703,51.34,33,2016
494,801603,33.74,33,2016
495,800910,45.13,33,2016
496,801905,32.99,33,2016
497,800908,48.0,33,2016
498,801501,15.96,33,2016
499,801502,18.24,33,2016
500,801406,26.05,33,2016
501,801402,19.08,33,2016
502,800705,43.03,33,2016
503,801609,47.71,33,2016
504,800708,49.41,33,2016
505,800711,50.32,33,2016
506,810405,62.81,33,2016
507,810803,86.57,33,2016
508,810403,63.69,33,2016
509,810305,88.15,33,2016
510,810303,63.78,33,2016
511,810404,66.99,33,2016
512,810115,68.65,33,2016
513,810406,74.16,33,2016
514,810702,50.42,33,2016
515,810703,51.19,33,2016
516,810117,67.53,33,2016
517,810704,56.39,33,2016
518,810402,74.81,33,2016
519,810401,57.32,33,2016
520,810118,70.99,33,2016
521,810807,76.23,33,2016
522,810204,49.24,33,2016
523,810201,57.88,33,2016
524,810111,68.19,33,2016
525,810506,67.38,33,2016
526,810501,66.82,33,2016
527,810202,59.51,33,2016
529,810505,71.98,33,2016
530,810504,71.48,33,2016
531,810105,65.64,33,2016
532,810407,62.03,33,2016
533,810103,65.53,33,2016
534,810206,49.32,33,2016
535,810808,57.67,33,2016
536,810503,58.18,33,2016
537,810205,80.44,33,2016
538,802303,37.44,33,2016
539,801608,36.36,33,2016
540,800606,32.52,33,2016
541,800903,41.55,33,2016
542,801305,39.64,33,2016
543,800706,36.67,33,2016
544,801403,36.36,29,2014
545,801404,34.86,29,2014
546,800802,32.76,29,2014
548,801409,38.75,29,2014
549,801401,38.75,29,2014
550,801304,44.73,29,2014
551,800603,28.94,29,2014
552,800909,61.93,29,2014
553,801903,39.66,29,2014
554,802003,39.74,29,2014
555,801215,26.13,29,2014
556,801206,29.52,29,2014
557,801207,29.09,29,2014
558,801217,26.13,29,2014
559,802001,39.74,29,2014
560,801003,56.5,29,2014
561,801208,26.06,29,2014
562,801213,29.09,29,2014
563,802301,34.04,29,2014
564,801301,44.73,29,2014
565,800906,44.62,29,2014
566,801216,26.13,29,2014
567,801001,46.29,29,2014
568,801303,38.76,29,2014
569,801203,29.09,29,2014
570,801104,81.79,29,2014
571,801211,29.09,29,2014
572,800102,35.48,29,2014
573,801214,26.06,29,2014
574,800103,35.48,29,2014
575,800401,53.26,29,2014
576,800304,44.34,29,2014
577,800108,35.48,29,2014
578,800405,75.5,29,2014
579,800115,35.48,29,2014
580,800303,41.3,29,2014
581,801103,71.73,29,2014
582,800114,39.74,29,2014
583,802002,39.74,29,2014
584,800122,32.96,29,2014
585,801210,26.06,29,2014
586,801002,72.79,29,2014
587,801102,80.42,29,2014
588,800101,35.48,29,2014
589,800119,32.96,29,2014
590,800416,53.26,29,2014
591,800113,39.74,29,2014
592,801202,26.06,29,2014
593,810602,122.27,29,2014
594,800807,36.45,29,2014
595,800204,36.41,29,2014
596,800501,40.98,29,2014
597,800415,53.79,29,2014
598,800810,36.45,29,2014
600,800201,36.45,29,2014
601,800403,45.09,29,2014
602,801209,23.71,29,2014
603,800116,41.3,29,2014
604,801803,79.51,29,2014
605,800107,28.62,29,2014
606,800121,24.39,29,2014
607,801802,75.5,29,2014
608,800203,36.45,29,2014
609,800404,54.85,29,2014
610,800806,34.46,29,2014
611,802103,33.72,29,2014
612,800502,47.45,29,2014
613,800811,34.46,29,2014
614,800813,30.63,29,2014
615,800809,33.72,29,2014
616,800709,57.81,29,2014
617,801901,51.46,29,2014
618,801604,41.55,29,2014
619,800703,72.03,29,2014
620,801605,40.73,29,2014
621,801602,38.61,29,2014
622,801704,99.25,29,2014
623,801902,51.46,29,2014
624,800701,57.91,29,2014
625,801610,40.73,29,2014
626,800710,85.56,29,2014
627,800702,57.91,29,2014
628,800707,57.55,29,2014
629,810304,110.18,29,2014
632,810106,106.4,29,2014
633,810801,99.8,29,2014
635,810805,95.5,29,2014
636,810701,90.26,29,2014
637,810806,100.31,29,2014
638,810116,101.3,29,2014
639,810804,99.8,29,2014
640,810203,81.9,29,2014
641,810508,104.53,29,2014
642,810509,105.47,29,2014
643,810507,111.0,29,2014
644,810604,110.44,29,2014
645,800610,26.79,29,2014
646,800904,47.5,29,2014
647,800901,47.5,29,2014
648,800607,28.94,29,2014
649,800604,28.94,29,2014
650,801611,26.79,29,2014
651,800913,56.39,29,2014
652,800601,28.94,29,2014
653,801306,39.66,29,2014
654,800902,47.5,29,2014
655,800605,28.94,29,2014
656,800612,31.65,29,2014
657,801607,26.79,29,2014
658,801906,57.81,29,2014
659,800613,38.95,29,2014
660,801606,30.88,29,2014
661,800907,71.54,29,2014
662,801601,30.88,29,2014
663,801403,2.83,12,2016
664,801404,1.62,12,2016
665,800802,0.54,12,2016
667,801409,6.38,12,2016
668,801401,6.38,12,2016
669,801304,11.8,12,2016
670,800603,9.59,12,2016
671,800909,25.19,12,2016
672,801903,12.21,12,2016
673,802003,9.97,12,2016
674,801215,3.92,12,2016
675,801206,29.07,12,2016
676,801207,5.56,12,2016
677,801217,3.92,12,2016
678,802001,9.97,12,2016
679,801003,26.24,12,2016
680,801208,7.11,12,2016
681,801213,5.56,12,2016
682,802301,37.42,12,2016
683,801301,11.8,12,2016
684,800906,17.44,12,2016
685,801216,3.92,12,2016
686,801001,20.98,12,2016
687,801303,15.88,12,2016
688,801203,5.56,12,2016
689,801104,16.2,12,2016
690,801211,5.56,12,2016
691,800102,7.86,12,2016
692,801214,7.11,12,2016
693,800103,7.86,12,2016
694,800401,34.39,12,2016
695,800304,19.54,12,2016
696,800108,7.86,12,2016
697,800405,29.43,12,2016
698,800115,7.86,12,2016
699,800303,16.27,12,2016
700,801103,23.1,12,2016
701,800114,9.97,12,2016
702,802002,9.97,12,2016
703,800122,22.55,12,2016
704,801210,7.11,12,2016
705,801002,21.56,12,2016
706,801102,23.42,12,2016
707,800101,7.86,12,2016
708,800119,22.55,12,2016
709,800416,34.39,12,2016
710,800113,9.97,12,2016
711,801202,7.11,12,2016
712,810602,43.35,12,2016
713,800807,16.43,12,2016
714,800204,15.72,12,2016
715,800501,23.08,12,2016
716,800415,29.35,12,2016
717,800810,16.43,12,2016
719,800201,16.43,12,2016
720,800403,21.69,12,2016
721,801209,20.31,12,2016
722,800116,16.27,12,2016
723,801803,27.11,12,2016
724,800107,42.79,12,2016
725,800121,26.84,12,2016
726,801802,29.43,12,2016
727,800203,16.43,12,2016
728,800404,25.13,12,2016
729,800806,4.41,12,2016
730,802103,3.74,12,2016
731,800502,25.24,12,2016
732,800811,4.41,12,2016
733,800813,2.93,12,2016
734,800809,3.74,12,2016
735,800709,10.84,12,2016
736,801901,15.78,12,2016
737,801604,33.95,12,2016
738,800703,46.07,12,2016
739,801605,3.87,12,2016
740,801602,14.41,12,2016
741,801704,33.57,12,2016
742,801902,15.78,12,2016
743,800701,21.44,12,2016
744,801610,3.87,12,2016
745,800710,20.68,12,2016
746,800702,21.44,12,2016
747,800707,25.33,12,2016
748,810304,28.17,12,2016
751,810106,26.96,12,2016
752,810801,25.87,12,2016
754,810805,28.64,12,2016
755,810701,19.64,12,2016
756,810806,23.25,12,2016
757,810116,26.38,12,2016
758,810804,25.87,12,2016
759,810203,17.96,12,2016
760,810508,26.28,12,2016
761,810509,30.71,12,2016
762,810507,37.25,12,2016
763,810604,30.43,12,2016
764,800610,21.38,12,2016
765,800904,19.49,12,2016
766,800901,19.49,12,2016
767,800607,9.59,12,2016
768,800604,9.59,12,2016
769,801611,21.38,12,2016
770,800913,28.49,12,2016
771,800601,9.59,12,2016
772,801306,12.21,12,2016
773,800902,19.49,12,2016
774,800605,9.59,12,2016
775,800612,10.59,12,2016
776,801607,21.38,12,2016
777,801906,10.84,12,2016
778,800613,37.93,12,2016
779,801606,3.82,12,2016
780,800907,28.1,12,2016
781,801601,3.82,12,2016
782,801904,23.49,25,2016
783,800905,24.35,25,2016
784,801701,38.84,25,2016
785,800611,21.93,25,2016
786,801204,19.92,25,2016
787,801101,36.48,25,2016
789,800305,20.36,25,2016
790,801105,32.82,25,2016
791,801212,17.61,25,2016
792,800302,21.3,25,2016
793,801205,16.7,25,2016
794,800911,22.37,25,2016
795,801107,36.76,25,2016
796,802302,21.71,25,2016
797,800912,26.59,25,2016
798,801218,18.33,25,2016
799,802304,21.5,25,2016
800,800407,43.37,25,2016
801,802203,21.11,25,2016
802,800118,18.67,25,2016
803,800112,19.29,25,2016
804,800106,17.73,25,2016
805,801801,38.97,25,2016
806,801106,40.27,25,2016
807,802202,24.93,25,2016
808,802004,20.78,25,2016
809,802201,23.09,25,2016
810,800301,20.3,25,2016
811,810601,74.45,25,2016
812,800120,17.31,25,2016
813,810603,72.39,25,2016
814,800205,18.74,25,2016
815,800410,25.31,25,2016
816,800406,32.75,25,2016
817,800505,22.33,25,2016
818,800504,18.32,25,2016
819,800202,18.66,25,2016
820,802101,18.4,25,2016
821,800803,17.83,25,2016
822,800503,21.58,25,2016
823,800801,18.06,25,2016
824,802104,18.34,25,2016
825,801408,23.38,25,2016
826,802102,21.33,25,2016
827,801407,20.31,25,2016
828,801405,21.34,25,2016
829,800804,17.91,25,2016
830,800409,33.28,25,2016
831,800704,24.45,25,2016
832,801702,47.84,25,2016
833,801703,30.48,25,2016
834,801603,20.87,25,2016
835,800910,32.63,25,2016
836,801905,27.97,25,2016
837,800908,27.95,25,2016
838,801501,25.18,25,2016
839,801502,25.13,25,2016
840,801406,25.89,25,2016
841,801402,24.17,25,2016
842,800705,37.14,25,2016
843,801609,26.85,25,2016
844,800708,32.7,25,2016
845,800711,28.51,25,2016
846,810405,65.8,25,2016
847,810803,61.42,25,2016
848,810403,65.85,25,2016
849,810305,73.45,25,2016
850,810303,65.35,25,2016
851,810404,66.85,25,2016
852,810115,61.43,25,2016
853,810406,44.43,25,2016
854,810702,37.95,25,2016
855,810703,38.63,25,2016
856,810117,64.13,25,2016
857,810704,46.66,25,2016
858,810402,58.87,25,2016
859,810401,55.31,25,2016
860,810118,64.61,25,2016
861,810807,59.4,25,2016
862,810204,40.57,25,2016
863,810201,45.28,25,2016
864,810111,58.5,25,2016
865,810506,65.32,25,2016
866,810501,64.69,25,2016
867,810202,46.65,25,2016
869,810505,56.97,25,2016
870,810504,59.94,25,2016
871,810105,59.89,25,2016
872,810407,43.28,25,2016
873,810103,54.89,25,2016
874,810206,38.39,25,2016
875,810808,47.07,25,2016
876,810503,70.96,25,2016
877,810205,56.5,25,2016
878,802303,21.29,25,2016
879,801608,18.35,25,2016
880,800606,18.31,25,2016
881,800903,23.86,25,2016
882,801305,21.4,25,2016
883,800706,25.67,25,2016
884,801403,26.47,51,2014
885,801404,20.45,51,2014
886,800802,25.04,51,2014
888,801409,15.56,51,2014
889,801401,15.56,51,2014
890,801304,26.32,51,2014
891,800603,67.62,51,2014
892,800909,31.92,51,2014
893,801903,25.29,51,2014
894,802003,23.53,51,2014
895,801215,39.34,51,2014
896,801206,43.81,51,2014
897,801207,49.11,51,2014
898,801217,39.34,51,2014
899,802001,23.53,51,2014
900,801003,29.6,51,2014
901,801208,52.11,51,2014
902,801213,49.11,51,2014
903,802301,44.99,51,2014
904,801301,26.32,51,2014
905,800906,33.62,51,2014
906,801216,39.34,51,2014
907,801001,39.03,51,2014
908,801303,19.85,51,2014
909,801203,49.11,51,2014
910,801104,14.63,51,2014
911,801211,49.11,51,2014
912,800102,29.12,51,2014
913,801214,52.11,51,2014
914,800103,29.12,51,2014
915,800401,31.1,51,2014
916,800304,34.07,51,2014
917,800108,29.12,51,2014
918,800405,22.52,51,2014
919,800115,29.12,51,2014
920,800303,31.22,51,2014
921,801103,24.46,51,2014
922,800114,23.53,51,2014
923,802002,23.53,51,2014
924,800122,32.83,51,2014
925,801210,52.11,51,2014
926,801002,17.95,51,2014
927,801102,17.23,51,2014
928,800101,29.12,51,2014
929,800119,32.83,51,2014
930,800416,31.1,51,2014
931,800113,23.53,51,2014
932,801202,52.11,51,2014
933,810602,12.4,51,2014
934,800807,28.63,51,2014
935,800204,29.13,51,2014
936,800501,32.44,51,2014
937,800415,63.83,51,2014
938,800810,28.63,51,2014
940,800201,28.63,51,2014
941,800403,34.81,51,2014
942,801209,24.61,51,2014
943,800116,31.22,51,2014
944,801803,16.45,51,2014
945,800107,34.89,51,2014
946,800121,33.68,51,2014
947,801802,22.52,51,2014
948,800203,28.63,51,2014
949,800404,30.04,51,2014
950,800806,21.12,51,2014
951,802103,25.45,51,2014
952,800502,35.22,51,2014
953,800811,21.12,51,2014
954,800813,22.66,51,2014
955,800809,25.45,51,2014
956,800709,40.01,51,2014
957,801901,29.07,51,2014
958,801604,22.01,51,2014
959,800703,23.62,51,2014
960,801605,20.73,51,2014
961,801602,19.14,51,2014
962,801704,15.75,51,2014
963,801902,29.07,51,2014
964,800701,24.07,51,2014
965,801610,20.73,51,2014
966,800710,18.75,51,2014
967,800702,24.07,51,2014
968,800707,25.1,51,2014
969,810304,12.4,51,2014
972,810106,17.03,51,2014
973,810801,26.05,51,2014
975,810805,13.36,51,2014
976,810701,17.34,51,2014
977,810806,27.11,51,2014
978,810116,13.11,51,2014
979,810804,26.05,51,2014
980,810203,14.26,51,2014
981,810508,29.01,51,2014
982,810509,20.26,51,2014
983,810507,14.47,51,2014
984,810604,17.23,51,2014
985,800610,39.54,51,2014
986,800904,37.57,51,2014
987,800901,37.57,51,2014
988,800607,67.62,51,2014
989,800604,67.62,51,2014
990,801611,39.54,51,2014
991,800913,45.54,51,2014
992,800601,67.62,51,2014
993,801306,25.29,51,2014
994,800902,37.57,51,2014
995,800605,67.62,51,2014
996,800612,49.18,51,2014
997,801607,39.54,51,2014
998,801906,40.01,51,2014
999,800613,98.09,51,2014
1000,801606,42.46,51,2014
1001,800907,25.48,51,2014
1002,801601,42.46,51,2014
1003,801904,66.22,28,2015
1004,800905,96.87,28,2015
1005,801701,111.41,28,2015
1006,800611,75.25,28,2015
1007,801204,49.56,28,2015
1008,801101,208.57,28,2015
1010,800305,80.55,28,2015
1011,801105,142.99,28,2015
1012,801212,74.9,28,2015
1013,800302,122.41,28,2015
1014,801205,50.35,28,2015
1015,800911,83.36,28,2015
1016,801107,121.89,28,2015
1017,802302,56.96,28,2015
1018,800912,101.23,28,2015
1019,801218,78.93,28,2015
1020,802304,57.9,28,2015
1021,800407,171.59,28,2015
1022,802203,144.25,28,2015
1023,800118,63.19,28,2015
1024,800112,114.5,28,2015
1025,800106,41.47,28,2015
1026,801801,206.7,28,2015
1027,801106,166.13,28,2015
1028,802202,105.15,28,2015
1029,802004,64.08,28,2015
