,addrcode,Year,Week,temperature
3105,1015,2017,23,38.23410714285715
3106,1015,2017,24,38.23624999999999
3107,1015,2017,25,36.925000000000004
3108,1015,2017,26,35.94
3109,1015,2017,27,35.94
3110,1015,2017,28,36.16857142857142
3111,1015,2017,29,37.08285714285713
3112,1015,2017,30,37.15142857142859
3113,1015,2017,31,36.30464285714286
3114,1015,2017,32,36.70249999999999
3115,1015,2017,33,38.089999999999996
3116,1015,2017,34,38.885
3117,1015,2017,35,38.470892857142864
3118,1015,2017,36,37.96196428571428
3119,1015,2017,37,37.77321428571429
3120,1015,2017,38,36.91785714285714
3121,1015,2017,39,36.169642857142854
3122,1015,2017,40,36.29
3123,1015,2017,41,36.18
3124,1015,2017,42,35.68375
3125,1015,2017,43,34.86000000000001
3126,1015,2017,44,33.21803571428571
3127,1015,2017,45,32.24821428571429
3128,1015,2017,46,33.57214285714286
3129,1015,2017,47,34.45964285714285
3130,1015,2017,48,34.1275
3131,1015,2017,49,32.629999999999995
3132,1015,2017,50,31.39125000000001
3133,1015,2017,51,31.724464285714284
3134,1015,2017,52,32.27357142857142
3135,1016,2014,1,33.5225
3136,1016,2014,2,31.810357142857146
3137,1016,2014,3,31.800357142857145
3138,1016,2014,4,33.08267857142857
3139,1016,2014,5,32.93125
3140,1016,2014,6,32.455
3141,1016,2014,7,32.7325
3142,1016,2014,8,33.512142857142855
3143,1016,2014,9,34.39214285714286
3144,1016,2014,10,35.878928571428574
3145,1016,2014,11,36.754285714285714
3146,1016,2014,12,36.300714285714285
3147,1016,2014,13,37.49
3148,1016,2014,14,39.53
3149,1016,2014,15,40.21625
3150,1016,2014,16,39.0717857142857
3151,1016,2014,17,38.37982142857143
3152,1016,2014,18,39.95464285714286
3153,1016,2014,19,41.41107142857143
3154,1016,2014,20,41.72625
3155,1016,2014,21,41.93875000000001
3156,1016,2014,22,40.615
3157,1016,2014,23,38.24874999999999
3158,1016,2014,24,37.11089285714285
3159,1016,2014,25,38.27428571428572
3160,1016,2014,26,39.61392857142857
3161,1016,2014,27,38.81946428571428
3162,1016,2014,28,37.25767857142857
3163,1016,2014,29,36.73
3164,1016,2014,30,37.34
3165,1016,2014,31,37.95
3166,1016,2014,32,37.62321428571429
3167,1016,2014,33,36.795357142857135
3168,1016,2014,34,36.89071428571428
3169,1016,2014,35,37.96214285714285
3170,1016,2014,36,38.21249999999999
3171,1016,2014,37,37.6175
3172,1016,2014,38,37.89
3173,1016,2014,39,39.02499999999999
3174,1016,2014,40,39.48357142857143
3175,1016,2014,41,38.31
3176,1016,2014,42,36.927142857142854
3177,1016,2014,43,36.76053571428571
3178,1016,2014,44,37.12571428571429
3179,1016,2014,45,36.54375
3180,1016,2014,46,35.34
3181,1016,2014,47,34.7475
3182,1016,2014,48,34.753392857142856
3183,1016,2014,49,33.729821428571434
3184,1016,2014,50,32.147499999999994
3185,1016,2014,51,32.46035714285715
3186,1016,2014,52,33.395714285714284
3187,1016,2015,1,32.535000000000004
3188,1016,2015,2,32.86535714285714
3189,1016,2015,3,32.96982142857142
3190,1016,2015,4,33.45625
3191,1016,2015,5,34.255
3192,1016,2015,6,34.82875000000001
3193,1016,2015,7,35.125
3194,1016,2015,8,35.45982142857143
3195,1016,2015,9,35.00178571428572
3196,1016,2015,10,34.292500000000004
3197,1016,2015,11,34.871785714285714
3198,1016,2015,12,36.8625
3199,1016,2015,13,38.15500000000001
3200,1016,2015,14,38.07125
3201,1016,2015,15,37.79357142857143
3202,1016,2015,16,38.83410714285714
3203,1016,2015,17,40.559285714285714
3204,1016,2015,18,39.81232142857142
3205,1016,2015,19,37.69607142857143
3206,1016,2015,20,38.53625
3207,1016,2015,21,40.99500000000001
3208,1016,2015,22,41.99875000000001
3209,1016,2015,23,40.46714285714285
3210,1016,2015,24,38.52839285714286
3211,1016,2015,25,38.71285714285714
3212,1016,2015,26,39.03017857142857
3213,1016,2015,27,37.92303571428572
3214,1016,2015,28,38.3975
3215,1016,2015,29,38.99
3216,1016,2015,30,38.19875
3217,1016,2015,31,37.464107142857145
3218,1016,2015,32,38.8107142857143
3219,1016,2015,33,38.70142857142857
3220,1016,2015,34,37.290892857142865
3221,1016,2015,35,37.53785714285715
3222,1016,2015,36,38.48125
3223,1016,2015,37,39.58
3224,1016,2015,38,39.80125
3225,1016,2015,39,38.504285714285714
3226,1016,2015,40,36.99732142857143
3227,1016,2015,41,36.83821428571429
3228,1016,2015,42,36.49160714285715
3229,1016,2015,43,35.56732142857142
3230,1016,2015,44,35.46999999999999
3231,1016,2015,45,36.01499999999999
3232,1016,2015,46,36.0125
3233,1016,2015,47,35.20017857142857
3234,1016,2015,48,34.605535714285715
3235,1016,2015,49,33.816071428571426
3236,1016,2015,50,32.68910714285714
3237,1016,2015,51,33.04732142857143
3238,1016,2015,52,33.95428571428572
3239,1016,2015,53,34.16
3240,1016,2016,1,31.02375
3241,1016,2016,2,31.11
3242,1016,2016,3,31.5075
3243,1016,2016,4,32.464285714285715
3244,1016,2016,5,34.529999999999994
3245,1016,2016,6,35.74999999999999
3246,1016,2016,7,35.61982142857143
3247,1016,2016,8,35.31767857142857
3248,1016,2016,9,35.85000000000001
3249,1016,2016,10,37.56
3250,1016,2016,11,38.94375
3251,1016,2016,12,38.50857142857143
3252,1016,2016,13,37.13160714285714
3253,1016,2016,14,37.115
3254,1016,2016,15,38.245
3255,1016,2016,16,39.79267857142858
3256,1016,2016,17,39.37125000000001
3257,1016,2016,18,37.41
3258,1016,2016,19,36.03
3259,1016,2016,20,36.03
