,addrcode,Year,Week,rainfall
579,1003,2016,33,86.42
580,1003,2016,34,95.47999999999999
581,1003,2016,35,37.675000000000004
582,1003,2016,36,54.807500000000005
583,1003,2016,37,64.6975
584,1003,2016,38,67.89
585,1003,2016,39,70.6475
586,1003,2016,40,96.33000000000001
587,1003,2016,41,92.625
588,1003,2016,42,49.405
589,1003,2016,43,31.985000000000003
590,1003,2016,44,0.085
591,1003,2016,45,5.0425
592,1003,2016,46,7.6
593,1003,2016,47,12.034999999999998
594,1003,2016,48,0.0
595,1003,2016,49,0.0
596,1003,2016,50,1.9699999999999998
597,1003,2016,51,0.0
598,1003,2016,52,14.0
599,1003,2017,1,0.012499999999999999
600,1003,2017,2,61.989999999999995
601,1003,2017,3,0.0
602,1003,2017,4,3.6299999999999994
603,1003,2017,5,35.160000000000004
604,1003,2017,6,0.0
605,1003,2017,7,0.0
606,1003,2017,8,15.9825
607,1003,2017,9,41.7825
608,1003,2017,10,26.7325
609,1003,2017,11,0.0
610,1003,2017,12,10.049999999999999
611,1003,2017,13,27.955000000000002
612,1003,2017,14,54.644999999999996
613,1003,2017,15,0.20500000000000002
614,1003,2017,16,25.775
615,1003,2017,17,93.6875
616,1003,2017,18,38.1075
617,1003,2017,19,39.040000000000006
618,1003,2017,20,25.459999999999997
619,1003,2017,21,41.8425
620,1003,2017,22,48.412499999999994
621,1003,2017,23,39.802499999999995
622,1003,2017,24,15.332500000000001
623,1003,2017,25,12.530000000000001
624,1003,2017,26,14.682500000000001
625,1003,2017,27,38.8375
626,1003,2017,28,43.935
627,1003,2017,29,1.3149999999999997
628,1003,2017,30,45.07
629,1003,2017,31,30.71
630,1003,2017,32,22.1125
631,1003,2017,33,40.067499999999995
632,1003,2017,34,99.1875
633,1003,2017,35,40.11
634,1003,2017,36,45.9975
635,1003,2017,37,35.2275
636,1003,2017,38,43.162499999999994
637,1003,2017,39,0.0
638,1003,2017,40,58.495
639,1003,2017,41,2.4450000000000003
640,1003,2017,42,53.4375
641,1003,2017,43,53.0175
642,1003,2017,44,29.697499999999998
643,1003,2017,45,0.28250000000000003
644,1003,2017,46,0.0
645,1003,2017,47,2.4850000000000003
646,1003,2017,48,4.612500000000001
647,1003,2017,49,0.0
648,1003,2017,50,0.0
649,1003,2017,51,4.455000000000001
650,1003,2017,52,0.0
651,1003,2018,1,21.649999999999995
652,1003,2018,2,12.6175
653,1003,2018,3,61.86750000000001
654,1003,2018,4,0.0
655,1003,2018,5,0.0
656,1003,2018,6,1.6
657,1003,2018,7,5.2625
658,1003,2018,8,0.0
659,1003,2018,9,41.782500000000006
660,1003,2018,10,0.0
661,1003,2018,11,21.482499999999998
662,1003,2018,12,0.0
663,1003,2018,13,5.5600000000000005
664,1003,2018,14,5.4
665,1003,2018,15,23.71
666,1003,2018,16,0.9924999999999999
667,1003,2018,17,32.3775
668,1003,2018,18,44.235
669,1003,2018,19,0.0
670,1003,2018,20,1.3025
671,1003,2018,21,46.25000000000001
672,1003,2018,22,28.099999999999998
673,1003,2018,23,32.58
674,1003,2018,24,41.65
675,1004,2014,9,0.33
676,1004,2014,10,1.95
677,1004,2014,11,0.0
678,1004,2014,12,29.04
679,1004,2014,13,71.85
680,1004,2014,14,0.0
681,1004,2014,15,42.03
682,1004,2014,16,0.0
683,1004,2014,17,16.17
684,1004,2014,18,7.6
685,1004,2014,19,15.24
686,1004,2014,20,9.24
687,1004,2014,21,7.19
688,1004,2014,22,11.87
689,1004,2014,23,71.07
690,1004,2014,24,71.47
691,1004,2014,25,81.35
692,1004,2014,26,13.460000000000003
693,1004,2014,27,0.33
694,1004,2014,28,5.89
695,1004,2014,29,32.68
696,1004,2014,30,9.38
697,1004,2014,31,93.3
698,1004,2014,32,1.86
699,1004,2014,33,37.45
700,1004,2014,34,13.88
701,1004,2014,35,29.869999999999997
702,1004,2014,36,53.71
703,1004,2014,37,72.42
704,1004,2014,38,112.98999999999998
705,1004,2014,39,36.66
706,1004,2014,40,145.08
707,1004,2014,41,107.09
708,1004,2014,42,3.4300000000000006
709,1004,2014,43,33.26
710,1004,2014,44,14.940000000000001
711,1004,2014,45,7.15
712,1004,2014,46,14.02
713,1004,2014,47,6.12
714,1004,2014,48,1.64
715,1004,2014,49,23.69
716,1004,2014,50,0.0
717,1004,2014,51,0.19
718,1004,2014,52,0.09
719,1004,2015,1,7.63
720,1004,2015,2,4.08
721,1004,2015,3,29.410000000000004
722,1004,2015,4,0.28
723,1004,2015,5,0.13
724,1004,2015,6,0.0
725,1004,2015,7,0.28
726,1004,2015,8,0.09
727,1004,2015,9,0.0
728,1004,2015,10,0.0
729,1004,2015,11,0.0
730,1004,2015,12,14.669999999999998
731,1004,2015,13,12.7
732,1004,2015,14,0.0
733,1004,2015,15,0.0
734,1004,2015,16,0.02
735,1004,2015,17,18.85
736,1004,2015,18,0.0
737,1004,2015,19,9.56
738,1004,2015,20,55.27
739,1004,2015,21,2.11
740,1004,2015,22,69.91
741,1004,2015,23,44.07
742,1004,2015,24,79.14
743,1004,2015,25,160.96
744,1004,2015,26,24.82
745,1004,2015,27,60.75
746,1004,2015,28,80.34
747,1004,2015,29,56.36
748,1004,2015,30,16.73
749,1004,2015,31,75.76
750,1004,2015,32,32.12
751,1004,2015,33,15.830000000000002
752,1004,2015,34,106.80999999999999
753,1004,2015,35,32.5
754,1004,2015,36,76.74
755,1004,2015,37,66.79
756,1004,2015,38,163.62
757,1004,2015,39,82.75
758,1004,2015,40,90.73
759,1004,2015,41,70.9
760,1004,2015,42,13.830000000000002
761,1004,2015,43,106.72
762,1004,2015,44,12.63
763,1004,2015,45,35.96
764,1004,2015,46,18.75
765,1004,2015,47,24.21
766,1004,2015,48,0.0
767,1004,2015,49,0.0
768,1004,2015,50,1.57
769,1004,2015,51,0.0
770,1004,2015,52,0.0
771,1004,2015,53,2.79
772,1004,2016,1,3.56
773,1004,2016,2,39.18
774,1004,2016,3,0.37
775,1004,2016,4,0.0
776,1004,2016,5,0.25
777,1004,2016,6,0.0
778,1004,2016,7,0.0
779,1004,2016,8,0.0
780,1004,2016,9,0.0
781,1004,2016,10,0.0
782,1004,2016,11,7.99
783,1004,2016,12,25.619999999999997
784,1004,2016,13,54.33
785,1004,2016,14,6.889999999999999
786,1004,2016,15,1.13
787,1004,2016,16,0.0
788,1004,2016,17,23.07
789,1004,2016,18,42.44
790,1004,2016,19,59.73
