,addrcode,Year,Month,temperature
785,1017,2015,6,38.17388392857143
786,1017,2015,7,36.71995535714286
787,1017,2015,8,37.58907142857142
788,1017,2015,9,38.66200892857143
789,1017,2015,10,35.96532142857142
790,1017,2015,11,35.565446428571434
791,1017,2015,12,34.00776785714285
792,1017,2016,1,32.06203571428572
793,1017,2016,2,34.957321428571426
794,1017,2016,3,37.729375000000005
795,1017,2016,4,38.12835714285714
796,1017,2016,5,35.78
797,1017,2016,6,36.379107142857144
798,1017,2016,7,37.531714285714294
799,1017,2016,8,36.448392857142856
800,1017,2016,9,37.14084821428571
801,1017,2016,10,36.30532142857143
802,1017,2016,11,34.15602678571429
803,1017,2016,12,33.535892857142855
804,1017,2017,1,34.40307142857144
805,1017,2017,2,35.46169642857143
806,1017,2017,3,37.330446428571435
807,1017,2017,4,38.205392857142854
808,1017,2017,5,36.7190625
809,1017,2017,6,37.63982142857144
810,1017,2017,7,36.66282142857143
811,1017,2017,8,38.03388392857143
812,1017,2017,9,37.60735714285714
813,1017,2017,10,35.435446428571424
814,1017,2017,11,34.28848214285715
815,1017,2017,12,32.40607142857142
816,1018,2014,1,32.20589285714286
817,1018,2014,2,32.460904017857146
818,1018,2014,3,35.61065178571429
819,1018,2014,4,38.61810267857143
820,1018,2014,5,39.92866071428571
821,1018,2014,6,37.68035714285714
822,1018,2014,7,37.145044642857144
823,1018,2014,8,37.10903571428571
824,1018,2014,9,37.519988839285716
825,1018,2014,10,37.69985491071429
826,1018,2014,11,35.3798125
827,1018,2014,12,33.321439732142856
828,1018,2015,1,32.90810267857143
829,1018,2015,2,34.52366071428571
830,1018,2015,3,35.20732142857143
831,1018,2015,4,38.13560267857144
832,1018,2015,5,39.332633928571425
833,1018,2015,6,38.33439732142858
834,1018,2015,7,37.36301339285714
835,1018,2015,8,37.74015178571429
836,1018,2015,9,38.65294642857144
837,1018,2015,10,36.003910714285716
838,1018,2015,11,35.60662946428572
839,1018,2015,12,32.584977678571434
840,1018,2016,1,31.71433928571429
841,1018,2016,2,34.38147321428571
842,1018,2016,3,37.10986607142857
843,1018,2016,4,37.66967857142858
844,1018,2016,5,35.3775
845,1018,2016,6,36.04325892857143
846,1018,2016,7,37.657785714285716
847,1018,2016,8,35.98566964285715
