,addrcode,Year,rainfall
311,101904,2017,25.829375
312,101905,2014,31.883699999999997
313,101905,2015,32.25256944444444
314,101905,2016,37.020291666666665
315,101905,2017,25.829375
316,101907,2014,31.883699999999997
317,101907,2015,32.25256944444444
318,101907,2016,37.020291666666665
319,101907,2017,25.829375
320,102004,2014,31.883699999999997
321,102004,2015,32.25256944444444
322,102004,2016,37.020291666666665
323,102004,2017,25.829375
324,102005,2014,31.883699999999997
325,102005,2015,32.25256944444444
326,102005,2016,37.020291666666665
327,102005,2017,25.829375
328,102006,2014,31.883699999999997
329,102006,2015,32.25256944444444
330,102006,2016,37.020291666666665
331,102006,2017,25.829375
332,102007,2014,31.883699999999997
333,102007,2015,32.25256944444444
334,102007,2016,37.020291666666665
335,102007,2017,25.829375
336,102009,2014,31.883699999999997
337,102009,2015,32.25256944444444
338,102009,2016,37.020291666666665
339,102009,2017,25.829375
340,102105,2014,30.59205
341,102105,2015,32.223083333333335
342,102105,2016,36.41858333333334
343,102105,2017,28.816166666666664
344,102107,2014,31.773649999999996
345,102107,2015,33.276
346,102107,2016,37.31483333333333
347,102107,2017,29.649166666666662
348,102201,2014,31.883699999999997
349,102201,2015,32.25256944444444
350,102201,2016,37.020291666666665
351,102201,2017,25.829375
352,102202,2014,31.883699999999997
353,102202,2015,32.25256944444444
354,102202,2016,37.020291666666665
355,102202,2017,25.829375
356,102206,2014,31.883699999999997
357,102206,2015,32.25256944444444
358,102206,2016,37.020291666666665
359,102206,2017,25.829375
360,102207,2014,31.883699999999997
361,102207,2015,32.25256944444444
362,102207,2016,37.020291666666665
363,102207,2017,25.829375
364,102208,2014,31.883699999999997
365,102208,2015,32.25256944444444
366,102208,2016,37.020291666666665
367,102208,2017,25.829375
368,102209,2014,31.883699999999997
369,102209,2015,32.25256944444444
370,102209,2016,37.020291666666665
371,102209,2017,25.829375
372,102210,2014,31.883699999999997
373,102210,2015,32.25256944444444
374,102210,2016,37.020291666666665
375,102210,2017,25.829375
376,102302,2014,28.5233
377,102302,2015,31.059277777777776
378,102302,2016,35.50104166666666
379,102302,2017,26.219166666666666
380,102303,2014,28.196050000000003
381,102303,2015,30.010958333333335
382,102303,2016,36.88370833333334
383,102303,2017,24.307500000000005
384,102401,2014,35.28404999999999
385,102401,2015,35.556791666666676
386,102401,2016,40.626083333333334
387,102401,2017,25.943874999999995
388,102402,2014,31.773649999999996
389,102402,2015,33.276
390,102402,2016,37.31483333333333
391,102402,2017,29.649166666666662
392,102501,2014,31.883699999999997
393,102501,2015,32.25256944444444
394,102501,2016,37.020291666666665
395,102501,2017,25.829375
396,102502,2014,30.113650000000007
397,102502,2015,32.982347222222224
398,102502,2016,37.57458333333333
399,102502,2017,26.18166666666667
400,102503,2014,31.883699999999997
401,102503,2015,32.25256944444444
402,102503,2016,37.020291666666665
403,102503,2017,25.829375
404,102504,2014,31.883699999999997
405,102504,2015,32.25256944444444
406,102504,2016,37.020291666666665
407,102504,2017,25.829375
408,102601,2014,30.801800000000004
409,102601,2015,33.86376388888889
410,102601,2016,37.959458333333345
411,102601,2017,25.833333333333332
412,102701,2014,30.081650000000003
413,102701,2015,33.13280555555556
414,102701,2016,36.292791666666666
415,102701,2017,26.518333333333334
416,102704,2014,29.862450000000006
417,102704,2015,32.451930555555556
418,102704,2016,37.624541666666666
419,102704,2017,25.465166666666665
420,102705,2014,29.862450000000006
421,102705,2015,32.451930555555556
422,102705,2016,37.624541666666666
423,102705,2017,25.465166666666665
424,102801,2014,30.801800000000004
425,102801,2015,33.86376388888889
426,102801,2016,37.959458333333345
427,102801,2017,25.833333333333332
428,102802,2014,30.801800000000004
429,102802,2015,33.86376388888889
430,102802,2016,37.959458333333345
431,102802,2017,25.833333333333332
432,102803,2014,30.801800000000004
433,102803,2015,33.86376388888889
434,102803,2016,37.959458333333345
435,102803,2017,25.833333333333332
436,102901,2014,30.113650000000007
437,102901,2015,32.982347222222224
438,102901,2016,37.57458333333333
439,102901,2017,26.18166666666667
440,102902,2014,30.113650000000007
441,102902,2015,32.982347222222224
442,102902,2016,37.57458333333333
443,102902,2017,26.18166666666667
444,103001,2014,30.113650000000007
445,103001,2015,32.982347222222224
446,103001,2016,37.57458333333333
447,103001,2017,26.18166666666667
448,103002,2014,30.113650000000007
449,103002,2015,32.982347222222224
450,103002,2016,37.57458333333333
451,103002,2017,26.18166666666667
452,103003,2014,30.113650000000007
453,103003,2015,32.982347222222224
454,103003,2016,37.57458333333333
455,103003,2017,26.18166666666667
456,103004,2014,30.113650000000007
457,103004,2015,32.982347222222224
458,103004,2016,37.57458333333333
459,103004,2017,26.18166666666667
460,103005,2014,30.113650000000007
461,103005,2015,32.982347222222224
462,103005,2016,37.57458333333333
463,103005,2017,26.18166666666667
464,103101,2014,31.773649999999996
465,103101,2015,33.276
466,103101,2016,37.31483333333333
467,103101,2017,29.649166666666662
468,103102,2014,30.801800000000004
469,103102,2015,33.86376388888889
470,103102,2016,37.959458333333345
471,103102,2017,25.833333333333332
472,103103,2014,35.28404999999999
473,103103,2015,35.556791666666676
474,103103,2016,40.626083333333334
475,103103,2017,25.943874999999995
476,103201,2014,30.081650000000003
477,103201,2015,33.13280555555556
478,103201,2016,36.292791666666666
479,103201,2017,26.518333333333334
480,103202,2014,32.408699999999996
481,103202,2015,33.794666666666664
482,103202,2016,37.40766666666668
483,103202,2017,25.783791666666662
484,103203,2014,32.408699999999996
485,103203,2015,33.794666666666664
486,103203,2016,37.40766666666668
487,103203,2017,25.783791666666662
488,103301,2014,30.801800000000004
489,103301,2015,33.86376388888889
490,103301,2016,37.959458333333345
491,103301,2017,25.833333333333332
492,103302,2014,30.801800000000004
493,103302,2015,33.86376388888889
494,103302,2016,37.959458333333345
495,103302,2017,25.833333333333332
496,103303,2014,30.801800000000004
497,103303,2015,33.86376388888889
498,103303,2016,37.959458333333345
499,103303,2017,25.833333333333332
500,103401,2014,30.081650000000003
501,103401,2015,33.13280555555556
502,103401,2016,36.292791666666666
503,103401,2017,26.518333333333334
504,103501,2014,31.773649999999996
505,103501,2015,33.276
506,103501,2016,37.31483333333333
507,103501,2017,29.649166666666662
508,103502,2014,31.883699999999997
509,103502,2015,32.25256944444444
510,103502,2016,37.020291666666665
511,103502,2017,25.829375
512,103503,2014,31.773649999999996
513,103503,2015,33.276
514,103503,2016,37.31483333333333
515,103503,2017,29.649166666666662
516,103504,2014,31.773649999999996
517,103504,2015,33.276
518,103504,2016,37.31483333333333
519,103504,2017,29.649166666666662
520,103602,2014,32.16695
521,103602,2015,32.80895833333334
522,103602,2016,38.29508333333333
523,103602,2017,27.095374999999994
524,103604,2014,32.16695
525,103604,2015,32.80895833333334
526,103604,2016,38.29508333333333
527,103604,2017,27.095374999999994
528,103605,2014,31.340399999999995
529,103605,2015,32.44784722222222
530,103605,2016,36.671458333333334
531,103605,2017,26.549458333333334
532,103701,2014,30.801800000000004
533,103701,2015,33.86376388888889
534,103701,2016,37.959458333333345
535,103701,2017,25.833333333333332
536,103702,2014,30.801800000000004
537,103702,2015,33.86376388888889
538,103702,2016,37.959458333333345
539,103702,2017,25.833333333333332
540,103703,2014,30.801800000000004
541,103703,2015,33.86376388888889
542,103703,2016,37.959458333333345
543,103703,2017,25.833333333333332
544,103704,2014,30.801800000000004
545,103704,2015,33.86376388888889
546,103704,2016,37.959458333333345
547,103704,2017,25.833333333333332
548,103801,2014,29.862450000000006
549,103801,2015,32.451930555555556
550,103801,2016,37.624541666666666
551,103801,2017,25.465166666666665
552,103802,2014,29.862450000000006
553,103802,2015,32.451930555555556
554,103802,2016,37.624541666666666
555,103802,2017,25.465166666666665
556,103901,2014,30.801800000000004
557,103901,2015,33.86376388888889
558,103901,2016,37.959458333333345
559,103901,2017,25.833333333333332
560,103902,2014,30.801800000000007
561,103902,2015,33.86376388888889
562,103902,2016,37.95945833333334
563,103902,2017,25.83333333333333
564,103903,2014,30.801800000000004
565,103903,2015,33.86376388888889
566,103903,2016,37.959458333333345
567,103903,2017,25.833333333333332
568,104001,2014,31.773649999999996
569,104001,2015,33.276
570,104001,2016,37.31483333333333
571,104001,2017,29.649166666666662
572,104002,2014,28.196050000000003
573,104002,2015,30.010958333333335
574,104002,2016,36.88370833333334
575,104002,2017,24.307500000000005
576,104003,2014,28.196050000000003
577,104003,2015,30.010958333333335
578,104003,2016,36.88370833333333
579,104003,2017,24.3075
580,104004,2014,28.5233
581,104004,2015,31.059277777777776
582,104004,2016,35.50104166666666
583,104004,2017,26.219166666666666
584,104101,2014,30.113650000000007
585,104101,2015,32.982347222222224
586,104101,2016,37.57458333333333
587,104101,2017,26.18166666666667
588,104102,2014,30.113650000000007
589,104102,2015,32.982347222222224
590,104102,2016,37.57458333333333
591,104102,2017,26.18166666666667
592,104201,2014,31.340399999999995
593,104201,2015,32.44784722222222
594,104201,2016,36.671458333333334
595,104201,2017,26.549458333333334
596,104202,2014,29.862450000000006
597,104202,2015,32.451930555555556
598,104202,2016,37.624541666666666
599,104202,2017,25.465166666666665
600,104203,2014,29.862450000000006
601,104203,2015,32.451930555555556
602,104203,2016,37.624541666666666
603,104203,2017,25.465166666666665
604,104301,2014,29.862450000000006
605,104301,2015,32.451930555555556
606,104301,2016,37.624541666666666
607,104301,2017,25.465166666666665
608,104302,2014,29.862450000000006
609,104302,2015,32.451930555555556
610,104302,2016,37.624541666666666
611,104302,2017,25.465166666666665
612,104401,2014,30.081650000000003
613,104401,2015,33.13280555555556
614,104401,2016,36.292791666666666
615,104401,2017,26.518333333333334
616,104501,2014,30.801800000000004
617,104501,2015,33.86376388888889
618,104501,2016,37.959458333333345
619,104501,2017,25.833333333333332
620,104502,2014,30.081650000000003
621,104502,2015,33.13280555555556
622,104502,2016,36.292791666666666
623,104502,2017,26.518333333333334
624,104503,2014,30.081650000000003
625,104503,2015,33.13280555555556
626,104503,2016,36.292791666666666
627,104503,2017,26.518333333333334
628,104504,2014,30.081650000000003
629,104504,2015,33.13280555555556
630,104504,2016,36.292791666666666
631,104504,2017,26.518333333333334
632,104601,2014,29.625650000000007
633,104601,2015,31.84505555555556
634,104601,2016,35.30191666666666
635,104601,2017,26.200458333333334
636,104602,2014,29.625650000000007
637,104602,2015,31.84505555555556
638,104602,2016,35.30191666666666
639,104602,2017,26.200458333333334
640,104603,2014,29.625650000000007
641,104603,2015,31.84505555555556
642,104603,2016,35.30191666666666
643,104603,2017,26.200458333333334
644,104604,2014,29.625650000000007
645,104604,2015,31.84505555555556
646,104604,2016,35.30191666666666
647,104604,2017,26.200458333333334
648,104605,2014,29.62565
649,104605,2015,31.84505555555556
650,104605,2016,35.30191666666666
651,104605,2017,26.200458333333334
652,104701,2014,32.408699999999996
653,104701,2015,33.794666666666664
654,104701,2016,37.40766666666668
655,104701,2017,25.783791666666662
656,104801,2014,28.196050000000003
657,104801,2015,30.010958333333335
658,104801,2016,36.88370833333334
659,104801,2017,24.307500000000005
660,104802,2014,28.196050000000003
661,104802,2015,30.010958333333335
662,104802,2016,36.88370833333334
663,104802,2017,24.307500000000005
664,104901,2014,31.773649999999996
665,104901,2015,33.276
666,104901,2016,37.31483333333333
667,104901,2017,29.649166666666662
668,104902,2014,31.773649999999996
669,104902,2015,33.276
670,104902,2016,37.31483333333333
671,104902,2017,29.649166666666662
672,105001,2014,28.5233
673,105001,2015,31.059277777777776
674,105001,2016,35.50104166666666
675,105001,2017,26.219166666666666
676,800101,2014,44.6694
677,800101,2015,48.04619444444444
678,800101,2016,73.756125
679,800101,2017,49.117250000000006
680,800102,2014,44.6694
681,800102,2015,48.04619444444444
682,800102,2016,73.756125
683,800102,2017,49.117250000000006
684,800103,2014,44.6694
685,800103,2015,48.04619444444444
686,800103,2016,73.756125
687,800103,2017,49.117250000000006
688,800106,2014,54.1047
689,800106,2015,56.11830555555556
690,800106,2016,90.31212500000002
691,800106,2017,55.3665
692,800107,2014,54.1047
693,800107,2015,56.11830555555556
694,800107,2016,90.31212500000002
695,800107,2017,55.3665
696,800108,2014,44.6694
697,800108,2015,48.04619444444444
698,800108,2016,73.756125
699,800108,2017,49.117250000000006
700,800112,2014,44.989700000000006
701,800112,2015,49.19086111111111
702,800112,2016,70.879
703,800112,2017,46.710791666666665
704,800113,2014,41.747049999999994
705,800113,2015,49.30618055555556
706,800113,2016,69.55929166666665
707,800113,2017,42.107833333333325
708,800114,2014,41.747049999999994
709,800114,2015,49.30618055555556
710,800114,2016,69.55929166666665
711,800114,2017,42.107833333333325
712,800115,2014,44.6694
713,800115,2015,48.04619444444444
714,800115,2016,73.756125
715,800115,2017,49.117250000000006
716,800116,2014,44.98969999999999
717,800116,2015,49.19086111111111
718,800116,2016,70.879
719,800116,2017,46.710791666666665
720,800118,2014,44.6694
721,800118,2015,48.04619444444444
722,800118,2016,73.756125
723,800118,2017,49.117250000000006
724,800119,2014,47.5084
725,800119,2015,55.26101388888889
726,800119,2016,79.92141666666667
727,800119,2017,45.043125
728,800120,2014,41.4191
729,800120,2015,45.63395833333334
730,800120,2016,70.88433333333332
731,800120,2017,42.635
732,800121,2014,52.6844
733,800121,2015,53.52741666666666
734,800121,2016,86.46708333333333
735,800121,2017,49.921249999999986
736,800122,2014,47.5084
737,800122,2015,55.26101388888889
738,800122,2016,79.92141666666667
739,800122,2017,45.043125
740,800201,2014,41.69005
741,800201,2015,47.4003611111111
742,800201,2016,65.51483333333333
743,800201,2017,41.15120833333334
744,800202,2014,40.57125
745,800202,2015,47.58540277777777
746,800202,2016,65.75154166666665
747,800202,2017,40.755374999999994
748,800203,2014,41.69005
749,800203,2015,47.4003611111111
750,800203,2016,65.51483333333333
751,800203,2017,41.15120833333334
752,800204,2014,40.57125
753,800204,2015,47.58540277777777
754,800204,2016,65.75154166666665
755,800204,2017,40.755374999999994
756,800205,2014,41.69005
757,800205,2015,47.4003611111111
758,800205,2016,65.51483333333333
759,800205,2017,41.15120833333334
760,800301,2014,47.19945
761,800301,2015,51.14675
762,800301,2016,72.45641666666667
763,800301,2017,45.894291666666675
764,800302,2014,41.0795
765,800302,2015,48.12106944444445
766,800302,2016,71.17341666666667
767,800302,2017,41.984
768,800303,2014,44.98969999999999
769,800303,2015,49.19086111111111
770,800303,2016,70.879
771,800303,2017,46.710791666666665
772,800304,2014,47.19945
773,800304,2015,51.14675
774,800304,2016,72.45641666666667
775,800304,2017,45.894291666666675
776,800305,2014,41.97715
777,800305,2015,46.973625
778,800305,2016,69.74254166666667
779,800305,2017,41.581875000000004
780,800401,2014,44.19499999999999
781,800401,2015,48.7330138888889
782,800401,2016,74.08416666666666
783,800401,2017,47.076750000000004
784,800403,2014,46.37135000000001
785,800403,2015,51.42829166666667
786,800403,2016,73.682375
787,800403,2017,47.607416666666666
788,800404,2014,47.70184999999999
789,800404,2015,52.07680555555556
790,800404,2016,72.76779166666667
791,800404,2017,48.91625000000001
792,800405,2014,45.7494
793,800405,2015,47.29790277777778
794,800405,2016,62.597125
795,800405,2017,46.8285
796,800406,2014,42.01475000000001
797,800406,2015,45.41263888888889
798,800406,2016,56.326083333333344
799,800406,2017,42.29679166666667
800,800407,2014,45.749399999999994
801,800407,2015,47.29790277777778
802,800407,2016,62.597125000000005
803,800407,2017,46.8285
804,800409,2014,41.1947
805,800409,2015,45.26331944444445
806,800409,2016,54.43891666666667
807,800409,2017,42.320541666666664
808,800410,2014,47.70184999999999
809,800410,2015,52.07680555555556
810,800410,2016,72.76779166666667
811,800410,2017,48.91625000000001
812,800415,2014,44.28699999999999
813,800415,2015,49.98118055555557
814,800415,2016,70.9945
815,800415,2017,45.70816666666667
816,800416,2014,44.19499999999999
817,800416,2015,48.7330138888889
818,800416,2016,74.08416666666666
819,800416,2017,47.076750000000004
820,800501,2014,41.1514
821,800501,2015,47.132124999999995
822,800501,2016,70.23295833333334
823,800501,2017,41.709374999999994
824,800502,2014,41.72695
825,800502,2015,47.05455555555556
826,800502,2016,65.24370833333334
827,800502,2017,42.03266666666667
828,800503,2014,41.3812
829,800503,2015,46.25704166666667
830,800503,2016,63.02991666666667
831,800503,2017,41.547916666666666
832,800504,2014,41.1514
833,800504,2015,47.132124999999995
834,800504,2016,70.23295833333333
835,800504,2017,41.709374999999994
836,800505,2014,44.287
837,800505,2015,49.98118055555556
838,800505,2016,70.9945
839,800505,2017,45.70816666666667
840,800601,2014,41.730000000000004
841,800601,2015,48.85475
842,800601,2016,71.00833333333334
843,800601,2017,37.91495833333333
844,800603,2014,41.730000000000004
845,800603,2015,48.85475
846,800603,2016,71.00833333333334
847,800603,2017,37.91495833333333
848,800604,2014,41.730000000000004
849,800604,2015,48.85475
850,800604,2016,71.00833333333334
851,800604,2017,37.91495833333333
852,800605,2014,41.730000000000004
853,800605,2015,48.85475
854,800605,2016,71.00833333333334
855,800605,2017,37.91495833333333
856,800606,2014,40.6233
857,800606,2015,47.88736111111111
858,800606,2016,72.26487500000002
859,800606,2017,37.160333333333334
860,800607,2014,41.730000000000004
861,800607,2015,48.85475
862,800607,2016,71.00833333333334
863,800607,2017,37.91495833333333
864,800610,2014,38.357400000000005
865,800610,2015,45.919444444444444
866,800610,2016,70.10720833333333
867,800610,2017,36.251999999999995
868,800611,2014,41.73
869,800611,2015,48.854749999999996
870,800611,2016,71.00833333333334
871,800611,2017,37.91495833333334
872,800612,2014,42.74925
873,800612,2015,54.66830555555557
874,800612,2016,75.07345833333333
875,800612,2017,41.815000000000005
876,800613,2014,51.78625000000001
877,800613,2015,55.99216666666667
878,800613,2016,80.87108333333333
879,800613,2017,51.70995833333333
880,800701,2014,49.68045
881,800701,2015,52.79043055555555
882,800701,2016,77.90920833333334
883,800701,2017,45.60766666666667
884,800702,2014,49.68045
885,800702,2015,52.79043055555555
886,800702,2016,77.90920833333334
887,800702,2017,45.60766666666667
888,800703,2014,41.788
889,800703,2015,46.40408333333332
890,800703,2016,68.95716666666668
891,800703,2017,40.84858333333333
892,800704,2014,47.26805
893,800704,2015,55.33027777777778
894,800704,2016,77.97220833333333
895,800704,2017,46.76316666666667
