,addrcode,Year,Month,rainfall
196,100104,2017,7,32.077999999999996
197,100104,2017,8,53.230000000000004
198,100104,2017,9,38.648
199,100104,2017,10,35.85
200,100104,2017,11,3.585
201,100104,2017,12,0.3975
208,100105,2014,3,26.320000000000004
209,100105,2014,4,18.205000000000002
210,100105,2014,5,10.792
211,100105,2014,6,56.724999999999994
212,100105,2014,7,10.925
213,100105,2014,8,33.794000000000004
214,100105,2014,9,71.135
215,100105,2014,10,72.6925
216,100105,2014,11,9.796000000000001
217,100105,2014,12,8.4525
218,100105,2015,1,10.638333333333334
219,100105,2015,2,0.1275
220,100105,2015,3,5.5875
221,100105,2015,4,4.155
222,100105,2015,5,25.414
223,100105,2015,6,72.4725
224,100105,2015,7,53.0075
225,100105,2015,8,40.938
226,100105,2015,9,94.2225
227,100105,2015,10,62.128
228,100105,2015,11,17.5075
229,100105,2015,12,0.8325
230,100105,2016,1,10.075999999999999
231,100105,2016,2,0.0
232,100105,2016,3,26.2075
233,100105,2016,4,15.396
234,100105,2016,5,94.61
235,100105,2016,6,39.555
236,100105,2016,7,50.04
237,100105,2016,8,60.56249999999999
238,100105,2016,9,68.8375
239,100105,2016,10,58.754000000000005
240,100105,2016,11,11.9375
241,100105,2016,12,8.2675
242,100105,2017,1,17.613999999999997
243,100105,2017,2,17.752499999999998
244,100105,2017,3,18.962500000000002
245,100105,2017,4,43.476
246,100105,2017,5,32.1975
247,100105,2017,6,18.502499999999998
248,100105,2017,7,30.326
249,100105,2017,8,45.9675
250,100105,2017,9,40.624
251,100105,2017,10,38.625
252,100105,2017,11,4.755
253,100105,2017,12,1.15
260,100106,2014,3,20.633999999999997
261,100106,2014,4,14.55
262,100106,2014,5,10.228
263,100106,2014,6,59.3375
264,100106,2014,7,12.07
265,100106,2014,8,35.272000000000006
266,100106,2014,9,68.945
267,100106,2014,10,72.215
268,100106,2014,11,8.774
269,100106,2014,12,5.992500000000001
270,100106,2015,1,7.386666666666667
271,100106,2015,2,0.0925
272,100106,2015,3,6.842499999999999
273,100106,2015,4,4.7175
274,100106,2015,5,27.369999999999997
275,100106,2015,6,77.2475
276,100106,2015,7,53.544999999999995
277,100106,2015,8,52.604
278,100106,2015,9,97.47500000000001
279,100106,2015,10,58.96200000000001
280,100106,2015,11,19.73
281,100106,2015,12,0.3925
282,100106,2016,1,8.672
283,100106,2016,2,0.0
284,100106,2016,3,21.985
285,100106,2016,4,14.705999999999998
286,100106,2016,5,91.86
287,100106,2016,6,46.697500000000005
288,100106,2016,7,52.67800000000001
289,100106,2016,8,62.720000000000006
290,100106,2016,9,72.1525
291,100106,2016,10,64.23999999999998
292,100106,2016,11,10.327499999999999
293,100106,2016,12,9.475000000000001
294,100106,2017,1,17.388
295,100106,2017,2,16.03
296,100106,2017,3,15.3625
297,100106,2017,4,44.766
298,100106,2017,5,33.040000000000006
299,100106,2017,6,19.625
300,100106,2017,7,32.077999999999996
301,100106,2017,8,53.230000000000004
302,100106,2017,9,38.648
303,100106,2017,10,35.85
304,100106,2017,11,3.585
305,100106,2017,12,0.3975
312,100107,2014,3,20.633999999999997
313,100107,2014,4,14.55
