,code,Year,DF,Season,MIN_LST,MAX_LST,AVG_LST,AVG_RF,SUM_RF,Population,Bin,Bowl,Bucket,Misc_Short,Jar,Pottedplant,Tire,Misc_Tall,Total
93,A0204,2016,5,False,31.991892857142854,38.115857142857145,35.05863541666667,10.860916666666666,65.1655,7402,9,5,61,5,1,53,9,0,143
94,A0204,2017,40,True,35.39785714285714,37.46714285714286,36.41161309523809,35.411833333333334,920.61,7402,9,5,61,5,1,53,9,0,143
95,A0204,2017,2,False,32.12285714285714,37.97732142857143,35.293595238095236,16.254833333333334,97.529,7402,9,5,61,5,1,53,9,0,143
96,A0301,2015,98,True,32.16171428571429,34.91807142857142,33.309117559523806,55.940000000000005,1462.04,36777,167,8,668,9,27,753,186,2,1820
97,A0301,2015,19,False,29.86758928571429,36.027678571428574,32.49563988095238,4.690138888888889,28.140833333333333,36777,167,8,668,9,27,753,186,2,1820
98,A0301,2016,20,True,31.39550000000001,32.72,32.367840773809526,61.946666666666665,1598.1800000000003,36777,167,8,668,9,27,753,186,2,1820
99,A0301,2016,20,False,28.964107142857145,38.028214285714284,32.991622023809526,7.618249999999999,45.70949999999999,36777,167,8,668,9,27,753,186,2,1820
100,A0301,2017,45,True,30.392142857142854,31.78660714285713,31.01816220238095,34.5735,897.84,36777,167,8,668,9,27,753,186,2,1820
101,A0301,2017,14,False,27.291607142857146,34.57625,31.309642857142858,16.519500000000004,99.11700000000003,36777,167,8,668,9,27,753,186,2,1820
102,A0302,2015,83,True,31.423107142857145,33.76739285714286,32.48307142857143,55.940000000000005,1462.04,20465,115,2,215,0,14,170,64,0,580
103,A0302,2015,15,False,28.49675595238095,35.39660714285714,31.839965277777775,4.690138888888889,28.140833333333333,20465,115,2,215,0,14,170,64,0,580
104,A0302,2016,21,True,31.42942857142857,32.25196428571429,31.759540178571427,61.946666666666665,1598.1800000000003,20465,115,2,215,0,14,170,64,0,580
105,A0302,2016,19,False,28.45348214285714,37.5675,32.60545833333333,7.618250000000001,45.709500000000006,20465,115,2,215,0,14,170,64,0,580
106,A0302,2017,28,True,29.723258928571433,31.361285714285717,30.36592261904762,34.5735,897.84,20465,115,2,215,0,14,170,64,0,580
107,A0302,2017,7,False,26.266785714285717,33.93758928571428,30.66404761904762,16.5195,99.117,20465,115,2,215,0,14,170,64,0,580
108,A0303,2015,16,True,32.089866071428574,33.322607142857144,32.64669791666666,58.623333333333335,1534.0700000000002,8794,65,3,160,2,19,134,18,0,401
109,A0303,2015,3,False,28.86458333333333,35.25767857142857,31.952281746031748,5.38375,32.3025,8794,65,3,160,2,19,134,18,0,401
110,A0303,2016,5,True,29.92535714285714,32.059000000000005,31.145936011904762,63.03200000000001,1627.69,8794,65,3,160,2,19,134,18,0,401
111,A0303,2016,6,False,29.40571428571429,36.10767857142858,32.07281547619048,8.656333333333334,51.938,8794,65,3,160,2,19,134,18,0,401
112,A0303,2017,9,True,30.625107142857146,31.403973214285717,30.843397321428572,38.63858333333334,997.6400000000001,8794,65,3,160,2,19,134,18,0,401
113,A0303,2017,2,False,27.547857142857147,35.57107142857143,31.164163690476187,16.512000000000004,99.07200000000002,8794,65,3,160,2,19,134,18,0,401
114,A0304,2015,17,True,31.89450892857143,33.71492857142857,32.59535565476191,58.623333333333335,1534.0700000000002,10836,131,5,488,4,31,451,72,1,1183
115,A0304,2015,7,False,28.400773809523805,35.17232142857144,31.562063492063498,5.38375,32.3025,10836,131,5,488,4,31,451,72,1,1183
116,A0304,2016,20,True,30.21625,31.89428571428572,31.075700892857146,63.03199999999998,1627.69,10836,131,5,488,4,31,451,72,1,1183
117,A0304,2016,1,False,29.622991071428572,36.59133928571429,32.01136458333333,8.656333333333334,51.938,10836,131,5,488,4,31,451,72,1,1183
118,A0304,2017,7,True,30.359714285714283,31.213035714285716,30.718940476190472,38.63858333333334,997.6400000000001,10836,131,5,488,4,31,451,72,1,1183
119,A0304,2017,0,False,26.69946428571428,34.123535714285715,30.847958333333327,16.512000000000004,99.07200000000002,10836,131,5,488,4,31,451,72,1,1183
120,A0305,2015,72,True,32.31128571428572,34.629285714285714,33.70537351190476,55.940000000000005,1462.04,33385,195,17,837,11,50,1079,215,2,2406
121,A0305,2015,17,False,29.436309523809523,35.7525,32.423878968253966,4.690138888888889,28.140833333333333,33385,195,17,837,11,50,1079,215,2,2406
122,A0305,2016,13,True,31.989642857142858,32.74,32.41358928571429,61.946666666666665,1598.1800000000003,33385,195,17,837,11,50,1079,215,2,2406
123,A0305,2016,17,False,30.285785714285716,36.24785714285714,33.054305059523806,7.618250000000001,45.709500000000006,33385,195,17,837,11,50,1079,215,2,2406
124,A0305,2017,31,True,31.24517857142857,32.25946428571428,31.97700744047619,34.5735,897.84,33385,195,17,837,11,50,1079,215,2,2406
125,A0305,2017,12,False,27.752500000000005,35.02496428571429,31.764220238095238,16.5195,99.117,33385,195,17,837,11,50,1079,215,2,2406
126,A0306,2015,35,True,31.50842857142857,35.04078571428572,33.04395089285714,55.940000000000005,1462.04,17393,97,7,230,3,21,373,35,2,768
127,A0306,2015,9,False,29.02258928571429,36.45517857142857,32.28415178571429,4.690138888888889,28.140833333333333,17393,97,7,230,3,21,373,35,2,768
128,A0306,2016,10,True,30.969535714285712,32.27482142857143,31.57890773809524,61.946666666666665,1598.1800000000003,17393,97,7,230,3,21,373,35,2,768
129,A0306,2016,7,False,29.396607142857146,36.410625,32.75611607142857,7.618250000000001,45.709500000000006,17393,97,7,230,3,21,373,35,2,768
130,A0306,2017,10,True,30.33227678571429,31.322589285714287,30.84106398809524,34.5735,897.84,17393,97,7,230,3,21,373,35,2,768
131,A0306,2017,5,False,27.98535714285714,35.35821428571428,31.52923809523809,16.5195,99.117,17393,97,7,230,3,21,373,35,2,768
132,A0307,2015,52,True,32.49185714285714,34.57232142857143,33.42482738095237,56.73316666666667,1482.9,29829,26,5,81,1,7,69,85,0,274
133,A0307,2015,21,False,29.064851190476194,35.660089285714285,32.312668650793654,4.857638888888888,29.14583333333333,29829,26,5,81,1,7,69,85,0,274
134,A0307,2016,16,True,31.55353571428572,32.57999999999999,32.23526488095238,62.66758333333333,1614.27,29829,26,5,81,1,7,69,85,0,274
135,A0307,2016,6,False,29.79544642857143,36.96008928571428,32.89602827380953,7.72325,46.3395,29829,26,5,81,1,7,69,85,0,274
136,A0307,2017,26,True,30.75821428571428,32.013392857142854,31.625241071428572,34.11066666666667,886.3900000000001,29829,26,5,81,1,7,69,85,0,274
137,A0307,2017,13,False,27.529285714285717,35.00942857142857,31.55816964285715,14.600249999999997,87.60149999999999,29829,26,5,81,1,7,69,85,0,274
138,A0401,2015,13,True,35.91425,39.174285714285716,37.72294345238095,61.20058333333333,1607.75,11369,24,18,98,8,2,196,26,1,373
139,A0401,2015,5,False,32.32107142857143,37.909285714285716,34.64959821428572,6.526944444444443,39.16166666666666,11369,24,18,98,8,2,196,26,1,373
140,A0401,2016,4,True,35.16,37.55171428571428,36.07095238095238,65.058,1678.31,11369,24,18,98,8,2,196,26,1,373
141,A0401,2016,10,False,31.57675,37.43064285714286,34.26304017857142,10.860916666666666,65.1655,11369,24,18,98,8,2,196,26,1,373
142,A0401,2017,17,True,34.574017857142856,37.25441964285713,36.23432738095237,35.411833333333334,920.61,11369,24,18,98,8,2,196,26,1,373
143,A0401,2017,6,False,31.42267857142857,38.03989285714286,34.63264583333334,16.254833333333334,97.529,11369,24,18,98,8,2,196,26,1,373
144,A0402,2015,16,True,35.91425,39.174285714285716,37.72294345238095,61.20058333333333,1607.75,9618,40,10,135,20,3,292,39,5,544
145,A0402,2015,8,False,32.32107142857143,37.909285714285716,34.64959821428572,6.526944444444443,39.16166666666666,9618,40,10,135,20,3,292,39,5,544
146,A0402,2016,3,True,35.16,37.55171428571428,36.07095238095238,65.058,1678.31,9618,40,10,135,20,3,292,39,5,544
147,A0402,2016,7,False,31.57675,37.43064285714286,34.26304017857142,10.860916666666666,65.1655,9618,40,10,135,20,3,292,39,5,544
148,A0402,2017,11,True,34.574017857142856,37.25441964285713,36.23432738095237,35.411833333333334,920.61,9618,40,10,135,20,3,292,39,5,544
149,A0402,2017,6,False,31.42267857142857,38.03989285714286,34.63264583333334,16.254833333333334,97.529,9618,40,10,135,20,3,292,39,5,544
150,A0403,2015,4,True,35.91425,39.174285714285716,37.72294345238095,61.20058333333333,1607.75,3981,27,15,73,5,1,169,27,3,320
151,A0403,2015,5,False,32.32107142857143,37.909285714285716,34.64959821428572,6.526944444444443,39.16166666666666,3981,27,15,73,5,1,169,27,3,320
152,A0403,2016,0,True,35.16,37.55171428571428,36.07095238095238,65.058,1678.31,3981,27,15,73,5,1,169,27,3,320
153,A0403,2016,3,False,31.57675,37.43064285714286,34.26304017857142,10.860916666666666,65.1655,3981,27,15,73,5,1,169,27,3,320
154,A0403,2017,9,True,34.574017857142856,37.25441964285713,36.23432738095237,35.411833333333334,920.61,3981,27,15,73,5,1,169,27,3,320
155,A0403,2017,1,False,31.42267857142857,38.03989285714286,34.63264583333334,16.254833333333334,97.529,3981,27,15,73,5,1,169,27,3,320
156,A0404,2015,10,True,35.91425,39.174285714285716,37.72294345238095,61.20058333333333,1607.75,2723,16,6,78,8,7,157,25,3,300
157,A0404,2015,8,False,32.32107142857143,37.909285714285716,34.64959821428572,6.526944444444443,39.16166666666666,2723,16,6,78,8,7,157,25,3,300
158,A0404,2016,2,True,35.16,37.55171428571428,36.07095238095238,65.058,1678.31,2723,16,6,78,8,7,157,25,3,300
159,A0404,2016,0,False,31.57675,37.43064285714286,34.26304017857142,10.860916666666666,65.1655,2723,16,6,78,8,7,157,25,3,300
160,A0404,2017,2,True,34.574017857142856,37.25441964285713,36.23432738095237,35.411833333333334,920.61,2723,16,6,78,8,7,157,25,3,300
161,A0404,2017,1,False,31.42267857142857,38.03989285714286,34.63264583333334,16.254833333333334,97.529,2723,16,6,78,8,7,157,25,3,300
162,A0405,2015,9,True,35.91425,39.174285714285716,37.72294345238095,61.20058333333333,1607.75,9984,19,19,90,4,3,256,26,2,419
163,A0405,2015,11,False,32.32107142857143,37.909285714285716,34.64959821428572,6.526944444444443,39.16166666666666,9984,19,19,90,4,3,256,26,2,419
164,A0405,2016,3,True,35.16,37.55171428571428,36.07095238095238,65.058,1678.31,9984,19,19,90,4,3,256,26,2,419
165,A0405,2016,7,False,31.57675,37.43064285714286,34.26304017857142,10.860916666666666,65.1655,9984,19,19,90,4,3,256,26,2,419
166,A0405,2017,38,True,34.574017857142856,37.25441964285713,36.23432738095237,35.411833333333334,920.61,9984,19,19,90,4,3,256,26,2,419
167,A0405,2017,8,False,31.42267857142857,38.03989285714286,34.63264583333334,16.254833333333334,97.529,9984,19,19,90,4,3,256,26,2,419
168,A0502,2015,236,True,35.855642857142854,38.06842857142858,37.337250000000004,59.76066666666668,1565.4,93008,703,86,2273,38,137,3920,380,13,7550
169,A0502,2015,86,False,32.13622023809524,37.62678571428572,34.59532242063492,5.143194444444444,30.859166666666667,93008,703,86,2273,38,137,3920,380,13,7550
170,A0502,2016,55,True,35.11000000000001,36.70557142857143,35.771410714285715,64.40125000000002,1654.29,93008,703,86,2273,38,137,3920,380,13,7550
171,A0502,2016,47,False,31.436999999999998,37.57435714285714,34.58620833333333,10.847833333333334,65.087,93008,703,86,2273,38,137,3920,380,13,7550
172,A0502,2017,84,True,34.15,37.22580357142857,35.82594345238095,35.64091666666667,922.96,93008,703,86,2273,38,137,3920,380,13,7550
173,A0502,2017,15,False,30.971607142857145,37.186214285714286,34.385422619047624,15.289416666666668,91.7365,93008,703,86,2273,38,137,3920,380,13,7550
174,A0508,2015,146,True,34.037678571428565,36.80160714285713,35.16048214285714,59.76066666666668,1565.4,94458,838,44,2069,47,125,3744,447,15,7329
175,A0508,2015,47,False,31.092529761904768,37.293125,33.47350198412698,5.143194444444444,30.859166666666667,94458,838,44,2069,47,125,3744,447,15,7329
176,A0508,2016,55,True,32.97,35.28875,34.15582142857142,64.40125000000002,1654.29,94458,838,44,2069,47,125,3744,447,15,7329
177,A0508,2016,32,False,30.413107142857147,36.83092857142857,33.404854166666674,10.847833333333334,65.087,94458,838,44,2069,47,125,3744,447,15,7329
178,A0508,2017,68,True,31.977767857142855,34.52278571428572,33.317653273809526,35.64091666666667,922.96,94458,838,44,2069,47,125,3744,447,15,7329
179,A0508,2017,11,False,29.974464285714284,35.99028571428571,33.028345238095234,15.289416666666668,91.7365,94458,838,44,2069,47,125,3744,447,15,7329
180,A0601,2015,231,True,34.69517857142857,37.430035714285715,36.16723214285714,60.98075,1596.92,78474,577,81,2106,65,101,3741,342,16,7029
181,A0601,2015,82,False,31.511488095238093,37.683214285714286,34.00816468253968,5.284861111111112,31.70916666666667,78474,577,81,2106,65,101,3741,342,16,7029
182,A0601,2016,92,True,34.550000000000004,35.83728571428572,35.09946428571429,63.33283333333333,1629.7599999999998,78474,577,81,2106,65,101,3741,342,16,7029
183,A0601,2016,53,False,30.429392857142854,37.0365,34.054181547619045,9.25275,55.5165,78474,577,81,2106,65,101,3741,342,16,7029
184,A0601,2017,108,True,33.76848214285714,37.59486607142857,35.95490922619047,35.19625,913.3800000000001,78474,577,81,2106,65,101,3741,342,16,7029
185,A0601,2017,38,False,30.59321428571429,37.10357142857144,34.112339285714285,17.840416666666666,107.04249999999999,78474,577,81,2106,65,101,3741,342,16,7029
186,A0608,2015,282,True,35.38957142857143,37.96147321428571,37.05928720238095,60.98075,1596.92,67402,564,75,2312,60,79,4291,407,15,7803
187,A0608,2015,104,False,32.634077380952384,38.386964285714285,34.94389384920635,5.284861111111112,31.70916666666667,67402,564,75,2312,60,79,4291,407,15,7803
188,A0608,2016,106,True,35.56,37.08614285714286,36.29399553571428,63.33283333333333,1629.7599999999998,67402,564,75,2312,60,79,4291,407,15,7803
189,A0608,2016,71,False,31.895642857142857,37.614357142857145,34.875186011904766,9.25275,55.5165,67402,564,75,2312,60,79,4291,407,15,7803
190,A0608,2017,99,True,35.56919642857143,37.965089285714285,36.900735119047624,35.19625,913.3800000000001,67402,564,75,2312,60,79,4291,407,15,7803
191,A0608,2017,46,False,32.13910714285714,37.736571428571416,35.111223214285715,17.840416666666666,107.04249999999999,67402,564,75,2312,60,79,4291,407,15,7803
192,A0701,2015,31,True,35.91425,39.174285714285716,37.72294345238095,61.20058333333333,1607.75,17104,34,7,131,11,9,320,63,2,577
193,A0701,2015,8,False,32.32107142857143,37.909285714285716,34.64959821428572,6.526944444444443,39.16166666666666,17104,34,7,131,11,9,320,63,2,577
194,A0701,2016,13,True,35.16,37.55171428571428,36.07095238095238,65.058,1678.31,17104,34,7,131,11,9,320,63,2,577
195,A0701,2016,15,False,31.57675,37.43064285714286,34.26304017857142,10.860916666666666,65.1655,17104,34,7,131,11,9,320,63,2,577
196,A0701,2017,9,True,34.574017857142856,37.25441964285713,36.23432738095237,35.411833333333334,920.61,17104,34,7,131,11,9,320,63,2,577
197,A0701,2017,2,False,31.42267857142857,38.03989285714286,34.63264583333334,16.254833333333334,97.529,17104,34,7,131,11,9,320,63,2,577
198,A0702,2015,20,True,35.91425,39.174285714285716,37.72294345238095,61.20058333333333,1607.75,5643,19,15,90,8,2,198,69,3,404
199,A0702,2015,7,False,32.32107142857143,37.909285714285716,34.64959821428572,6.526944444444443,39.16166666666666,5643,19,15,90,8,2,198,69,3,404
200,A0702,2016,7,True,35.16,37.55171428571428,36.07095238095238,65.058,1678.31,5643,19,15,90,8,2,198,69,3,404
201,A0702,2016,1,False,31.57675,37.43064285714286,34.26304017857142,10.860916666666666,65.1655,5643,19,15,90,8,2,198,69,3,404
202,A0702,2017,9,True,34.574017857142856,37.25441964285713,36.23432738095237,35.411833333333334,920.61,5643,19,15,90,8,2,198,69,3,404
203,A0702,2017,6,False,31.42267857142857,38.03989285714286,34.63264583333334,16.254833333333334,97.529,5643,19,15,90,8,2,198,69,3,404
204,A0703,2015,37,True,35.91425,39.174285714285716,37.72294345238095,61.20058333333333,1607.75,4387,12,7,53,5,2,201,24,6,310
205,A0703,2015,20,False,32.32107142857143,37.909285714285716,34.64959821428572,6.526944444444443,39.16166666666666,4387,12,7,53,5,2,201,24,6,310
206,A0703,2016,1,True,35.16,37.55171428571428,36.07095238095238,65.058,1678.31,4387,12,7,53,5,2,201,24,6,310
207,A0703,2016,4,False,31.57675,37.43064285714286,34.26304017857142,10.860916666666666,65.1655,4387,12,7,53,5,2,201,24,6,310
208,A0703,2017,7,True,34.574017857142856,37.25441964285713,36.23432738095237,35.411833333333334,920.61,4387,12,7,53,5,2,201,24,6,310
209,A0703,2017,4,False,31.42267857142857,38.03989285714286,34.63264583333334,16.254833333333334,97.529,4387,12,7,53,5,2,201,24,6,310
210,A0704,2015,40,True,35.91425,39.174285714285716,37.72294345238095,61.20058333333333,1607.75,17124,64,25,180,24,5,471,53,5,827
211,A0704,2015,23,False,32.32107142857143,37.909285714285716,34.64959821428572,6.526944444444443,39.16166666666666,17124,64,25,180,24,5,471,53,5,827
212,A0704,2016,3,True,35.16,37.55171428571428,36.07095238095238,65.058,1678.31,17124,64,25,180,24,5,471,53,5,827
213,A0704,2016,7,False,31.57675,37.43064285714286,34.26304017857142,10.860916666666666,65.1655,17124,64,25,180,24,5,471,53,5,827
214,A0704,2017,11,True,34.574017857142856,37.25441964285713,36.23432738095237,35.411833333333334,920.61,17124,64,25,180,24,5,471,53,5,827
215,A0704,2017,6,False,31.42267857142857,38.03989285714286,34.63264583333334,16.254833333333334,97.529,17124,64,25,180,24,5,471,53,5,827
216,A0801,2015,28,True,35.91425,39.174285714285716,37.72294345238095,61.20058333333333,1607.75,13910,18,12,89,19,2,164,84,4,392
217,A0801,2015,27,False,32.32107142857143,37.909285714285716,34.64959821428572,6.526944444444443,39.16166666666666,13910,18,12,89,19,2,164,84,4,392
218,A0801,2016,9,True,35.16,37.55171428571428,36.07095238095238,65.058,1678.31,13910,18,12,89,19,2,164,84,4,392
219,A0801,2016,16,False,31.57675,37.43064285714286,34.26304017857142,10.860916666666666,65.1655,13910,18,12,89,19,2,164,84,4,392
220,A0801,2017,9,True,34.574017857142856,37.25441964285713,36.23432738095237,35.411833333333334,920.61,13910,18,12,89,19,2,164,84,4,392
221,A0801,2017,11,False,31.42267857142857,38.03989285714286,34.63264583333334,16.254833333333334,97.529,13910,18,12,89,19,2,164,84,4,392
222,A0802,2015,11,True,35.91425,39.174285714285716,37.72294345238095,61.20058333333333,1607.75,7040,5,3,51,6,1,164,27,0,257
223,A0802,2015,5,False,32.32107142857143,37.909285714285716,34.64959821428572,6.526944444444443,39.16166666666666,7040,5,3,51,6,1,164,27,0,257
224,A0802,2016,11,True,35.16,37.55171428571428,36.07095238095238,65.058,1678.31,7040,5,3,51,6,1,164,27,0,257
225,A0802,2016,9,False,31.57675,37.43064285714286,34.26304017857142,10.860916666666666,65.1655,7040,5,3,51,6,1,164,27,0,257
226,A0802,2017,4,True,34.574017857142856,37.25441964285713,36.23432738095237,35.411833333333334,920.61,7040,5,3,51,6,1,164,27,0,257
227,A0802,2017,0,False,31.42267857142857,38.03989285714286,34.63264583333334,16.254833333333334,97.529,7040,5,3,51,6,1,164,27,0,257
228,A0803,2015,17,True,35.62982142857142,38.96183035714286,37.75766071428571,61.20058333333333,1607.75,9216,13,10,117,2,5,272,34,0,453
229,A0803,2015,7,False,33.232053571428565,38.72812500000001,35.210972222222225,6.526944444444443,39.16166666666666,9216,13,10,117,2,5,272,34,0,453
230,A0803,2016,2,True,35.92000000000001,38.05942857142857,36.80481547619048,65.058,1678.31,9216,13,10,117,2,5,272,34,0,453
231,A0803,2016,4,False,31.991892857142854,38.115857142857145,35.05863541666667,10.860916666666666,65.1655,9216,13,10,117,2,5,272,34,0,453
232,A0803,2017,25,True,35.39785714285714,37.46714285714286,36.41161309523809,35.411833333333334,920.61,9216,13,10,117,2,5,272,34,0,453
233,A0803,2017,9,False,32.12285714285714,37.97732142857143,35.293595238095236,16.254833333333334,97.529,9216,13,10,117,2,5,272,34,0,453
234,A0804,2015,16,True,35.62982142857142,38.96183035714286,37.75766071428571,61.20058333333333,1607.75,6794,10,12,68,10,2,156,17,1,276
235,A0804,2015,7,False,33.232053571428565,38.72812500000001,35.210972222222225,6.526944444444443,39.16166666666666,6794,10,12,68,10,2,156,17,1,276
236,A0804,2016,3,True,35.92000000000001,38.05942857142857,36.80481547619048,65.058,1678.31,6794,10,12,68,10,2,156,17,1,276
237,A0804,2016,2,False,31.991892857142854,38.115857142857145,35.05863541666667,10.860916666666666,65.1655,6794,10,12,68,10,2,156,17,1,276
238,A0804,2017,2,True,35.39785714285714,37.46714285714286,36.41161309523809,35.411833333333334,920.61,6794,10,12,68,10,2,156,17,1,276
239,A0804,2017,2,False,32.12285714285714,37.97732142857143,35.293595238095236,16.254833333333334,97.529,6794,10,12,68,10,2,156,17,1,276
240,A0805,2015,13,True,35.62982142857142,38.96183035714286,37.75766071428571,61.20058333333333,1607.75,6999,14,9,51,9,2,160,14,0,259
241,A0805,2015,9,False,33.232053571428565,38.72812500000001,35.210972222222225,6.526944444444443,39.16166666666666,6999,14,9,51,9,2,160,14,0,259
242,A0805,2016,0,True,35.92000000000001,38.05942857142857,36.80481547619048,65.058,1678.31,6999,14,9,51,9,2,160,14,0,259
243,A0805,2016,5,False,31.991892857142854,38.115857142857145,35.05863541666667,10.860916666666666,65.1655,6999,14,9,51,9,2,160,14,0,259
244,A0805,2017,9,True,35.39785714285714,37.46714285714286,36.41161309523809,35.411833333333334,920.61,6999,14,9,51,9,2,160,14,0,259
245,A0805,2017,2,False,32.12285714285714,37.97732142857143,35.293595238095236,16.254833333333334,97.529,6999,14,9,51,9,2,160,14,0,259
246,A1001,2015,242,True,33.18964285714286,36.14257142857143,35.13076636904762,58.56066666666666,1532.98,94694,636,63,2972,49,181,4165,458,12,8536
247,A1001,2015,68,False,31.02392857142857,37.33580357142857,33.56239087301587,5.129444444444444,30.776666666666667,94694,636,63,2972,49,181,4165,458,12,8536
248,A1001,2016,77,True,33.46928571428571,35.440535714285716,34.54598214285714,62.70408333333333,1614.19,94694,636,63,2972,49,181,4165,458,12,8536
249,A1001,2016,64,False,30.559214285714287,36.556714285714285,33.788160714285716,7.899749999999998,47.39849999999999,94694,636,63,2972,49,181,4165,458,12,8536
250,A1001,2017,106,True,31.777857142857147,36.38575892857144,34.334723214285724,34.69875,899.6700000000001,94694,636,63,2972,49,181,4165,458,12,8536
251,A1001,2017,28,False,30.177321428571428,36.63187500000001,33.648610119047625,17.702166666666667,106.21300000000001,94694,636,63,2972,49,181,4165,458,12,8536
252,A1002,2015,129,True,32.82271428571429,35.212035714285705,34.02015178571428,58.56066666666666,1532.98,44167,161,7,417,7,45,369,194,0,1200
253,A1002,2015,25,False,29.890059523809533,36.15910714285714,32.619950396825395,5.129444444444444,30.776666666666667,44167,161,7,417,7,45,369,194,0,1200
254,A1002,2016,34,True,32.08553571428572,32.96603571428572,32.59429166666667,62.70408333333333,1614.19,44167,161,7,417,7,45,369,194,0,1200
255,A1002,2016,34,False,30.114785714285716,35.88607142857143,32.83790327380952,7.899749999999998,47.39849999999999,44167,161,7,417,7,45,369,194,0,1200
256,A1002,2017,70,True,30.889285714285716,32.90732142857143,32.30399404761905,34.69875,899.6700000000001,44167,161,7,417,7,45,369,194,0,1200
257,A1002,2017,19,False,28.52303571428572,35.836,32.382309523809525,17.702166666666667,106.21300000000001,44167,161,7,417,7,45,369,194,0,1200
258,A1102,2015,141,True,34.49328571428572,36.561392857142856,35.35497470238096,59.1345,1547.6499999999999,66374,14,2,87,0,4,59,33,0,199
259,A1102,2015,34,False,30.28,36.72625000000001,32.94788690476191,5.0841666666666665,30.505,66374,14,2,87,0,4,59,33,0,199
260,A1102,2016,41,True,33.48,34.253214285714286,33.77502976190476,62.547666666666665,1611.6599999999999,66374,14,2,87,0,4,59,33,0,199
261,A1102,2016,34,False,30.332035714285716,36.01285714285713,33.21254166666667,8.047166666666666,48.282999999999994,66374,14,2,87,0,4,59,33,0,199
262,A1102,2017,45,True,31.834285714285716,37.11982142857143,33.91771428571428,34.45616666666667,896.1499999999999,66374,14,2,87,0,4,59,33,0,199
263,A1102,2017,24,False,29.014642857142853,36.44455357142857,32.804970238095244,16.014,96.084,66374,14,2,87,0,4,59,33,0,199
264,A1103,2015,32,True,32.535892857142855,35.47075892857143,34.356875,59.1345,1547.6499999999999,15359,83,3,452,14,24,360,408,1,1345
265,A1103,2015,8,False,29.907023809523807,35.230357142857144,32.30911706349206,5.0841666666666665,30.505,15359,83,3,452,14,24,360,408,1,1345
266,A1103,2016,4,True,32.2175,33.01557142857142,32.72966071428571,62.547666666666665,1611.6599999999999,15359,83,3,452,14,24,360,408,1,1345
267,A1103,2016,11,False,29.92025,36.133,32.65822767857143,8.047166666666666,48.282999999999994,15359,83,3,452,14,24,360,408,1,1345
268,A1103,2017,13,True,31.15665178571429,32.769285714285715,32.01374851190477,34.45616666666667,896.1499999999999,15359,83,3,452,14,24,360,408,1,1345
269,A1103,2017,3,False,27.375714285714285,35.426964285714284,31.8909494047619,16.014,96.084,15359,83,3,452,14,24,360,408,1,1345
270,A1104,2015,71,True,31.76225,34.76205357142858,33.39688244047619,59.1345,1547.6499999999999,23549,114,22,1195,18,74,899,211,3,2536
271,A1104,2015,21,False,29.800654761904763,34.84205357142858,31.975957341269844,5.0841666666666665,30.505,23549,114,22,1195,18,74,899,211,3,2536
272,A1104,2016,23,True,30.680892857142855,32.62571428571429,32.01903273809524,62.547666666666665,1611.6599999999999,23549,114,22,1195,18,74,899,211,3,2536
273,A1104,2016,14,False,29.08553571428572,36.320267857142866,32.318919642857146,8.047166666666666,48.282999999999994,23549,114,22,1195,18,74,899,211,3,2536
274,A1104,2017,22,True,30.653125000000006,31.840392857142852,31.31234375,34.456166666666675,896.1499999999999,23549,114,22,1195,18,74,899,211,3,2536
275,A1104,2017,9,False,27.010714285714286,34.92771428571429,31.20264880952381,16.014,96.084,23549,114,22,1195,18,74,899,211,3,2536
276,A1105,2015,47,True,31.69742857142857,33.5475,32.53845089285715,56.73316666666667,1482.9,28154,77,9,485,13,37,518,130,3,1272
277,A1105,2015,8,False,29.065119047619053,34.426071428571426,31.36582341269842,4.857638888888888,29.14583333333333,28154,77,9,485,13,37,518,130,3,1272
278,A1105,2016,9,True,31.04602678571429,31.754857142857148,31.414361607142865,62.66758333333333,1614.27,28154,77,9,485,13,37,518,130,3,1272
279,A1105,2016,11,False,27.98486607142857,35.76000000000001,31.649943452380956,7.72325,46.3395,28154,77,9,485,13,37,518,130,3,1272
280,A1105,2017,11,True,29.896383928571428,31.368892857142853,30.780843750000003,34.11066666666667,886.3900000000001,28154,77,9,485,13,37,518,130,3,1272
281,A1105,2017,4,False,26.67375,34.21114285714286,30.719577380952376,14.600249999999997,87.60149999999999,28154,77,9,485,13,37,518,130,3,1272
282,A1106,2015,15,True,30.94975,33.47388392857143,32.04614880952381,56.73316666666667,1482.9,7943,32,3,102,2,8,75,43,0,265
283,A1106,2015,4,False,28.277351190476192,34.1825,30.861374007936508,4.857638888888888,29.14583333333333,7943,32,3,102,2,8,75,43,0,265
284,A1106,2016,2,True,30.97,31.449714285714286,31.16890029761905,62.66758333333333,1614.27,7943,32,3,102,2,8,75,43,0,265
285,A1106,2016,3,False,27.55821428571429,35.00785714285714,30.893299107142862,7.72325,46.3395,7943,32,3,102,2,8,75,43,0,265
286,A1106,2017,5,True,29.606607142857147,30.69042857142857,30.20457142857143,34.11066666666667,886.3900000000001,7943,32,3,102,2,8,75,43,0,265
287,A1106,2017,2,False,26.188214285714285,32.43907142857143,29.7484255952381,14.600249999999997,87.60149999999999,7943,32,3,102,2,8,75,43,0,265
