,addrcode,Year,Month,Cases
4392,102107,2015,7,19
4393,102107,2015,8,36
4394,102107,2015,9,54
4395,102107,2015,10,74
4396,102107,2015,11,151
4397,102107,2015,12,73
4398,102107,2016,1,44
4399,102107,2016,2,5
4400,102107,2016,3,3
4401,102107,2016,4,5
4402,102107,2016,5,4
4403,102107,2016,6,1
4404,102107,2016,7,8
4405,102107,2016,8,9
4406,102107,2016,9,6
4407,102107,2016,10,7
4408,102107,2016,11,2
4409,102107,2016,12,11
4410,102107,2017,1,4
4411,102107,2017,2,5
4412,102107,2017,3,3
4413,102107,2017,4,3
4414,102107,2017,5,4
4415,102107,2017,6,13
4416,102107,2017,7,26
4417,102107,2017,8,18
4418,102107,2017,9,28
4419,102107,2017,10,20
4420,102107,2017,11,31
4421,102107,2017,12,22
4422,102107,2018,1,17
4423,102107,2018,2,8
4424,102107,2018,3,26
4425,102107,2018,4,14
4426,102107,2018,5,0
4427,102107,2018,6,0
4428,102201,2014,1,1
4429,102201,2014,2,0
4430,102201,2014,3,3
4431,102201,2014,4,0
4432,102201,2014,5,1
4433,102201,2014,6,0
4434,102201,2014,7,1
4435,102201,2014,8,6
4436,102201,2014,9,2
4437,102201,2014,10,5
4438,102201,2014,11,3
4439,102201,2014,12,2
4440,102201,2015,1,2
4441,102201,2015,2,2
4442,102201,2015,3,1
4443,102201,2015,4,0
4444,102201,2015,5,6
4445,102201,2015,6,2
4446,102201,2015,7,8
4447,102201,2015,8,7
4448,102201,2015,9,11
4449,102201,2015,10,22
4450,102201,2015,11,32
4451,102201,2015,12,33
4452,102201,2016,1,28
4453,102201,2016,2,4
4454,102201,2016,3,1
4455,102201,2016,4,2
4456,102201,2016,5,1
4457,102201,2016,6,0
4458,102201,2016,7,1
4459,102201,2016,8,0
4460,102201,2016,9,1
4461,102201,2016,10,2
4462,102201,2016,11,0
4463,102201,2016,12,8
4464,102201,2017,1,5
4465,102201,2017,2,1
4466,102201,2017,3,2
4467,102201,2017,4,1
4468,102201,2017,5,1
4469,102201,2017,6,7
4470,102201,2017,7,7
4471,102201,2017,8,8
4472,102201,2017,9,11
4473,102201,2017,10,6
4474,102201,2017,11,4
4475,102201,2017,12,8
4476,102201,2018,1,8
4477,102201,2018,2,3
4478,102201,2018,3,2
4479,102201,2018,4,6
4480,102201,2018,5,2
4481,102201,2018,6,0
4482,102202,2014,1,2
4483,102202,2014,2,1
4484,102202,2014,3,2
4485,102202,2014,4,1
4486,102202,2014,5,1
4487,102202,2014,6,1
4488,102202,2014,7,3
4489,102202,2014,8,1
4490,102202,2014,9,0
4491,102202,2014,10,1
4492,102202,2014,11,0
4493,102202,2014,12,1
4494,102202,2015,1,2
4495,102202,2015,2,0
4496,102202,2015,3,0
4497,102202,2015,4,0
4498,102202,2015,5,6
4499,102202,2015,6,3
4500,102202,2015,7,2
4501,102202,2015,8,11
4502,102202,2015,9,7
4503,102202,2015,10,6
4504,102202,2015,11,37
4505,102202,2015,12,21
4506,102202,2016,1,18
4507,102202,2016,2,7
4508,102202,2016,3,2
4509,102202,2016,4,0
4510,102202,2016,5,2
4511,102202,2016,6,0
4512,102202,2016,7,0
4513,102202,2016,8,1
4514,102202,2016,9,1
4515,102202,2016,10,1
4516,102202,2016,11,4
4517,102202,2016,12,3
4518,102202,2017,1,3
4519,102202,2017,2,0
4520,102202,2017,3,0
4521,102202,2017,4,0
4522,102202,2017,5,2
4523,102202,2017,6,5
4524,102202,2017,7,1
4525,102202,2017,8,5
4526,102202,2017,9,2
4527,102202,2017,10,5
4528,102202,2017,11,3
4529,102202,2017,12,5
4530,102202,2018,1,2
4531,102202,2018,2,1
4532,102202,2018,3,5
4533,102202,2018,4,8
4534,102202,2018,5,3
4535,102202,2018,6,0
4536,102206,2014,1,1
4537,102206,2014,2,0
4538,102206,2014,3,2
4539,102206,2014,4,2
4540,102206,2014,5,0
4541,102206,2014,6,0
4542,102206,2014,7,0
4543,102206,2014,8,2
4544,102206,2014,9,1
4545,102206,2014,10,0
4546,102206,2014,11,1
4547,102206,2014,12,0
4548,102206,2015,1,3
4549,102206,2015,2,2
4550,102206,2015,3,0
4551,102206,2015,4,0
4552,102206,2015,5,4
4553,102206,2015,6,0
4554,102206,2015,7,0
4555,102206,2015,8,3
4556,102206,2015,9,1
4557,102206,2015,10,4
4558,102206,2015,11,9
4559,102206,2015,12,5
4560,102206,2016,1,5
4561,102206,2016,2,1
4562,102206,2016,3,0
4563,102206,2016,4,0
4564,102206,2016,5,1
4565,102206,2016,6,0
4566,102206,2016,7,2
4567,102206,2016,8,0
4568,102206,2016,9,0
4569,102206,2016,10,2
4570,102206,2016,11,0
4571,102206,2016,12,0
4572,102206,2017,1,0
4573,102206,2017,2,0
4574,102206,2017,3,0
4575,102206,2017,4,0
4576,102206,2017,5,0
4577,102206,2017,6,1
4578,102206,2017,7,3
4579,102206,2017,8,3
4580,102206,2017,9,1
4581,102206,2017,10,0
4582,102206,2017,11,1
4583,102206,2017,12,2
4584,102206,2018,1,0
4585,102206,2018,2,0
4586,102206,2018,3,0
4587,102206,2018,4,0
4588,102206,2018,5,0
4589,102206,2018,6,0
4590,102207,2014,1,3
4591,102207,2014,2,1
4592,102207,2014,3,1
4593,102207,2014,4,1
4594,102207,2014,5,0
4595,102207,2014,6,1
4596,102207,2014,7,0
4597,102207,2014,8,0
4598,102207,2014,9,1
4599,102207,2014,10,0
4600,102207,2014,11,2
4601,102207,2014,12,1
4602,102207,2015,1,1
4603,102207,2015,2,7
4604,102207,2015,3,0
4605,102207,2015,4,1
4606,102207,2015,5,6
4607,102207,2015,6,2
4608,102207,2015,7,0
4609,102207,2015,8,7
4610,102207,2015,9,6
4611,102207,2015,10,10
4612,102207,2015,11,32
4613,102207,2015,12,26
4614,102207,2016,1,12
4615,102207,2016,2,5
4616,102207,2016,3,4
4617,102207,2016,4,0
4618,102207,2016,5,0
4619,102207,2016,6,0
4620,102207,2016,7,0
4621,102207,2016,8,0
4622,102207,2016,9,2
4623,102207,2016,10,5
4624,102207,2016,11,2
4625,102207,2016,12,2
4626,102207,2017,1,3
4627,102207,2017,2,1
4628,102207,2017,3,0
4629,102207,2017,4,1
4630,102207,2017,5,2
4631,102207,2017,6,1
4632,102207,2017,7,5
4633,102207,2017,8,7
4634,102207,2017,9,8
4635,102207,2017,10,2
4636,102207,2017,11,11
4637,102207,2017,12,7
4638,102207,2018,1,5
4639,102207,2018,2,4
4640,102207,2018,3,4
4641,102207,2018,4,6
4642,102207,2018,5,2
4643,102207,2018,6,0
4644,102208,2014,1,0
4645,102208,2014,2,0
4646,102208,2014,3,0
4647,102208,2014,4,1
4648,102208,2014,5,0
4649,102208,2014,6,0
4650,102208,2014,7,0
4651,102208,2014,8,0
4652,102208,2014,9,0
4653,102208,2014,10,0
4654,102208,2014,11,1
4655,102208,2014,12,1
4656,102208,2015,1,0
4657,102208,2015,2,0
4658,102208,2015,3,2
4659,102208,2015,4,0
4660,102208,2015,5,0
4661,102208,2015,6,0
4662,102208,2015,7,0
4663,102208,2015,8,7
4664,102208,2015,9,7
4665,102208,2015,10,7
4666,102208,2015,11,13
4667,102208,2015,12,10
4668,102208,2016,1,14
4669,102208,2016,2,2
4670,102208,2016,3,0
4671,102208,2016,4,0
4672,102208,2016,5,1
4673,102208,2016,6,0
4674,102208,2016,7,1
4675,102208,2016,8,0
4676,102208,2016,9,1
4677,102208,2016,10,0
4678,102208,2016,11,1
4679,102208,2016,12,1
4680,102208,2017,1,3
4681,102208,2017,2,2
4682,102208,2017,3,0
4683,102208,2017,4,2
4684,102208,2017,5,1
4685,102208,2017,6,0
4686,102208,2017,7,0
4687,102208,2017,8,1
4688,102208,2017,9,2
4689,102208,2017,10,1
4690,102208,2017,11,4
4691,102208,2017,12,4
4692,102208,2018,1,2
4693,102208,2018,2,0
4694,102208,2018,3,0
4695,102208,2018,4,1
4696,102208,2018,5,0
4697,102208,2018,6,0
4698,102209,2014,1,0
4699,102209,2014,2,0
4700,102209,2014,3,2
4701,102209,2014,4,0
4702,102209,2014,5,6
4703,102209,2014,6,1
4704,102209,2014,7,0
4705,102209,2014,8,0
4706,102209,2014,9,4
4707,102209,2014,10,0
4708,102209,2014,11,4
4709,102209,2014,12,1
4710,102209,2015,1,2
4711,102209,2015,2,2
4712,102209,2015,3,0
4713,102209,2015,4,0
4714,102209,2015,5,1
4715,102209,2015,6,1
4716,102209,2015,7,1
4717,102209,2015,8,7
4718,102209,2015,9,8
4719,102209,2015,10,10
4720,102209,2015,11,27
4721,102209,2015,12,11
4722,102209,2016,1,11
4723,102209,2016,2,2
4724,102209,2016,3,3
4725,102209,2016,4,1
4726,102209,2016,5,0
4727,102209,2016,6,0
4728,102209,2016,7,0
4729,102209,2016,8,0
4730,102209,2016,9,3
4731,102209,2016,10,3
4732,102209,2016,11,3
4733,102209,2016,12,0
4734,102209,2017,1,1
4735,102209,2017,2,1
4736,102209,2017,3,2
4737,102209,2017,4,0
4738,102209,2017,5,0
4739,102209,2017,6,3
4740,102209,2017,7,2
4741,102209,2017,8,3
4742,102209,2017,9,1
4743,102209,2017,10,1
4744,102209,2017,11,3
4745,102209,2017,12,1
4746,102209,2018,1,0
4747,102209,2018,2,0
4748,102209,2018,3,1
4749,102209,2018,4,1
4750,102209,2018,5,0
4751,102209,2018,6,0
4752,102210,2014,1,0
4753,102210,2014,2,1
4754,102210,2014,3,0
4755,102210,2014,4,1
4756,102210,2014,5,0
4757,102210,2014,6,0
4758,102210,2014,7,1
4759,102210,2014,8,1
4760,102210,2014,9,0
4761,102210,2014,10,2
4762,102210,2014,11,1
4763,102210,2014,12,1
4764,102210,2015,1,2
4765,102210,2015,2,0
4766,102210,2015,3,0
4767,102210,2015,4,1
4768,102210,2015,5,0
4769,102210,2015,6,2
4770,102210,2015,7,1
4771,102210,2015,8,3
4772,102210,2015,9,2
4773,102210,2015,10,4
4774,102210,2015,11,6
4775,102210,2015,12,7
4776,102210,2016,1,6
4777,102210,2016,2,0
4778,102210,2016,3,0
4779,102210,2016,4,1
4780,102210,2016,5,0
4781,102210,2016,6,0
4782,102210,2016,7,0
4783,102210,2016,8,0
4784,102210,2016,9,0
4785,102210,2016,10,0
4786,102210,2016,11,0
4787,102210,2016,12,0
4788,102210,2017,1,0
4789,102210,2017,2,0
4790,102210,2017,3,0
4791,102210,2017,4,0
4792,102210,2017,5,0
4793,102210,2017,6,0
4794,102210,2017,7,1
4795,102210,2017,8,2
4796,102210,2017,9,0
4797,102210,2017,10,1
4798,102210,2017,11,0
4799,102210,2017,12,0
4800,102210,2018,1,1
4801,102210,2018,2,0
4802,102210,2018,3,2
4803,102210,2018,4,0
4804,102210,2018,5,0
4805,102210,2018,6,0
4806,102302,2014,1,8
4807,102302,2014,2,9
4808,102302,2014,3,8
4809,102302,2014,4,9
4810,102302,2014,5,3
4811,102302,2014,6,6
4812,102302,2014,7,7
4813,102302,2014,8,10
4814,102302,2014,9,7
4815,102302,2014,10,12
4816,102302,2014,11,8
4817,102302,2014,12,11
4818,102302,2015,1,10
4819,102302,2015,2,5
4820,102302,2015,3,6
4821,102302,2015,4,2
4822,102302,2015,5,4
4823,102302,2015,6,3
4824,102302,2015,7,10
4825,102302,2015,8,15
4826,102302,2015,9,21
4827,102302,2015,10,35
4828,102302,2015,11,48
4829,102302,2015,12,35
4830,102302,2016,1,21
4831,102302,2016,2,9
4832,102302,2016,3,1
4833,102302,2016,4,1
4834,102302,2016,5,2
4835,102302,2016,6,0
4836,102302,2016,7,2
4837,102302,2016,8,2
4838,102302,2016,9,1
4839,102302,2016,10,7
4840,102302,2016,11,5
4841,102302,2016,12,5
4842,102302,2017,1,7
4843,102302,2017,2,4
4844,102302,2017,3,0
4845,102302,2017,4,7
4846,102302,2017,5,5
4847,102302,2017,6,2
4848,102302,2017,7,12
4849,102302,2017,8,23
4850,102302,2017,9,24
4851,102302,2017,10,9
4852,102302,2017,11,16
4853,102302,2017,12,10
4854,102302,2018,1,9
4855,102302,2018,2,6
4856,102302,2018,3,16
4857,102302,2018,4,9
4858,102302,2018,5,2
4859,102302,2018,6,0
4860,102303,2014,1,10
4861,102303,2014,2,8
4862,102303,2014,3,9
4863,102303,2014,4,2
4864,102303,2014,5,5
4865,102303,2014,6,2
4866,102303,2014,7,2
4867,102303,2014,8,5
4868,102303,2014,9,5
4869,102303,2014,10,10
4870,102303,2014,11,10
4871,102303,2014,12,5
4872,102303,2015,1,3
4873,102303,2015,2,5
4874,102303,2015,3,7
4875,102303,2015,4,0
4876,102303,2015,5,4
4877,102303,2015,6,3
4878,102303,2015,7,16
4879,102303,2015,8,9
4880,102303,2015,9,17
4881,102303,2015,10,33
4882,102303,2015,11,49
4883,102303,2015,12,22
4884,102303,2016,1,29
4885,102303,2016,2,7
4886,102303,2016,3,8
4887,102303,2016,4,0
4888,102303,2016,5,1
4889,102303,2016,6,2
4890,102303,2016,7,5
4891,102303,2016,8,3
4892,102303,2016,9,3
4893,102303,2016,10,3
4894,102303,2016,11,3
4895,102303,2016,12,7
4896,102303,2017,1,0
4897,102303,2017,2,1
4898,102303,2017,3,0
4899,102303,2017,4,1
4900,102303,2017,5,5
4901,102303,2017,6,14
4902,102303,2017,7,7
4903,102303,2017,8,12
4904,102303,2017,9,18
4905,102303,2017,10,18
4906,102303,2017,11,24
4907,102303,2017,12,13
4908,102303,2018,1,13
4909,102303,2018,2,10
4910,102303,2018,3,21
4911,102303,2018,4,5
4912,102303,2018,5,0
4913,102303,2018,6,0
4914,102401,2014,1,5
4915,102401,2014,2,3
4916,102401,2014,3,3
4917,102401,2014,4,2
4918,102401,2014,5,0
4919,102401,2014,6,2
4920,102401,2014,7,1
4921,102401,2014,8,2
4922,102401,2014,9,4
4923,102401,2014,10,7
4924,102401,2014,11,12
4925,102401,2014,12,1
4926,102401,2015,1,7
4927,102401,2015,2,5
4928,102401,2015,3,1
4929,102401,2015,4,5
4930,102401,2015,5,22
4931,102401,2015,6,5
4932,102401,2015,7,7
4933,102401,2015,8,16
4934,102401,2015,9,21
4935,102401,2015,10,39
4936,102401,2015,11,67
4937,102401,2015,12,34
4938,102401,2016,1,22
4939,102401,2016,2,5
4940,102401,2016,3,8
4941,102401,2016,4,4
4942,102401,2016,5,1
4943,102401,2016,6,0
4944,102401,2016,7,1
4945,102401,2016,8,4
4946,102401,2016,9,1
4947,102401,2016,10,3
4948,102401,2016,11,7
4949,102401,2016,12,1
4950,102401,2017,1,3
4951,102401,2017,2,2
4952,102401,2017,3,4
4953,102401,2017,4,6
4954,102401,2017,5,4
4955,102401,2017,6,6
4956,102401,2017,7,6
4957,102401,2017,8,11
4958,102401,2017,9,2
4959,102401,2017,10,8
4960,102401,2017,11,5
4961,102401,2017,12,5
4962,102401,2018,1,3
4963,102401,2018,2,2
4964,102401,2018,3,10
4965,102401,2018,4,3
4966,102401,2018,5,0
4967,102401,2018,6,0
4968,102402,2014,1,7
4969,102402,2014,2,3
4970,102402,2014,3,4
4971,102402,2014,4,1
4972,102402,2014,5,1
4973,102402,2014,6,1
4974,102402,2014,7,2
4975,102402,2014,8,2
4976,102402,2014,9,1
4977,102402,2014,10,9
4978,102402,2014,11,9
4979,102402,2014,12,7
4980,102402,2015,1,1
4981,102402,2015,2,8
4982,102402,2015,3,7
4983,102402,2015,4,9
4984,102402,2015,5,9
4985,102402,2015,6,8
4986,102402,2015,7,8
4987,102402,2015,8,23
4988,102402,2015,9,19
4989,102402,2015,10,42
4990,102402,2015,11,98
4991,102402,2015,12,35
4992,102402,2016,1,8
4993,102402,2016,2,6
4994,102402,2016,3,2
4995,102402,2016,4,2
4996,102402,2016,5,1
4997,102402,2016,6,2
4998,102402,2016,7,2
4999,102402,2016,8,4
5000,102402,2016,9,2
5001,102402,2016,10,2
5002,102402,2016,11,12
5003,102402,2016,12,8
5004,102402,2017,1,0
5005,102402,2017,2,3
5006,102402,2017,3,6
5007,102402,2017,4,0
5008,102402,2017,5,1
5009,102402,2017,6,0
5010,102402,2017,7,8
5011,102402,2017,8,5
5012,102402,2017,9,12
5013,102402,2017,10,5
5014,102402,2017,11,12
5015,102402,2017,12,11
5016,102402,2018,1,5
5017,102402,2018,2,0
5018,102402,2018,3,4
5019,102402,2018,4,4
5020,102402,2018,5,0
5021,102402,2018,6,0
5022,102501,2014,1,2
5023,102501,2014,2,5
5024,102501,2014,3,2
5025,102501,2014,4,0
5026,102501,2014,5,0
5027,102501,2014,6,2
5028,102501,2014,7,1
5029,102501,2014,8,1
5030,102501,2014,9,2
5031,102501,2014,10,0
5032,102501,2014,11,1
5033,102501,2014,12,1
5034,102501,2015,1,4
5035,102501,2015,2,1
5036,102501,2015,3,3
5037,102501,2015,4,5
5038,102501,2015,5,9
5039,102501,2015,6,10
5040,102501,2015,7,17
5041,102501,2015,8,36
5042,102501,2015,9,16
5043,102501,2015,10,34
5044,102501,2015,11,74
5045,102501,2015,12,30
5046,102501,2016,1,16
5047,102501,2016,2,2
5048,102501,2016,3,3
5049,102501,2016,4,0
5050,102501,2016,5,0
5051,102501,2016,6,0
5052,102501,2016,7,4
5053,102501,2016,8,5
5054,102501,2016,9,5
5055,102501,2016,10,1
5056,102501,2016,11,5
5057,102501,2016,12,4
5058,102501,2017,1,2
5059,102501,2017,2,1
5060,102501,2017,3,0
5061,102501,2017,4,1
5062,102501,2017,5,0
5063,102501,2017,6,4
5064,102501,2017,7,7
5065,102501,2017,8,2
5066,102501,2017,9,9
5067,102501,2017,10,9
5068,102501,2017,11,4
5069,102501,2017,12,3
5070,102501,2018,1,3
5071,102501,2018,2,2
5072,102501,2018,3,0
5073,102501,2018,4,2
5074,102501,2018,5,0
5075,102501,2018,6,0
5076,102502,2014,1,1
5077,102502,2014,2,5
5078,102502,2014,3,4
5079,102502,2014,4,0
5080,102502,2014,5,0
5081,102502,2014,6,0
5082,102502,2014,7,2
5083,102502,2014,8,2
5084,102502,2014,9,0
5085,102502,2014,10,0
5086,102502,2014,11,0
5087,102502,2014,12,0
5088,102502,2015,1,3
5089,102502,2015,2,0
5090,102502,2015,3,2
5091,102502,2015,4,2
5092,102502,2015,5,11
5093,102502,2015,6,7
5094,102502,2015,7,9
5095,102502,2015,8,15
5096,102502,2015,9,17
5097,102502,2015,10,38
5098,102502,2015,11,43
5099,102502,2015,12,25
5100,102502,2016,1,9
5101,102502,2016,2,5
5102,102502,2016,3,5
5103,102502,2016,4,0
5104,102502,2016,5,1
5105,102502,2016,6,0
5106,102502,2016,7,5
5107,102502,2016,8,0
5108,102502,2016,9,1
5109,102502,2016,10,5
5110,102502,2016,11,2
5111,102502,2016,12,4
5112,102502,2017,1,1
5113,102502,2017,2,0
5114,102502,2017,3,0
5115,102502,2017,4,3
5116,102502,2017,5,0
5117,102502,2017,6,4
5118,102502,2017,7,8
5119,102502,2017,8,5
5120,102502,2017,9,7
5121,102502,2017,10,10
5122,102502,2017,11,6
5123,102502,2017,12,3
5124,102502,2018,1,3
5125,102502,2018,2,1
5126,102502,2018,3,0
5127,102502,2018,4,1
5128,102502,2018,5,0
5129,102502,2018,6,0
5130,102503,2014,1,4
5131,102503,2014,2,0
5132,102503,2014,3,2
5133,102503,2014,4,2
5134,102503,2014,5,1
5135,102503,2014,6,2
5136,102503,2014,7,2
5137,102503,2014,8,0
5138,102503,2014,9,3
5139,102503,2014,10,0
5140,102503,2014,11,3
5141,102503,2014,12,1
5142,102503,2015,1,4
5143,102503,2015,2,2
5144,102503,2015,3,0
5145,102503,2015,4,1
5146,102503,2015,5,0
5147,102503,2015,6,4
5148,102503,2015,7,8
5149,102503,2015,8,13
5150,102503,2015,9,17
5151,102503,2015,10,20
5152,102503,2015,11,39
5153,102503,2015,12,11
5154,102503,2016,1,11
5155,102503,2016,2,0
5156,102503,2016,3,3
5157,102503,2016,4,1
5158,102503,2016,5,0
5159,102503,2016,6,1
5160,102503,2016,7,4
5161,102503,2016,8,2
5162,102503,2016,9,2
5163,102503,2016,10,4
5164,102503,2016,11,1
5165,102503,2016,12,1
5166,102503,2017,1,1
5167,102503,2017,2,0
5168,102503,2017,3,1
5169,102503,2017,4,3
5170,102503,2017,5,0
5171,102503,2017,6,0
5172,102503,2017,7,13
5173,102503,2017,8,9
5174,102503,2017,9,4
5175,102503,2017,10,5
5176,102503,2017,11,5
5177,102503,2017,12,0
5178,102503,2018,1,0
5179,102503,2018,2,1
5180,102503,2018,3,1
5181,102503,2018,4,0
5182,102503,2018,5,0
5183,102503,2018,6,0
5184,102504,2014,1,3
5185,102504,2014,2,1
5186,102504,2014,3,0
5187,102504,2014,4,1
5188,102504,2014,5,2
5189,102504,2014,6,3
5190,102504,2014,7,1
5191,102504,2014,8,0
5192,102504,2014,9,2
5193,102504,2014,10,1
5194,102504,2014,11,5
5195,102504,2014,12,1
5196,102504,2015,1,5
5197,102504,2015,2,1
5198,102504,2015,3,2
5199,102504,2015,4,3
5200,102504,2015,5,0
5201,102504,2015,6,2
5202,102504,2015,7,14
5203,102504,2015,8,7
5204,102504,2015,9,11
5205,102504,2015,10,31
5206,102504,2015,11,59
5207,102504,2015,12,40
5208,102504,2016,1,13
5209,102504,2016,2,5
5210,102504,2016,3,1
5211,102504,2016,4,1
5212,102504,2016,5,0
5213,102504,2016,6,0
5214,102504,2016,7,0
5215,102504,2016,8,2
5216,102504,2016,9,1
5217,102504,2016,10,2
5218,102504,2016,11,3
5219,102504,2016,12,2
5220,102504,2017,1,0
5221,102504,2017,2,1
5222,102504,2017,3,3
5223,102504,2017,4,2
5224,102504,2017,5,2
5225,102504,2017,6,10
5226,102504,2017,7,9
5227,102504,2017,8,13
5228,102504,2017,9,13
5229,102504,2017,10,11
5230,102504,2017,11,3
5231,102504,2017,12,5
5232,102504,2018,1,1
5233,102504,2018,2,7
5234,102504,2018,3,3
5235,102504,2018,4,2
5236,102504,2018,5,5
5237,102504,2018,6,0
5238,102601,2014,1,12
5239,102601,2014,2,10
5240,102601,2014,3,11
5241,102601,2014,4,6
5242,102601,2014,5,3
5243,102601,2014,6,4
5244,102601,2014,7,9
5245,102601,2014,8,14
5246,102601,2014,9,17
5247,102601,2014,10,27
5248,102601,2014,11,43
5249,102601,2014,12,20
5250,102601,2015,1,21
5251,102601,2015,2,22
5252,102601,2015,3,18
5253,102601,2015,4,13
5254,102601,2015,5,30
5255,102601,2015,6,26
5256,102601,2015,7,34
5257,102601,2015,8,40
5258,102601,2015,9,37
5259,102601,2015,10,88
5260,102601,2015,11,191
5261,102601,2015,12,83
5262,102601,2016,1,41
5263,102601,2016,2,24
5264,102601,2016,3,10
5265,102601,2016,4,10
5266,102601,2016,5,1
5267,102601,2016,6,4
5268,102601,2016,7,20
5269,102601,2016,8,26
5270,102601,2016,9,27
5271,102601,2016,10,37
5272,102601,2016,11,37
5273,102601,2016,12,28
5274,102601,2017,1,12
5275,102601,2017,2,6
5276,102601,2017,3,6
5277,102601,2017,4,6
5278,102601,2017,5,10
5279,102601,2017,6,33
5280,102601,2017,7,49
5281,102601,2017,8,43
5282,102601,2017,9,61
5283,102601,2017,10,59
5284,102601,2017,11,58
5285,102601,2017,12,23
5286,102601,2018,1,10
5287,102601,2018,2,6
5288,102601,2018,3,8
5289,102601,2018,4,20
5290,102601,2018,5,9
5291,102601,2018,6,0
5292,102701,2014,1,8
5293,102701,2014,2,6
5294,102701,2014,3,7
5295,102701,2014,4,1
5296,102701,2014,5,3
5297,102701,2014,6,1
5298,102701,2014,7,4
5299,102701,2014,8,11
5300,102701,2014,9,11
5301,102701,2014,10,19
5302,102701,2014,11,23
5303,102701,2014,12,4
5304,102701,2015,1,15
5305,102701,2015,2,10
5306,102701,2015,3,6
5307,102701,2015,4,4
5308,102701,2015,5,10
5309,102701,2015,6,14
5310,102701,2015,7,20
5311,102701,2015,8,22
5312,102701,2015,9,44
5313,102701,2015,10,71
5314,102701,2015,11,112
5315,102701,2015,12,64
5316,102701,2016,1,40
5317,102701,2016,2,14
5318,102701,2016,3,3
5319,102701,2016,4,4
5320,102701,2016,5,0
5321,102701,2016,6,0
5322,102701,2016,7,6
5323,102701,2016,8,16
5324,102701,2016,9,15
5325,102701,2016,10,23
5326,102701,2016,11,18
5327,102701,2016,12,11
5328,102701,2017,1,8
5329,102701,2017,2,7
5330,102701,2017,3,4
5331,102701,2017,4,3
5332,102701,2017,5,3
5333,102701,2017,6,19
5334,102701,2017,7,32
5335,102701,2017,8,21
5336,102701,2017,9,20
5337,102701,2017,10,16
5338,102701,2017,11,11
5339,102701,2017,12,7
5340,102701,2018,1,5
5341,102701,2018,2,5
5342,102701,2018,3,8
5343,102701,2018,4,11
5344,102701,2018,5,4
5345,102701,2018,6,0
5346,102801,2014,1,4
5347,102801,2014,2,1
5348,102801,2014,3,2
5349,102801,2014,4,2
5350,102801,2014,5,0
5351,102801,2014,6,3
5352,102801,2014,7,0
5353,102801,2014,8,5
5354,102801,2014,9,3
5355,102801,2014,10,4
5356,102801,2014,11,12
5357,102801,2014,12,2
5358,102801,2015,1,4
5359,102801,2015,2,2
5360,102801,2015,3,2
5361,102801,2015,4,0
5362,102801,2015,5,6
5363,102801,2015,6,5
5364,102801,2015,7,4
5365,102801,2015,8,4
5366,102801,2015,9,12
5367,102801,2015,10,4
5368,102801,2015,11,26
5369,102801,2015,12,15
5370,102801,2016,1,14
5371,102801,2016,2,8
5372,102801,2016,3,4
5373,102801,2016,4,4
5374,102801,2016,5,0
5375,102801,2016,6,0
5376,102801,2016,7,2
5377,102801,2016,8,0
5378,102801,2016,9,4
5379,102801,2016,10,6
5380,102801,2016,11,9
5381,102801,2016,12,7
5382,102801,2017,1,5
5383,102801,2017,2,0
5384,102801,2017,3,1
5385,102801,2017,4,0
5386,102801,2017,5,0
5387,102801,2017,6,1
5388,102801,2017,7,0
5389,102801,2017,8,2
5390,102801,2017,9,8
5391,102801,2017,10,3
5392,102801,2017,11,9
5393,102801,2017,12,1
5394,102801,2018,1,0
5395,102801,2018,2,3
5396,102801,2018,3,3
5397,102801,2018,4,4
5398,102801,2018,5,5
5399,102801,2018,6,0
5400,102802,2014,1,0
5401,102802,2014,2,1
5402,102802,2014,3,0
5403,102802,2014,4,0
5404,102802,2014,5,0
5405,102802,2014,6,0
5406,102802,2014,7,3
5407,102802,2014,8,0
5408,102802,2014,9,1
5409,102802,2014,10,0
5410,102802,2014,11,4
5411,102802,2014,12,3
5412,102802,2015,1,2
5413,102802,2015,2,1
5414,102802,2015,3,2
5415,102802,2015,4,2
5416,102802,2015,5,8
5417,102802,2015,6,4
5418,102802,2015,7,6
5419,102802,2015,8,6
5420,102802,2015,9,7
5421,102802,2015,10,7
5422,102802,2015,11,22
5423,102802,2015,12,11
5424,102802,2016,1,3
5425,102802,2016,2,2
5426,102802,2016,3,4
5427,102802,2016,4,0
5428,102802,2016,5,0
5429,102802,2016,6,0
5430,102802,2016,7,0
5431,102802,2016,8,0
5432,102802,2016,9,8
5433,102802,2016,10,12
5434,102802,2016,11,4
5435,102802,2016,12,4
5436,102802,2017,1,2
5437,102802,2017,2,0
5438,102802,2017,3,1
5439,102802,2017,4,0
5440,102802,2017,5,0
5441,102802,2017,6,0
5442,102802,2017,7,0
5443,102802,2017,8,3
5444,102802,2017,9,2
5445,102802,2017,10,5
5446,102802,2017,11,3
5447,102802,2017,12,1
5448,102802,2018,1,4
5449,102802,2018,2,2
5450,102802,2018,3,1
5451,102802,2018,4,2
5452,102802,2018,5,3
5453,102802,2018,6,0
5454,102803,2014,1,4
5455,102803,2014,2,2
5456,102803,2014,3,3
5457,102803,2014,4,0
5458,102803,2014,5,0
5459,102803,2014,6,0
5460,102803,2014,7,1
5461,102803,2014,8,6
5462,102803,2014,9,3
5463,102803,2014,10,4
5464,102803,2014,11,4
5465,102803,2014,12,1
5466,102803,2015,1,5
