,code,Year,DF,Season,MIN_LST,MAX_LST,AVG_LST,AVG_RF,SUM_RF,Population,Bin,Bowl,Bucket,Misc_Short,Jar,Pottedplant,Tire,Misc_Tall,Total
0,C0103,2015,65,True,26.235491071428577,30.310580357142857,28.156037202380947,81.00841666666668,2097.5299999999997,16917,32,8,558,7,22,341,69,2,1039
1,C0103,2015,22,False,27.26482142857143,32.58767857142857,30.372407738095237,26.437527777777774,158.62516666666664,16917,32,8,558,7,22,341,69,2,1039
2,C0103,2016,33,True,25.5159375,28.540535714285717,27.41003422619048,68.64483333333334,1760.44,16917,32,8,558,7,22,341,69,2,1039
3,C0103,2016,11,False,25.205625,32.91232142857143,29.75239583333334,43.301583333333326,259.80949999999996,16917,32,8,558,7,22,341,69,2,1039
4,C0103,2017,32,True,27.18383928571428,28.97549107142857,28.10928869047619,55.84674999999999,1451.0,16917,32,8,558,7,22,341,69,2,1039
5,C0103,2017,21,False,26.224142857142862,29.92285714285714,28.095864583333338,29.877416666666672,179.26450000000003,16917,32,8,558,7,22,341,69,2,1039
6,C0105,2015,67,True,26.674321428571428,29.46013392857143,27.96403125,80.32425,2086.6600000000003,10462,2,0,38,1,3,16,16,0,76
7,C0105,2015,18,False,27.384732142857146,30.733035714285712,29.60099007936508,24.85788888888889,149.14733333333334,10462,2,0,38,1,3,16,16,0,76
8,C0105,2016,10,True,26.351107142857146,29.025892857142857,27.494659226190475,65.721,1688.04,10462,2,0,38,1,3,16,16,0,76
9,C0105,2016,15,False,28.130089285714288,31.222946428571433,29.44462797619048,41.261,247.566,10462,2,0,38,1,3,16,16,0,76
10,C0105,2017,19,True,23.905785714285717,28.55242857142857,26.308355654761908,56.53891666666666,1471.46,10462,2,0,38,1,3,16,16,0,76
11,C0105,2017,6,False,26.336071428571426,29.27642857142857,27.76220089285714,31.485249999999994,188.91149999999996,10462,2,0,38,1,3,16,16,0,76
12,C0106,2015,60,True,26.5865625,29.638973214285716,27.914941964285713,81.62216666666667,2125.4,6675,21,4,153,2,19,138,58,1,396
13,C0106,2015,22,False,26.77982142857143,30.690625000000004,29.072342261904762,24.98980555555556,149.93883333333335,6675,21,4,153,2,19,138,58,1,396
14,C0106,2016,13,True,24.90842857142857,27.442410714285717,26.254119047619046,66.67516666666667,1711.6699999999998,6675,21,4,153,2,19,138,58,1,396
15,C0106,2016,1,False,26.98785714285714,30.68794642857143,28.78056845238095,41.23866666666667,247.43200000000002,6675,21,4,153,2,19,138,58,1,396
16,C0106,2017,8,True,26.180357142857147,27.612142857142853,26.812208333333334,56.15158333333333,1461.3600000000001,6675,21,4,153,2,19,138,58,1,396
17,C0106,2017,11,False,25.55971428571429,28.845803571428572,27.29011607142857,31.910666666666668,191.464,6675,21,4,153,2,19,138,58,1,396
18,C0111,2015,65,True,27.213839285714286,29.10674107142857,27.87518005952381,81.02941666666668,2101.35,9786,12,1,68,2,4,31,27,1,146
19,C0111,2015,34,False,27.352232142857147,31.704910714285717,29.79986805555556,24.52797222222222,147.16783333333333,9786,12,1,68,2,4,31,27,1,146
20,C0111,2016,17,True,26.50888392857143,28.386250000000004,27.62458630952381,67.12108333333333,1728.08,9786,12,1,68,2,4,31,27,1,146
21,C0111,2016,10,False,26.617410714285718,31.93000000000001,29.560449404761908,41.97766666666666,251.86599999999996,9786,12,1,68,2,4,31,27,1,146
22,C0111,2017,13,True,26.04757142857143,28.1495,27.278276785714283,56.57066666666666,1473.23,9786,12,1,68,2,4,31,27,1,146
23,C0111,2017,9,False,26.233285714285717,29.010535714285716,27.806504464285712,32.88775,197.32649999999998,9786,12,1,68,2,4,31,27,1,146
24,C0115,2015,85,True,26.320607142857146,28.995357142857145,27.946596726190478,81.28133333333334,2114.2400000000002,13703,16,1,171,2,10,97,41,1,339
25,C0115,2015,24,False,27.118214285714284,31.047410714285718,29.290369047619052,23.47447222222222,140.84683333333334,13703,16,1,171,2,10,97,41,1,339
26,C0115,2016,28,True,22.860714285714288,27.91017857142857,26.355659226190472,67.04491666666667,1721.2500000000002,13703,16,1,171,2,10,97,41,1,339
27,C0115,2016,16,False,26.138169642857147,31.45669642857143,29.20099851190476,41.06658333333333,246.39949999999996,13703,16,1,171,2,10,97,41,1,339
28,C0115,2017,32,True,26.531562500000003,28.12089285714286,27.428650297619047,56.66524999999999,1475.2,13703,16,1,171,2,10,97,41,1,339
29,C0115,2017,20,False,25.580142857142853,29.135267857142853,27.539952380952382,30.637249999999998,183.8235,13703,16,1,171,2,10,97,41,1,339
30,C0116,2015,138,True,27.26010714285714,28.81919642857143,27.906291666666664,80.92283333333334,2104.6800000000003,12822,7,1,81,3,6,100,23,2,223
31,C0116,2015,37,False,25.743660714285717,31.609375,29.359979166666665,23.51336111111111,141.08016666666666,12822,7,1,81,3,6,100,23,2,223
32,C0116,2016,32,True,23.178035714285716,28.364642857142858,26.487126488095242,68.976,1762.9,12822,7,1,81,3,6,100,23,2,223
33,C0116,2016,9,False,26.19232142857143,31.35553571428572,28.986833333333337,45.97708333333333,275.8625,12822,7,1,81,3,6,100,23,2,223
34,C0116,2017,15,True,26.29189285714286,28.880714285714284,27.232331845238093,59.46091666666667,1540.61,12822,7,1,81,3,6,100,23,2,223
35,C0116,2017,30,False,25.56160714285714,28.587946428571428,27.489400297619046,30.57016666666667,183.42100000000002,12822,7,1,81,3,6,100,23,2,223
36,C0117,2015,45,True,26.614035714285716,29.111205357142854,27.959636904761908,81.62216666666667,2125.4,10171,13,2,114,5,17,154,33,0,338
