,addrcode,temperature
0,104101,35.79
1,100302,29.59
2,103605,35.21
3,100304,30.51
4,101105,26.87
5,101106,26.87
6,101101,27.35
7,103005,36.51
8,100508,
9,100112,
10,104601,
11,100502,
12,100306,
13,104603,
14,100301,
15,100305,
16,101002,
17,100303,
18,104802,
19,101104,
20,102601,
21,100307,
22,103201,
23,104201,
24,104002,
25,102705,
26,103801,
27,100601,
28,102303,
29,104501,
30,104401,
31,102105,
32,101103,
33,101901,
34,104801,
35,102107,
36,101803,
37,103903,
38,102201,
39,102302,
40,105001,
41,102401,
42,104701,
43,102803,
44,104902,
45,104602,
