,addrcode,temperature
0,104605,30.53
1,104604,31.07
2,103704,38.21
3,100108,38.39
4,102005,38.39
5,100101,38.39
6,103701,38.21
7,100110,38.21
8,103702,38.21
9,100109,38.39
10,102004,38.39
11,101702,38.09
12,100805,38.21
13,104203,36.91
14,104202,35.55
15,104102,38.57
16,100111,38.21
17,100107,38.21
18,101904,38.73
19,101907,38.73
20,103703,38.21
21,103001,38.61
22,103002,38.61
23,104302,37.51
24,103802,38.33
25,102902,38.23
26,103604,37.71
27,101601,38.19
28,100801,37.45
29,102208,38.91
30,103902,37.37
31,101302,37.45
32,104502,38.41
33,104503,38.41
34,101903,38.73
35,101602,38.19
36,103004,38.61
37,102704,38.33
38,100308,33.99
39,102901,38.23
40,101801,38.19
41,100401,37.45
42,100204,38.21
43,103602,37.71
44,100203,38.21
45,100608,38.41
46,102007,38.39
47,100405,37.45
48,100404,37.45
49,101001,36.11
50,103003,38.61
51,102701,37.71
52,102502,38.23
53,101704,38.09
54,101802,37.45
55,101502,38.19
56,102206,38.19
57,103302,37.37
58,100702,37.45
59,100703,37.45
60,100704,37.45
61,103901,37.37
62,100102,38.19
63,102209,38.19
64,100403,37.45
65,102202,38.91
66,100402,37.45
67,100206,38.21
68,101902,38.39
69,102501,38.39
70,101401,38.21
71,103102,37.45
72,103203,37.17
73,101701,38.09
74,102503,38.39
75,101506,38.19
76,104001,37.95
77,104004,37.81
78,103501,37.95
79,100905,36.97
80,103103,35.95
81,102210,38.19
82,102207,38.91
83,100104,38.21
84,103301,37.37
85,102009,38.39
86,100202,38.21
87,102504,38.39
88,100201,38.21
89,101905,38.73
90,101102,35.31
91,102006,38.39
92,100701,37.45
93,104003,38.83
94,100802,37.45
95,100103,38.19
96,103401,37.81
97,101501,38.19
98,101303,37.45
99,102802,37.45
100,101507,38.19
101,101301,37.45
102,102801,37.45
103,100803,38.21
104,100105,38.39
105,100804,38.21
106,100106,38.21
107,103303,37.37
108,101505,38.19
109,103101,37.47
110,103202,37.17
111,103504,37.47
112,101204,35.95
113,102402,37.47
114,103503,37.47
115,101504,38.19
116,101203,35.95
117,101804,37.45
118,101503,38.19
119,103502,38.19
120,104301,37.51
121,104504,38.41
122,104901,35.33
