SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15360,15360,0,15360.0,0.0,15360.0,1,15360,15360,15360
100112,2,1,0.0025,15427,15427,0,15427.0,0.0,15427.0,1,15427,15427,15427
104601,3,2,0.005,15297,15311,14,15304.0,7.0,30608.0,2,15297,15297,15297
104101,4,1,0.0025,15461,15461,0,15461.0,0.0,15461.0,1,15461,15461,15461
100302,5,2,0.005,15289,15346,57,15317.5,28.5,30635.0,2,15289,15289,15289
100502,6,1,0.0025,15405,15405,0,15405.0,0.0,15405.0,1,15405,15405,15405
100306,7,1,0.0025,15315,15315,0,15315.0,0.0,15315.0,1,15315,15315,15315
104603,8,1,0.0025,15347,15347,0,15347.0,0.0,15347.0,1,15347,15347,15347
100301,9,1,0.0025,15344,15344,0,15344.0,0.0,15344.0,1,15344,15344,15344
100305,10,1,0.0025,15289,15289,0,15289.0,0.0,15289.0,1,15289,15289,15289
101002,11,1,0.0025,15282,15282,0,15282.0,0.0,15282.0,1,15282,15282,15282
100303,12,1,0.0025,15287,15287,0,15287.0,0.0,15287.0,1,15287,15287,15287
104802,13,1,0.0025,15419,15419,0,15419.0,0.0,15419.0,1,15419,15419,15419
101104,14,1,0.0025,15258,15258,0,15258.0,0.0,15258.0,1,15258,15258,15258
102601,15,1,0.0025,15444,15444,0,15444.0,0.0,15444.0,1,15444,15444,15444
100307,16,1,0.0025,15311,15311,0,15311.0,0.0,15311.0,1,15311,15311,15311
103201,17,2,0.005,15350,15364,14,15357.0,7.0,30714.0,2,15350,15350,15350
103605,18,1,0.0025,15475,15475,0,15475.0,0.0,15475.0,1,15475,15475,15475
100304,19,2,0.005,15265,15282,17,15273.5,8.5,30547.0,2,15265,15265,15265
104201,20,1,0.0025,15347,15347,0,15347.0,0.0,15347.0,1,15347,15347,15347
101105,21,2,0.005,15249,15265,16,15257.0,8.0,30514.0,2,15249,15249,15249
101106,22,1,0.0025,15236,15236,0,15236.0,0.0,15236.0,1,15236,15236,15236
101101,23,1,0.0025,15325,15325,0,15325.0,0.0,15325.0,1,15325,15325,15325
104002,24,1,0.0025,15442,15442,0,15442.0,0.0,15442.0,1,15442,15442,15442
102705,25,1,0.0025,15378,15378,0,15378.0,0.0,15378.0,1,15378,15378,15378
103801,26,1,0.0025,15457,15457,0,15457.0,0.0,15457.0,1,15457,15457,15457
103005,27,1,0.0025,15453,15453,0,15453.0,0.0,15453.0,1,15453,15453,15453
100601,28,1,0.0025,15342,15342,0,15342.0,0.0,15342.0,1,15342,15342,15342
102303,29,1,0.0025,15425,15425,0,15425.0,0.0,15425.0,1,15425,15425,15425
104501,30,1,0.0025,15387,15387,0,15387.0,0.0,15387.0,1,15387,15387,15387
104401,31,1,0.0025,15319,15319,0,15319.0,0.0,15319.0,1,15319,15319,15319
102105,32,3,0.0075,15122,15374,252,15255.0,103.353761422,45765.0,3,15122,15122,15269
101103,33,1,0.0025,15285,15285,0,15285.0,0.0,15285.0,1,15285,15285,15285
101901,34,1,0.0025,15431,15431,0,15431.0,0.0,15431.0,1,15431,15431,15431
104801,35,1,0.0025,15389,15389,0,15389.0,0.0,15389.0,1,15389,15389,15389
102107,36,1,0.0025,15240,15240,0,15240.0,0.0,15240.0,1,15240,15240,15240
101803,37,1,0.0025,15356,15356,0,15356.0,0.0,15356.0,1,15356,15356,15356
103903,38,1,0.0025,15341,15341,0,15341.0,0.0,15341.0,1,15341,15341,15341
102201,39,1,0.0025,15429,15429,0,15429.0,0.0,15429.0,1,15429,15429,15429
102302,40,1,0.0025,15403,15403,0,15403.0,0.0,15403.0,1,15403,15403,15403
105001,41,1,0.0025,15397,15397,0,15397.0,0.0,15397.0,1,15397,15397,15397
102401,42,1,0.0025,15329,15329,0,15329.0,0.0,15329.0,1,15329,15329,15329
104701,43,2,0.005,15311,15326,15,15318.5,7.5,30637.0,2,15311,15311,15311
102803,44,1,0.0025,15384,15384,0,15384.0,0.0,15384.0,1,15384,15384,15384
104902,45,1,0.0025,15344,15344,0,15344.0,0.0,15344.0,1,15344,15344,15344
104602,46,2,0.005,15304,15308,4,15306.0,2.0,30612.0,2,15304,15304,15304
