SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15512,15512,0,15512.0,0.0,15512.0,1,15512,15512,15512
100112,2,1,0.0025,15659,15659,0,15659.0,0.0,15659.0,1,15659,15659,15659
104601,3,2,0.005,15408,15424,16,15416.0,8.0,30832.0,2,15408,15408,15408
104101,4,1,0.0025,15598,15598,0,15598.0,0.0,15598.0,1,15598,15598,15598
100302,5,2,0.005,15327,15347,20,15337.0,10.0,30674.0,2,15327,15327,15327
100502,6,1,0.0025,15604,15604,0,15604.0,0.0,15604.0,1,15604,15604,15604
100306,7,1,0.0025,15377,15377,0,15377.0,0.0,15377.0,1,15377,15377,15377
104603,8,1,0.0025,15563,15563,0,15563.0,0.0,15563.0,1,15563,15563,15563
100301,9,1,0.0025,15434,15434,0,15434.0,0.0,15434.0,1,15434,15434,15434
100305,10,1,0.0025,15456,15456,0,15456.0,0.0,15456.0,1,15456,15456,15456
101002,11,1,0.0025,15443,15443,0,15443.0,0.0,15443.0,1,15443,15443,15443
100303,12,1,0.0025,15390,15390,0,15390.0,0.0,15390.0,1,15390,15390,15390
104802,13,1,0.0025,15768,15768,0,15768.0,0.0,15768.0,1,15768,15768,15768
101104,14,1,0.0025,15400,15400,0,15400.0,0.0,15400.0,1,15400,15400,15400
102601,15,1,0.0025,15666,15666,0,15666.0,0.0,15666.0,1,15666,15666,15666
100307,16,1,0.0025,15450,15450,0,15450.0,0.0,15450.0,1,15450,15450,15450
103201,17,2,0.005,15529,15570,41,15549.5,20.5,31099.0,2,15529,15529,15529
103605,18,1,0.0025,15539,15539,0,15539.0,0.0,15539.0,1,15539,15539,15539
100304,19,2,0.005,15339,15362,23,15350.5,11.5,30701.0,2,15339,15339,15339
104201,20,1,0.0025,15496,15496,0,15496.0,0.0,15496.0,1,15496,15496,15496
101105,21,2,0.005,15383,15394,11,15388.5,5.5,30777.0,2,15383,15383,15383
101106,22,1,0.0025,15342,15342,0,15342.0,0.0,15342.0,1,15342,15342,15342
101101,23,1,0.0025,15469,15469,0,15469.0,0.0,15469.0,1,15469,15469,15469
104002,24,1,0.0025,15779,15779,0,15779.0,0.0,15779.0,1,15779,15779,15779
102705,25,1,0.0025,15584,15584,0,15584.0,0.0,15584.0,1,15584,15584,15584
103801,26,1,0.0025,15632,15632,0,15632.0,0.0,15632.0,1,15632,15632,15632
103005,27,1,0.0025,15639,15639,0,15639.0,0.0,15639.0,1,15639,15639,15639
100601,28,1,0.0025,15576,15576,0,15576.0,0.0,15576.0,1,15576,15576,15576
102303,29,1,0.0025,15780,15780,0,15780.0,0.0,15780.0,1,15780,15780,15780
104501,30,1,0.0025,15628,15628,0,15628.0,0.0,15628.0,1,15628,15628,15628
104401,31,1,0.0025,15563,15563,0,15563.0,0.0,15563.0,1,15563,15563,15563
102105,32,3,0.0075,15152,15749,597,15512.6666667,259.096292696,46538.0,3,15152,15152,15637
101103,33,1,0.0025,15446,15446,0,15446.0,0.0,15446.0,1,15446,15446,15446
101901,34,1,0.0025,15809,15809,0,15809.0,0.0,15809.0,1,15809,15809,15809
104801,35,1,0.0025,15723,15723,0,15723.0,0.0,15723.0,1,15723,15723,15723
102107,36,1,0.0025,15607,15607,0,15607.0,0.0,15607.0,1,15607,15607,15607
101803,37,1,0.0025,15793,15793,0,15793.0,0.0,15793.0,1,15793,15793,15793
103903,38,1,0.0025,15602,15602,0,15602.0,0.0,15602.0,1,15602,15602,15602
102201,39,1,0.0025,15830,15830,0,15830.0,0.0,15830.0,1,15830,15830,15830
102302,40,1,0.0025,15633,15633,0,15633.0,0.0,15633.0,1,15633,15633,15633
105001,41,1,0.0025,15771,15771,0,15771.0,0.0,15771.0,1,15771,15771,15771
102401,42,1,0.0025,15491,15491,0,15491.0,0.0,15491.0,1,15491,15491,15491
104701,43,2,0.005,15559,15578,19,15568.5,9.5,31137.0,2,15559,15559,15559
102803,44,1,0.0025,15594,15594,0,15594.0,0.0,15594.0,1,15594,15594,15594
104902,45,1,0.0025,15513,15513,0,15513.0,0.0,15513.0,1,15513,15513,15513
104602,46,2,0.005,15398,15411,13,15404.5,6.5,30809.0,2,15398,15398,15398
