SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15191,15191,0,15191.0,0.0,15191.0,1,15191,15191,15191
100112,2,1,0.0025,15363,15363,0,15363.0,0.0,15363.0,1,15363,15363,15363
104601,3,2,0.005,15084,15143,59,15113.5,29.5,30227.0,2,15084,15084,15084
104101,4,1,0.0025,15326,15326,0,15326.0,0.0,15326.0,1,15326,15326,15326
100302,5,2,0.005,14983,14993,10,14988.0,5.0,29976.0,2,14983,14983,14983
100502,6,1,0.0025,15251,15251,0,15251.0,0.0,15251.0,1,15251,15251,15251
100306,7,1,0.0025,15063,15063,0,15063.0,0.0,15063.0,1,15063,15063,15063
104603,8,1,0.0025,15206,15206,0,15206.0,0.0,15206.0,1,15206,15206,15206
100301,9,1,0.0025,15029,15029,0,15029.0,0.0,15029.0,1,15029,15029,15029
100305,10,1,0.0025,15108,15108,0,15108.0,0.0,15108.0,1,15108,15108,15108
101002,11,1,0.0025,15128,15128,0,15128.0,0.0,15128.0,1,15128,15128,15128
100303,12,1,0.0025,15021,15021,0,15021.0,0.0,15021.0,1,15021,15021,15021
104802,13,1,0.0025,15307,15307,0,15307.0,0.0,15307.0,1,15307,15307,15307
101104,14,1,0.0025,15058,15058,0,15058.0,0.0,15058.0,1,15058,15058,15058
102601,15,1,0.0025,15335,15335,0,15335.0,0.0,15335.0,1,15335,15335,15335
100307,16,1,0.0025,15053,15053,0,15053.0,0.0,15053.0,1,15053,15053,15053
103201,17,2,0.005,15217,15219,2,15218.0,1.0,30436.0,2,15217,15217,15217
103605,18,1,0.0025,15346,15346,0,15346.0,0.0,15346.0,1,15346,15346,15346
100304,19,2,0.005,14978,15017,39,14997.5,19.5,29995.0,2,14978,14978,14978
104201,20,1,0.0025,15226,15226,0,15226.0,0.0,15226.0,1,15226,15226,15226
101105,21,2,0.005,15060,15079,19,15069.5,9.5,30139.0,2,15060,15060,15060
101106,22,1,0.0025,15006,15006,0,15006.0,0.0,15006.0,1,15006,15006,15006
101101,23,1,0.0025,15154,15154,0,15154.0,0.0,15154.0,1,15154,15154,15154
104002,24,1,0.0025,15321,15321,0,15321.0,0.0,15321.0,1,15321,15321,15321
102705,25,1,0.0025,15270,15270,0,15270.0,0.0,15270.0,1,15270,15270,15270
103801,26,1,0.0025,15328,15328,0,15328.0,0.0,15328.0,1,15328,15328,15328
103005,27,1,0.0025,15349,15349,0,15349.0,0.0,15349.0,1,15349,15349,15349
100601,28,1,0.0025,15219,15219,0,15219.0,0.0,15219.0,1,15219,15219,15219
102303,29,1,0.0025,15294,15294,0,15294.0,0.0,15294.0,1,15294,15294,15294
104501,30,1,0.0025,15289,15289,0,15289.0,0.0,15289.0,1,15289,15289,15289
104401,31,1,0.0025,15154,15154,0,15154.0,0.0,15154.0,1,15154,15154,15154
102105,32,3,0.0075,15065,15312,247,15200.3333333,102.216545736,45601.0,3,15065,15065,15224
101103,33,1,0.0025,15120,15120,0,15120.0,0.0,15120.0,1,15120,15120,15120
101901,34,1,0.0025,15353,15353,0,15353.0,0.0,15353.0,1,15353,15353,15353
104801,35,1,0.0025,15254,15254,0,15254.0,0.0,15254.0,1,15254,15254,15254
102107,36,1,0.0025,15184,15184,0,15184.0,0.0,15184.0,1,15184,15184,15184
101803,37,1,0.0025,15325,15325,0,15325.0,0.0,15325.0,1,15325,15325,15325
103903,38,1,0.0025,15277,15277,0,15277.0,0.0,15277.0,1,15277,15277,15277
102201,39,1,0.0025,15358,15358,0,15358.0,0.0,15358.0,1,15358,15358,15358
102302,40,1,0.0025,15310,15310,0,15310.0,0.0,15310.0,1,15310,15310,15310
105001,41,1,0.0025,15311,15311,0,15311.0,0.0,15311.0,1,15311,15311,15311
102401,42,1,0.0025,15245,15245,0,15245.0,0.0,15245.0,1,15245,15245,15245
104701,43,2,0.005,15227,15251,24,15239.0,12.0,30478.0,2,15227,15227,15227
102803,44,1,0.0025,15320,15320,0,15320.0,0.0,15320.0,1,15320,15320,15320
104902,45,1,0.0025,15280,15280,0,15280.0,0.0,15280.0,1,15280,15280,15280
104602,46,2,0.005,15072,15078,6,15075.0,3.0,30150.0,2,15072,15072,15072
