TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
801304,1,2,0.005,15308,15396,88,15352.0,44.0,30704.0,2,15308,15308,15308
800603,2,1,0.0025,15388,15388,0,15388.0,0.0,15388.0,1,15388,15388,15388
801904,3,2,0.005,15254,15328,74,15291.0,37.0,30582.0,2,15254,15254,15254
800905,4,4,0.01,15091,15220,129,15139.25,50.8545720658,60557.0,4,15091,15091,15101
800909,5,1,0.0025,15156,15156,0,15156.0,0.0,15156.0,1,15156,15156,15156
801701,6,3,0.0075,15174,15247,73,15212.0,29.8775277871,45636.0,3,15174,15174,15215
801903,7,1,0.0025,15301,15301,0,15301.0,0.0,15301.0,1,15301,15301,15301
800611,8,2,0.005,15334,15377,43,15355.5,21.5,30711.0,2,15334,15334,15334
801204,9,1,0.0025,15302,15302,0,15302.0,0.0,15302.0,1,15302,15302,15302
801101,10,2,0.005,15086,15126,40,15106.0,20.0,30212.0,2,15086,15086,15086
801302,11,4,0.01,14891,15179,288,15044.25,131.29999048,60177.0,4,14891,14891,14937
802003,12,1,0.0025,15203,15203,0,15203.0,0.0,15203.0,1,15203,15203,15203
801215,13,1,0.0025,15355,15355,0,15355.0,0.0,15355.0,1,15355,15355,15355
801206,14,2,0.005,15278,15293,15,15285.5,7.5,30571.0,2,15278,15278,15278
801207,15,1,0.0025,15317,15317,0,15317.0,0.0,15317.0,1,15317,15317,15317
801217,16,1,0.0025,15292,15292,0,15292.0,0.0,15292.0,1,15292,15292,15292
802001,17,1,0.0025,15263,15263,0,15263.0,0.0,15263.0,1,15263,15263,15263
800305,18,2,0.005,15154,15202,48,15178.0,24.0,30356.0,2,15154,15154,15154
801105,19,4,0.01,15112,15152,40,15133.5,16.9336942219,60534.0,4,15112,15112,15122
801212,20,1,0.0025,15300,15300,0,15300.0,0.0,15300.0,1,15300,15300,15300
801003,21,2,0.005,15125,15144,19,15134.5,9.5,30269.0,2,15125,15125,15125
800302,22,3,0.0075,15021,15122,101,15080.3333333,43.0838974816,45241.0,3,15021,15021,15098
801208,23,1,0.0025,15350,15350,0,15350.0,0.0,15350.0,1,15350,15350,15350
800911,24,4,0.01,15043,15219,176,15108.75,71.471585263,60435.0,4,15043,15043,15048
801107,25,3,0.0075,15113,15122,9,15118.0,3.74165738677,45354.0,3,15113,15113,15119
801213,26,1,0.0025,15271,15271,0,15271.0,0.0,15271.0,1,15271,15271,15271
800912,27,1,0.0025,15133,15133,0,15133.0,0.0,15133.0,1,15133,15133,15133
801218,28,1,0.0025,15350,15350,0,15350.0,0.0,15350.0,1,15350,15350,15350
802301,29,1,0.0025,15272,15272,0,15272.0,0.0,15272.0,1,15272,15272,15272
801301,30,5,0.0125,15106,15227,121,15168.2,39.7310961338,75841.0,5,15106,15106,15178
