SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15489,15489,0,15489.0,0.0,15489.0,1,15489,15489,15489
100112,2,1,0.0025,15570,15570,0,15570.0,0.0,15570.0,1,15570,15570,15570
104601,3,2,0.005,15359,15539,180,15449.0,90.0,30898.0,2,15359,15359,15359
104101,4,1,0.0025,15552,15552,0,15552.0,0.0,15552.0,1,15552,15552,15552
100302,5,1,0.0025,15307,15307,0,15307.0,0.0,15307.0,1,15307,15307,15307
100502,6,1,0.0025,15505,15505,0,15505.0,0.0,15505.0,1,15505,15505,15505
100306,7,1,0.0025,15307,15307,0,15307.0,0.0,15307.0,1,15307,15307,15307
104603,8,1,0.0025,15547,15547,0,15547.0,0.0,15547.0,1,15547,15547,15547
100303,12,1,0.0025,15324,15324,0,15324.0,0.0,15324.0,1,15324,15324,15324
104802,13,1,0.0025,15567,15567,0,15567.0,0.0,15567.0,1,15567,15567,15567
101104,14,1,0.0025,15361,15361,0,15361.0,0.0,15361.0,1,15361,15361,15361
102601,15,1,0.0025,15566,15566,0,15566.0,0.0,15566.0,1,15566,15566,15566
103201,17,2,0.005,15503,15537,34,15520.0,17.0,31040.0,2,15503,15503,15503
103605,18,1,0.0025,15584,15584,0,15584.0,0.0,15584.0,1,15584,15584,15584
100304,19,2,0.005,15226,15226,0,15226.0,0.0,30452.0,1,15226,15226,15226
104201,20,1,0.0025,15539,15539,0,15539.0,0.0,15539.0,1,15539,15539,15539
101105,21,2,0.005,15269,15328,59,15298.5,29.5,30597.0,2,15269,15269,15269
101106,22,1,0.0025,15266,15266,0,15266.0,0.0,15266.0,1,15266,15266,15266
101101,23,1,0.0025,15437,15437,0,15437.0,0.0,15437.0,1,15437,15437,15437
104002,24,1,0.0025,15585,15585,0,15585.0,0.0,15585.0,1,15585,15585,15585
102705,25,1,0.0025,15547,15547,0,15547.0,0.0,15547.0,1,15547,15547,15547
103801,26,1,0.0025,15596,15596,0,15596.0,0.0,15596.0,1,15596,15596,15596
103005,27,1,0.0025,15585,15585,0,15585.0,0.0,15585.0,1,15585,15585,15585
100601,28,1,0.0025,15455,15455,0,15455.0,0.0,15455.0,1,15455,15455,15455
102303,29,1,0.0025,15568,15568,0,15568.0,0.0,15568.0,1,15568,15568,15568
104501,30,1,0.0025,15568,15568,0,15568.0,0.0,15568.0,1,15568,15568,15568
104401,31,1,0.0025,15523,15523,0,15523.0,0.0,15523.0,1,15523,15523,15523
102105,32,3,0.0075,15220,15596,376,15445.6666667,162.481451933,46337.0,3,15220,15220,15521
101103,33,1,0.0025,15361,15361,0,15361.0,0.0,15361.0,1,15361,15361,15361
101901,34,1,0.0025,15565,15565,0,15565.0,0.0,15565.0,1,15565,15565,15565
104801,35,1,0.0025,15472,15472,0,15472.0,0.0,15472.0,1,15472,15472,15472
102107,36,1,0.0025,15504,15504,0,15504.0,0.0,15504.0,1,15504,15504,15504
101803,37,1,0.0025,15544,15544,0,15544.0,0.0,15544.0,1,15544,15544,15544
103903,38,1,0.0025,15566,15566,0,15566.0,0.0,15566.0,1,15566,15566,15566
102201,39,1,0.0025,15623,15623,0,15623.0,0.0,15623.0,1,15623,15623,15623
102302,40,1,0.0025,15603,15603,0,15603.0,0.0,15603.0,1,15603,15603,15603
105001,41,1,0.0025,15606,15606,0,15606.0,0.0,15606.0,1,15606,15606,15606
102401,42,1,0.0025,15519,15519,0,15519.0,0.0,15519.0,1,15519,15519,15519
104701,43,2,0.005,15467,15508,41,15487.5,20.5,30975.0,2,15467,15467,15467
102803,44,1,0.0025,15587,15587,0,15587.0,0.0,15587.0,1,15587,15587,15587
104902,45,1,0.0025,15518,15518,0,15518.0,0.0,15518.0,1,15518,15518,15518
104602,46,2,0.005,15307,15378,71,15342.5,35.5,30685.0,2,15307,15307,15307
