,addrcode,temperature
0,801205,
1,802302,
2,801211,21.23
3,800102,
4,802203,28.35
5,800103,
6,800118,28.35
7,800401,29.35
8,800108,28.73
9,800114,
10,802002,27.73
11,800415,27.27
12,800810,29.91
13,800107,
14,800809,27.39
15,800709,28.15
16,801901,28.93
17,800703,
18,801401,27.69
19,810802,20.51
20,810101,20.95
21,800610,
22,800901,27.27
23,800604,
24,801607,
