TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
801304,1,2,0.005,15393,15568,175,15480.5,87.5,30961.0,2,15393,15393,15393
800603,2,1,0.0025,15443,15443,0,15443.0,0.0,15443.0,1,15443,15443,15443
801904,3,2,0.005,15411,15494,83,15452.5,41.5,30905.0,2,15411,15411,15411
800905,4,4,0.01,15228,15416,188,15302.25,73.744067558,61209.0,4,15228,15228,15247
800909,5,1,0.0025,15334,15334,0,15334.0,0.0,15334.0,1,15334,15334,15334
801701,6,3,0.0075,15240,15337,97,15304.3333333,45.4923681022,45913.0,3,15240,15240,15336
801903,7,1,0.0025,15417,15417,0,15417.0,0.0,15417.0,1,15417,15417,15417
800611,8,2,0.005,15338,15359,21,15348.5,10.5,30697.0,2,15338,15338,15338
801204,9,1,0.0025,15320,15320,0,15320.0,0.0,15320.0,1,15320,15320,15320
801101,10,2,0.005,15166,15169,3,15167.5,1.5,30335.0,2,15166,15166,15166
801302,11,4,0.01,15088,15416,328,15262.0,126.761587242,61048.0,4,15088,15088,15201
802003,12,1,0.0025,15490,15490,0,15490.0,0.0,15490.0,1,15490,15490,15490
801215,13,1,0.0025,15324,15324,0,15324.0,0.0,15324.0,1,15324,15324,15324
801206,14,2,0.005,15290,15359,69,15324.5,34.5,30649.0,2,15290,15290,15290
801207,15,1,0.0025,15382,15382,0,15382.0,0.0,15382.0,1,15382,15382,15382
801217,16,1,0.0025,15096,15096,0,15096.0,0.0,15096.0,1,15096,15096,15096
802001,17,1,0.0025,15504,15504,0,15504.0,0.0,15504.0,1,15504,15504,15504
800305,18,2,0.005,15220,15467,247,15343.5,123.5,30687.0,2,15220,15220,15220
801105,19,4,0.01,15193,15318,125,15269.75,46.4831958884,61079.0,4,15193,15193,15281
801212,20,1,0.0025,15414,15414,0,15414.0,0.0,15414.0,1,15414,15414,15414
801003,21,2,0.005,15236,15277,41,15256.5,20.5,30513.0,2,15236,15236,15236
800302,22,3,0.0075,15125,15214,89,15176.6666667,37.7211994628,45530.0,3,15125,15125,15191
801208,23,1,0.0025,15356,15356,0,15356.0,0.0,15356.0,1,15356,15356,15356
800911,24,4,0.01,15149,15376,227,15288.0,84.2466616549,61152.0,4,15149,15149,15310
801107,25,3,0.0075,15171,15346,175,15265.6666667,72.1587755503,45797.0,3,15171,15171,15280
801213,26,1,0.0025,15103,15103,0,15103.0,0.0,15103.0,1,15103,15103,15103
800912,27,1,0.0025,15259,15259,0,15259.0,0.0,15259.0,1,15259,15259,15259
801218,28,1,0.0025,15206,15206,0,15206.0,0.0,15206.0,1,15206,15206,15206
802301,29,1,0.0025,15293,15293,0,15293.0,0.0,15293.0,1,15293,15293,15293
801301,30,5,0.0125,15339,15482,143,15401.4,65.2735781156,77007.0,5,15339,15339,15358
800906,31,3,0.0075,15105,15498,393,15321.0,162.794348796,45963.0,3,15105,15105,15360
801216,32,1,0.0025,15300,15300,0,15300.0,0.0,15300.0,1,15300,15300,15300
801001,33,2,0.005,15266,15349,83,15307.5,41.5,30615.0,2,15266,15266,15266
801303,34,2,0.005,15383,15466,83,15424.5,41.5,30849.0,2,15383,15383,15383
802304,35,1,0.0025,15445,15445,0,15445.0,0.0,15445.0,1,15445,15445,15445
801203,36,1,0.0025,14982,14982,0,14982.0,0.0,14982.0,1,14982,14982,14982
801104,37,4,0.01,15173,15307,134,15215.25,54.2972144774,60861.0,4,15173,15173,15177
801214,38,3,0.0075,15097,15239,142,15190.0,65.7926034343,45570.0,3,15097,15097,15234
800407,39,1,0.0025,15288,15288,0,15288.0,0.0,15288.0,1,15288,15288,15288
800112,40,1,0.0025,15362,15362,0,15362.0,0.0,15362.0,1,15362,15362,15362
800304,41,4,0.01,14988,15365,377,15202.75,153.808931795,60811.0,4,14988,14988,15127
800106,42,2,0.005,15273,15329,56,15301.0,28.0,30602.0,2,15273,15273,15273
800405,43,1,0.0025,15258,15258,0,15258.0,0.0,15258.0,1,15258,15258,15258
800115,44,1,0.0025,15590,15590,0,15590.0,0.0,15590.0,1,15590,15590,15590
801801,45,1,0.0025,15225,15225,0,15225.0,0.0,15225.0,1,15225,15225,15225
800303,46,1,0.0025,15411,15411,0,15411.0,0.0,15411.0,1,15411,15411,15411
801106,47,2,0.005,15235,15322,87,15278.5,43.5,30557.0,2,15235,15235,15235
801103,48,2,0.005,15186,15278,92,15232.0,46.0,30464.0,2,15186,15186,15186
800122,49,2,0.005,15323,15339,16,15331.0,8.0,30662.0,2,15323,15323,15323
802202,50,2,0.005,15194,15215,21,15204.5,10.5,30409.0,2,15194,15194,15194
801210,51,1,0.0025,15404,15404,0,15404.0,0.0,15404.0,1,15404,15404,15404
801002,52,1,0.0025,15214,15214,0,15214.0,0.0,15214.0,1,15214,15214,15214
802004,53,2,0.005,15323,15465,142,15394.0,71.0,30788.0,2,15323,15323,15323
802201,54,7,0.0175,15034,15390,356,15168.1428571,118.050145001,106177.0,7,15034,15034,15149
801102,55,3,0.0075,15229,15256,27,15239.0,12.0830459736,45717.0,3,15229,15229,15232
800301,56,2,0.005,15199,15207,8,15203.0,4.0,30406.0,2,15199,15199,15199
800101,57,1,0.0025,15494,15494,0,15494.0,0.0,15494.0,1,15494,15494,15494
800119,58,1,0.0025,15354,15354,0,15354.0,0.0,15354.0,1,15354,15354,15354
800416,59,2,0.005,15183,15284,101,15233.5,50.5,30467.0,2,15183,15183,15183
800113,60,1,0.0025,15535,15535,0,15535.0,0.0,15535.0,1,15535,15535,15535
801202,61,3,0.0075,15282,15372,90,15336.0,38.8844441904,46008.0,3,15282,15282,15354
810602,62,4,0.01,15076,15197,121,15121.0,49.482320075,60484.0,4,15076,15076,15078
810601,63,8,0.02,15032,15188,156,15096.125,50.4143766698,120769.0,8,15032,15032,15067
800807,64,2,0.005,15358,15426,68,15392.0,34.0,30784.0,2,15358,15358,15358
800204,65,3,0.0075,15084,15290,206,15166.6666667,88.8794439428,45500.0,3,15084,15084,15126
800501,66,2,0.005,15043,15154,111,15098.5,55.5,30197.0,2,15043,15043,15043
800120,67,3,0.0075,15275,15529,254,15433.0,112.581822097,46299.0,3,15275,15275,15495
810301,68,2,0.005,15120,15144,24,15132.0,12.0,30264.0,2,15120,15120,15120
810603,69,3,0.0075,15166,15183,17,15171.6666667,8.0138768551,45515.0,2,15166,15183,15166
800201,70,2,0.005,15232,15376,144,15304.0,72.0,30608.0,2,15232,15232,15232
800205,71,1,0.0025,15479,15479,0,15479.0,0.0,15479.0,1,15479,15479,15479
800403,72,5,0.0125,14985,15224,239,15092.2,85.6583912993,75461.0,5,14985,14985,15103
801209,73,1,0.0025,15086,15086,0,15086.0,0.0,15086.0,1,15086,15086,15086
800116,74,3,0.0075,15344,15586,242,15446.0,102.384894719,46338.0,3,15344,15344,15408
801803,75,3,0.0075,15229,15262,33,15240.6666667,15.1070255924,45722.0,3,15229,15229,15231
800410,76,1,0.0025,15261,15261,0,15261.0,0.0,15261.0,1,15261,15261,15261
800406,77,2,0.005,15146,15223,77,15184.5,38.5,30369.0,2,15146,15146,15146
800505,78,2,0.005,15160,15218,58,15189.0,29.0,30378.0,2,15160,15160,15160
800504,79,2,0.005,15004,15224,220,15114.0,110.0,30228.0,2,15004,15004,15004
800121,80,3,0.0075,15204,15541,337,15317.3333333,158.160958801,45952.0,3,15204,15204,15207
801802,81,2,0.005,15260,15277,17,15268.5,8.5,30537.0,2,15260,15260,15260
800203,82,1,0.0025,15529,15529,0,15529.0,0.0,15529.0,1,15529,15529,15529
800404,83,1,0.0025,15198,15198,0,15198.0,0.0,15198.0,1,15198,15198,15198
800202,84,1,0.0025,15420,15420,0,15420.0,0.0,15420.0,1,15420,15420,15420
800806,85,1,0.0025,15208,15208,0,15208.0,0.0,15208.0,1,15208,15208,15208
802101,86,3,0.0075,15102,15263,161,15209.3333333,75.8961278473,45628.0,2,15263,15102,15263
802103,87,2,0.005,15432,15464,32,15448.0,16.0,30896.0,2,15432,15432,15432
800803,88,3,0.0075,15218,15581,363,15342.3333333,168.812190186,46027.0,3,15218,15218,15228
800503,89,6,0.015,15078,15187,109,15138.1666667,44.9496632051,90829.0,6,15078,15078,15129
800502,90,3,0.0075,15033,15192,159,15121.6666667,66.1933195691,45365.0,3,15033,15033,15140
800801,91,1,0.0025,15500,15500,0,15500.0,0.0,15500.0,1,15500,15500,15500
802104,92,5,0.0125,15041,15358,317,15209.6,127.738169707,76048.0,5,15041,15041,15176
801403,93,2,0.005,15185,15396,211,15290.5,105.5,30581.0,2,15185,15185,15185
801408,94,4,0.01,14967,15329,362,15114.75,137.539766977,60459.0,4,14967,14967,15028
802102,95,16,0.04,14838,15216,378,15072.9375,103.532886532,241167.0,16,14838,14838,15074
801404,96,1,0.0025,15352,15352,0,15352.0,0.0,15352.0,1,15352,15352,15352
800802,97,1,0.0025,15228,15228,0,15228.0,0.0,15228.0,1,15228,15228,15228
801407,98,3,0.0075,15042,15343,301,15219.3333333,128.608795275,45658.0,3,15042,15042,15273
800811,99,3,0.0075,15203,15222,19,15210.3333333,8.33999733467,45631.0,3,15203,15203,15206
801405,100,2,0.005,15191,15385,194,15288.0,97.0,30576.0,2,15191,15191,15191
800813,101,2,0.005,15443,15471,28,15457.0,14.0,30914.0,2,15443,15443,15443
800804,102,1,0.0025,15604,15604,0,15604.0,0.0,15604.0,1,15604,15604,15604
800409,103,3,0.0075,15068,15222,154,15161.0,66.8181612039,45483.0,3,15068,15068,15193
801604,104,3,0.0075,15254,15389,135,15321.6666667,55.1140232208,45965.0,3,15254,15254,15322
800704,105,6,0.015,15117,15416,299,15255.5,102.415412252,91533.0,6,15117,15117,15202
801605,106,1,0.0025,15329,15329,0,15329.0,0.0,15329.0,1,15329,15329,15329
801602,107,1,0.0025,15320,15320,0,15320.0,0.0,15320.0,1,15320,15320,15320
801704,108,3,0.0075,15182,15274,92,15219.0,39.6568615332,45657.0,3,15182,15182,15201
801702,109,8,0.02,15180,15271,91,15211.25,36.2172265642,121690.0,6,15185,15180,15185
801902,110,1,0.0025,15410,15410,0,15410.0,0.0,15410.0,1,15410,15410,15410
801703,111,2,0.005,15390,15433,43,15411.5,21.5,30823.0,2,15390,15390,15390
801603,112,1,0.0025,15241,15241,0,15241.0,0.0,15241.0,1,15241,15241,15241
800910,113,2,0.005,15246,15287,41,15266.5,20.5,30533.0,2,15246,15246,15246
801905,114,2,0.005,15343,15423,80,15383.0,40.0,30766.0,2,15343,15343,15343
800701,115,2,0.005,15375,15379,4,15377.0,2.0,30754.0,2,15375,15375,15375
800908,116,2,0.005,15300,15360,60,15330.0,30.0,30660.0,2,15300,15300,15300
801503,117,3,0.0075,15201,15369,168,15276.0,69.7567201064,45828.0,3,15201,15201,15258
801501,118,3,0.0075,15047,15255,208,15164.6666667,87.0874400947,45494.0,3,15047,15047,15192
801502,119,4,0.01,15208,15312,104,15266.75,45.0298512101,61067.0,4,15208,15208,15238
801406,120,5,0.0125,15114,15357,243,15261.6,85.4976023056,76308.0,5,15114,15114,15256
801409,121,2,0.005,15129,15284,155,15206.5,77.5,30413.0,2,15129,15129,15129
801402,122,2,0.005,15318,15393,75,15355.5,37.5,30711.0,2,15318,15318,15318
801610,123,1,0.0025,15331,15331,0,15331.0,0.0,15331.0,1,15331,15331,15331
800710,124,3,0.0075,15316,15374,58,15340.3333333,24.5809320858,46021.0,3,15316,15316,15331
800702,125,1,0.0025,15334,15334,0,15334.0,0.0,15334.0,1,15334,15334,15334
800705,126,6,0.015,15259,15346,87,15321.8333333,29.515062068,91931.0,5,15340,15259,15327
801609,127,3,0.0075,15238,15298,60,15270.6666667,24.7835070611,45812.0,3,15238,15238,15276
800708,128,1,0.0025,15308,15308,0,15308.0,0.0,15308.0,1,15308,15308,15308
800707,129,2,0.005,15146,15240,94,15193.0,47.0,30386.0,2,15146,15146,15146
800711,130,1,0.0025,15319,15319,0,15319.0,0.0,15319.0,1,15319,15319,15319
810304,131,2,0.005,15193,15257,64,15225.0,32.0,30450.0,2,15193,15193,15193
810405,132,4,0.01,15247,15314,67,15287.75,26.6774717693,61151.0,4,15247,15247,15281
810803,133,5,0.0125,15125,15266,141,15212.6,49.5281738005,76063.0,4,15239,15125,15239
810403,134,8,0.02,15145,15351,206,15261.625,68.9437043899,122093.0,8,15145,15145,15275
810302,135,2,0.005,15164,15164,0,15164.0,0.0,30328.0,1,15164,15164,15164
810305,136,2,0.005,15158,15166,8,15162.0,4.0,30324.0,2,15158,15158,15158
810303,137,3,0.0075,15179,15275,96,15243.0,45.2548339959,45729.0,2,15275,15179,15275
810404,138,4,0.01,15166,15258,92,15223.75,36.0719766578,60895.0,4,15166,15166,15221
810106,139,4,0.01,15154,15205,51,15184.0,18.5876302954,60736.0,4,15154,15154,15188
810801,140,1,0.0025,15336,15336,0,15336.0,0.0,15336.0,1,15336,15336,15336
810115,141,2,0.005,15167,15275,108,15221.0,54.0,30442.0,2,15167,15167,15167
810406,142,6,0.015,15178,15322,144,15239.1666667,47.8553956092,91435.0,6,15178,15178,15224
810805,143,2,0.005,15256,15319,63,15287.5,31.5,30575.0,2,15256,15256,15256
810701,144,2,0.005,15186,15199,13,15192.5,6.5,30385.0,2,15186,15186,15186
810702,145,2,0.005,15177,15212,35,15194.5,17.5,30389.0,2,15177,15177,15177
810703,146,3,0.0075,15172,15260,88,15207.3333333,37.9590422545,45622.0,3,15172,15172,15190
810117,147,3,0.0075,15205,15239,34,15221.6666667,13.8884444383,45665.0,3,15205,15205,15221
810704,148,2,0.005,15163,15230,67,15196.5,33.5,30393.0,2,15163,15163,15163
810402,149,6,0.015,15155,15286,131,15215.5,42.9408507911,91293.0,6,15155,15155,15221
