SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15370,15370,0,15370.0,0.0,15370.0,1,15370,15370,15370
100112,2,1,0.0025,15530,15530,0,15530.0,0.0,15530.0,1,15530,15530,15530
104601,3,2,0.005,15324,15359,35,15341.5,17.5,30683.0,2,15324,15324,15324
104101,4,1,0.0025,15490,15490,0,15490.0,0.0,15490.0,1,15490,15490,15490
100302,5,2,0.005,15309,15325,16,15317.0,8.0,30634.0,2,15309,15309,15309
100502,6,1,0.0025,15435,15435,0,15435.0,0.0,15435.0,1,15435,15435,15435
100306,7,1,0.0025,15302,15302,0,15302.0,0.0,15302.0,1,15302,15302,15302
104603,8,1,0.0025,15338,15338,0,15338.0,0.0,15338.0,1,15338,15338,15338
100301,9,1,0.0025,15352,15352,0,15352.0,0.0,15352.0,1,15352,15352,15352
100305,10,1,0.0025,15332,15332,0,15332.0,0.0,15332.0,1,15332,15332,15332
101002,11,1,0.0025,15285,15285,0,15285.0,0.0,15285.0,1,15285,15285,15285
100303,12,1,0.0025,15306,15306,0,15306.0,0.0,15306.0,1,15306,15306,15306
104802,13,1,0.0025,15556,15556,0,15556.0,0.0,15556.0,1,15556,15556,15556
101104,14,1,0.0025,15354,15354,0,15354.0,0.0,15354.0,1,15354,15354,15354
102601,15,1,0.0025,15482,15482,0,15482.0,0.0,15482.0,1,15482,15482,15482
100307,16,1,0.0025,15332,15332,0,15332.0,0.0,15332.0,1,15332,15332,15332
103201,17,2,0.005,15342,15346,4,15344.0,2.0,30688.0,2,15342,15342,15342
103605,18,1,0.0025,15497,15497,0,15497.0,0.0,15497.0,1,15497,15497,15497
100304,19,2,0.005,15249,15299,50,15274.0,25.0,30548.0,2,15249,15249,15249
104201,20,1,0.0025,15406,15406,0,15406.0,0.0,15406.0,1,15406,15406,15406
101105,21,2,0.005,15277,15326,49,15301.5,24.5,30603.0,2,15277,15277,15277
101106,22,1,0.0025,15278,15278,0,15278.0,0.0,15278.0,1,15278,15278,15278
101101,23,1,0.0025,15286,15286,0,15286.0,0.0,15286.0,1,15286,15286,15286
104002,24,1,0.0025,15563,15563,0,15563.0,0.0,15563.0,1,15563,15563,15563
102705,25,1,0.0025,15403,15403,0,15403.0,0.0,15403.0,1,15403,15403,15403
103801,26,1,0.0025,15506,15506,0,15506.0,0.0,15506.0,1,15506,15506,15506
103005,27,1,0.0025,15552,15552,0,15552.0,0.0,15552.0,1,15552,15552,15552
100601,28,1,0.0025,15331,15331,0,15331.0,0.0,15331.0,1,15331,15331,15331
102303,29,1,0.0025,15637,15637,0,15637.0,0.0,15637.0,1,15637,15637,15637
104501,30,1,0.0025,15457,15457,0,15457.0,0.0,15457.0,1,15457,15457,15457
104401,31,1,0.0025,15314,15314,0,15314.0,0.0,15314.0,1,15314,15314,15314
102105,32,3,0.0075,15108,15485,377,15306.3333333,154.536583227,45919.0,3,15108,15108,15326
101103,33,1,0.0025,15327,15327,0,15327.0,0.0,15327.0,1,15327,15327,15327
101901,34,1,0.0025,15539,15539,0,15539.0,0.0,15539.0,1,15539,15539,15539
104801,35,1,0.0025,15525,15525,0,15525.0,0.0,15525.0,1,15525,15525,15525
102107,36,1,0.0025,15271,15271,0,15271.0,0.0,15271.0,1,15271,15271,15271
101803,37,1,0.0025,15496,15496,0,15496.0,0.0,15496.0,1,15496,15496,15496
103903,38,1,0.0025,15450,15450,0,15450.0,0.0,15450.0,1,15450,15450,15450
102201,39,1,0.0025,15525,15525,0,15525.0,0.0,15525.0,1,15525,15525,15525
102302,40,1,0.0025,15516,15516,0,15516.0,0.0,15516.0,1,15516,15516,15516
105001,41,1,0.0025,15496,15496,0,15496.0,0.0,15496.0,1,15496,15496,15496
102401,42,1,0.0025,15355,15355,0,15355.0,0.0,15355.0,1,15355,15355,15355
104701,43,2,0.005,15285,15354,69,15319.5,34.5,30639.0,2,15285,15285,15285
102803,44,1,0.0025,15445,15445,0,15445.0,0.0,15445.0,1,15445,15445,15445
104902,45,1,0.0025,15375,15375,0,15375.0,0.0,15375.0,1,15375,15375,15375
104602,46,2,0.005,15293,15334,41,15313.5,20.5,30627.0,2,15293,15293,15293
