TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
801304,1,2,0.005,15265,15307,42,15286.0,21.0,30572.0,2,15265,15265,15265
800603,2,1,0.0025,15462,15462,0,15462.0,0.0,15462.0,1,15462,15462,15462
801904,3,2,0.005,15244,15316,72,15280.0,36.0,30560.0,2,15244,15244,15244
800905,4,3,0.0075,15111,15146,35,15127.3333333,14.3836326731,45382.0,3,15111,15111,15125
800909,5,1,0.0025,15086,15086,0,15086.0,0.0,15086.0,1,15086,15086,15086
801701,6,3,0.0075,15101,15104,3,15102.3333333,1.24721912361,45307.0,3,15101,15101,15102
801903,7,1,0.0025,15308,15308,0,15308.0,0.0,15308.0,1,15308,15308,15308
800611,8,2,0.005,15300,15419,119,15359.5,59.5,30719.0,2,15300,15300,15300
801204,9,1,0.0025,15355,15355,0,15355.0,0.0,15355.0,1,15355,15355,15355
801101,10,2,0.005,15088,15088,0,15088.0,0.0,30176.0,1,15088,15088,15088
801302,11,4,0.01,15035,15348,313,15234.25,119.942434109,60937.0,4,15035,15035,15252
802003,12,1,0.0025,15325,15325,0,15325.0,0.0,15325.0,1,15325,15325,15325
801215,13,1,0.0025,15537,15537,0,15537.0,0.0,15537.0,1,15537,15537,15537
801206,14,2,0.005,15233,15264,31,15248.5,15.5,30497.0,2,15233,15233,15233
801207,15,1,0.0025,15305,15305,0,15305.0,0.0,15305.0,1,15305,15305,15305
801217,16,1,0.0025,15435,15435,0,15435.0,0.0,15435.0,1,15435,15435,15435
802001,17,1,0.0025,15262,15262,0,15262.0,0.0,15262.0,1,15262,15262,15262
800305,18,2,0.005,15236,15260,24,15248.0,12.0,30496.0,2,15236,15236,15236
801105,19,3,0.0075,15073,15126,53,15104.0,22.5536397654,45312.0,3,15073,15073,15113
801212,20,1,0.0025,15350,15350,0,15350.0,0.0,15350.0,1,15350,15350,15350
801003,21,2,0.005,15078,15092,14,15085.0,7.0,30170.0,2,15078,15078,15078
800302,22,3,0.0075,15000,15172,172,15100.6666667,73.2180912679,45302.0,3,15000,15000,15130
801208,23,1,0.0025,15489,15489,0,15489.0,0.0,15489.0,1,15489,15489,15489
800911,24,4,0.01,15001,15087,86,15057.5,33.6340601177,60230.0,4,15001,15001,15064
801107,25,2,0.005,15074,15095,21,15084.5,10.5,30169.0,2,15074,15074,15074
801213,26,1,0.0025,15454,15454,0,15454.0,0.0,15454.0,1,15454,15454,15454
801218,28,1,0.0025,15270,15270,0,15270.0,0.0,15270.0,1,15270,15270,15270
802301,29,1,0.0025,14911,14911,0,14911.0,0.0,14911.0,1,14911,14911,14911
801301,30,5,0.0125,15170,15272,102,15206.0,38.5590456313,76030.0,5,15170,15170,15185
800906,31,3,0.0075,15005,15168,163,15079.6666667,67.2425130076,45239.0,3,15005,15005,15066
801216,32,1,0.0025,15259,15259,0,15259.0,0.0,15259.0,1,15259,15259,15259
801001,33,2,0.005,15044,15064,20,15054.0,10.0,30108.0,2,15044,15044,15044
801303,34,2,0.005,15311,15346,35,15328.5,17.5,30657.0,2,15311,15311,15311
802304,35,1,0.0025,15413,15413,0,15413.0,0.0,15413.0,1,15413,15413,15413
801203,36,1,0.0025,15390,15390,0,15390.0,0.0,15390.0,1,15390,15390,15390
801104,37,3,0.0075,15005,15113,108,15067.0,45.519226707,45201.0,3,15005,15005,15083
801214,38,3,0.0075,14843,14905,62,14872.0,25.4689353265,44616.0,3,14843,14843,14868
800407,39,1,0.0025,15045,15045,0,15045.0,0.0,15045.0,1,15045,15045,15045
800112,40,1,0.0025,15318,15318,0,15318.0,0.0,15318.0,1,15318,15318,15318
800304,41,4,0.01,14933,15077,144,15009.25,53.946153709,60037.0,4,14933,14933,14989
800106,42,2,0.005,15226,15394,168,15310.0,84.0,30620.0,2,15226,15226,15226
800405,43,1,0.0025,15084,15084,0,15084.0,0.0,15084.0,1,15084,15084,15084
800115,44,1,0.0025,15239,15239,0,15239.0,0.0,15239.0,1,15239,15239,15239
801801,45,1,0.0025,15073,15073,0,15073.0,0.0,15073.0,1,15073,15073,15073
800303,46,1,0.0025,15238,15238,0,15238.0,0.0,15238.0,1,15238,15238,15238
801106,47,1,0.0025,14941,14941,0,14941.0,0.0,14941.0,1,14941,14941,14941
801103,48,2,0.005,15064,15154,90,15109.0,45.0,30218.0,2,15064,15064,15064
800122,49,2,0.005,15271,15316,45,15293.5,22.5,30587.0,2,15271,15271,15271
802202,50,2,0.005,14998,15142,144,15070.0,72.0,30140.0,2,14998,14998,14998
801210,51,1,0.0025,15391,15391,0,15391.0,0.0,15391.0,1,15391,15391,15391
801002,52,1,0.0025,15077,15077,0,15077.0,0.0,15077.0,1,15077,15077,15077
802004,53,2,0.005,15271,15278,7,15274.5,3.5,30549.0,2,15271,15271,15271
802201,54,7,0.0175,14894,15061,167,15000.1428571,54.054016823,105001.0,7,14894,14894,14999
801102,55,3,0.0075,14991,15161,170,15080.3333333,69.6722485801,45241.0,3,14991,14991,15089
800301,56,2,0.005,14979,15033,54,15006.0,27.0,30012.0,2,14979,14979,14979
800101,57,1,0.0025,15433,15433,0,15433.0,0.0,15433.0,1,15433,15433,15433
800119,58,1,0.0025,15384,15384,0,15384.0,0.0,15384.0,1,15384,15384,15384
800416,59,2,0.005,15101,15121,20,15111.0,10.0,30222.0,2,15101,15101,15101
800113,60,1,0.0025,15352,15352,0,15352.0,0.0,15352.0,1,15352,15352,15352
801202,61,3,0.0075,15272,15360,88,15302.0,41.0203201678,45906.0,3,15272,15272,15274
810602,62,4,0.01,14683,14826,143,14777.75,56.2910960988,59111.0,4,14683,14683,14789
810601,63,7,0.0175,14515,14820,305,14637.4285714,119.646929568,102462.0,5,14515,14521,14651
800807,64,2,0.005,15127,15197,70,15162.0,35.0,30324.0,2,15127,15127,15127
800204,65,3,0.0075,14841,15171,330,15028.0,138.26785599,45084.0,3,14841,14841,15072
800501,66,2,0.005,14894,14894,0,14894.0,0.0,29788.0,1,14894,14894,14894
800120,67,3,0.0075,15281,15292,11,15288.3333333,5.18544972742,45865.0,2,15292,15281,15292
810301,68,2,0.005,14825,14861,36,14843.0,18.0,29686.0,2,14825,14825,14825
810603,69,3,0.0075,14545,14801,256,14674.6666667,104.538137645,44024.0,3,14545,14545,14678
800201,70,2,0.005,15027,15182,155,15104.5,77.5,30209.0,2,15027,15027,15027
800205,71,1,0.0025,15284,15284,0,15284.0,0.0,15284.0,1,15284,15284,15284
800403,72,5,0.0125,14728,15070,342,14926.6,153.280918578,74633.0,4,15042,14728,15042
801209,73,1,0.0025,14961,14961,0,14961.0,0.0,14961.0,1,14961,14961,14961
800116,74,3,0.0075,15175,15340,165,15231.3333333,76.8562872436,45694.0,3,15175,15175,15179
801803,75,3,0.0075,15077,15108,31,15088.6666667,13.7679176197,45266.0,3,15077,15077,15081
800410,76,1,0.0025,15049,15049,0,15049.0,0.0,15049.0,1,15049,15049,15049
800406,77,2,0.005,15012,15046,34,15029.0,17.0,30058.0,2,15012,15012,15012
800505,78,2,0.005,14914,15040,126,14977.0,63.0,29954.0,2,14914,14914,14914
800504,79,2,0.005,14938,15030,92,14984.0,46.0,29968.0,2,14938,14938,14938
800121,80,3,0.0075,15164,15288,124,15210.0,55.4496768851,45630.0,3,15164,15164,15178
801802,81,2,0.005,15077,15127,50,15102.0,25.0,30204.0,2,15077,15077,15077
800203,82,1,0.0025,15292,15292,0,15292.0,0.0,15292.0,1,15292,15292,15292
800404,83,1,0.0025,14967,14967,0,14967.0,0.0,14967.0,1,14967,14967,14967
800202,84,1,0.0025,15198,15198,0,15198.0,0.0,15198.0,1,15198,15198,15198
800806,85,1,0.0025,15348,15348,0,15348.0,0.0,15348.0,1,15348,15348,15348
802101,86,3,0.0075,14925,15265,340,15075.0,141.656862406,45225.0,3,14925,14925,15035
802103,87,2,0.005,15021,15094,73,15057.5,36.5,30115.0,2,15021,15021,15021
800803,88,3,0.0075,15108,15295,187,15200.0,76.3718971001,45600.0,3,15108,15108,15197
800503,89,6,0.015,14755,14959,204,14870.1666667,62.1943638034,89221.0,6,14755,14755,14861
800502,90,3,0.0075,14732,14759,27,14744.6666667,11.0855261001,44234.0,3,14732,14732,14743
800801,91,1,0.0025,15226,15226,0,15226.0,0.0,15226.0,1,15226,15226,15226
802104,92,5,0.0125,14850,15095,245,14936.4,86.0897206408,74682.0,5,14850,14850,14931
801403,93,2,0.005,15163,15190,27,15176.5,13.5,30353.0,2,15163,15163,15163
801408,94,4,0.01,15045,15155,110,15105.75,47.4203279196,60423.0,4,15045,15045,15074
802102,95,16,0.04,14843,15278,435,14998.625,122.381511573,239978.0,16,14843,14843,14971
801404,96,1,0.0025,15076,15076,0,15076.0,0.0,15076.0,1,15076,15076,15076
800802,97,1,0.0025,15084,15084,0,15084.0,0.0,15084.0,1,15084,15084,15084
801407,98,3,0.0075,15078,15356,278,15179.6666667,125.172769492,45539.0,3,15078,15078,15105
800811,99,3,0.0075,15072,15240,168,15139.0,72.6773692424,45417.0,3,15072,15072,15105
801405,100,2,0.005,15133,15170,37,15151.5,18.5,30303.0,2,15133,15133,15133
