SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15569,15569,0,15569.0,0.0,15569.0,1,15569,15569,15569
100112,2,1,0.0025,15756,15756,0,15756.0,0.0,15756.0,1,15756,15756,15756
104601,3,2,0.005,15506,15508,2,15507.0,1.0,31014.0,2,15506,15506,15506
104101,4,1,0.0025,15686,15686,0,15686.0,0.0,15686.0,1,15686,15686,15686
100302,5,2,0.005,15474,15527,53,15500.5,26.5,31001.0,2,15474,15474,15474
100502,6,1,0.0025,15616,15616,0,15616.0,0.0,15616.0,1,15616,15616,15616
100306,7,1,0.0025,15581,15581,0,15581.0,0.0,15581.0,1,15581,15581,15581
104603,8,1,0.0025,15619,15619,0,15619.0,0.0,15619.0,1,15619,15619,15619
100301,9,1,0.0025,15613,15613,0,15613.0,0.0,15613.0,1,15613,15613,15613
100305,10,1,0.0025,15566,15566,0,15566.0,0.0,15566.0,1,15566,15566,15566
101002,11,1,0.0025,15542,15542,0,15542.0,0.0,15542.0,1,15542,15542,15542
100303,12,1,0.0025,15460,15460,0,15460.0,0.0,15460.0,1,15460,15460,15460
104802,13,1,0.0025,15718,15718,0,15718.0,0.0,15718.0,1,15718,15718,15718
101104,14,1,0.0025,15567,15567,0,15567.0,0.0,15567.0,1,15567,15567,15567
102601,15,1,0.0025,15706,15706,0,15706.0,0.0,15706.0,1,15706,15706,15706
100307,16,1,0.0025,15557,15557,0,15557.0,0.0,15557.0,1,15557,15557,15557
103201,17,2,0.005,15707,15736,29,15721.5,14.5,31443.0,2,15707,15707,15707
103605,18,1,0.0025,15677,15677,0,15677.0,0.0,15677.0,1,15677,15677,15677
100304,19,2,0.005,15455,15535,80,15495.0,40.0,30990.0,2,15455,15455,15455
104201,20,1,0.0025,15578,15578,0,15578.0,0.0,15578.0,1,15578,15578,15578
101105,21,2,0.005,15496,15584,88,15540.0,44.0,31080.0,2,15496,15496,15496
101106,22,1,0.0025,15488,15488,0,15488.0,0.0,15488.0,1,15488,15488,15488
101101,23,1,0.0025,15688,15688,0,15688.0,0.0,15688.0,1,15688,15688,15688
104002,24,1,0.0025,15727,15727,0,15727.0,0.0,15727.0,1,15727,15727,15727
102705,25,1,0.0025,15707,15707,0,15707.0,0.0,15707.0,1,15707,15707,15707
103801,26,1,0.0025,15701,15701,0,15701.0,0.0,15701.0,1,15701,15701,15701
103005,27,1,0.0025,15769,15769,0,15769.0,0.0,15769.0,1,15769,15769,15769
100601,28,1,0.0025,15749,15749,0,15749.0,0.0,15749.0,1,15749,15749,15749
102303,29,1,0.0025,15705,15705,0,15705.0,0.0,15705.0,1,15705,15705,15705
104501,30,1,0.0025,15705,15705,0,15705.0,0.0,15705.0,1,15705,15705,15705
104401,31,1,0.0025,15614,15614,0,15614.0,0.0,15614.0,1,15614,15614,15614
102105,32,3,0.0075,15282,15768,486,15558.6666667,204.041390137,46676.0,3,15282,15282,15626
101103,33,1,0.0025,15568,15568,0,15568.0,0.0,15568.0,1,15568,15568,15568
101901,34,1,0.0025,15736,15736,0,15736.0,0.0,15736.0,1,15736,15736,15736
104801,35,1,0.0025,15676,15676,0,15676.0,0.0,15676.0,1,15676,15676,15676
102107,36,1,0.0025,15607,15607,0,15607.0,0.0,15607.0,1,15607,15607,15607
101803,37,1,0.0025,15737,15737,0,15737.0,0.0,15737.0,1,15737,15737,15737
103903,38,1,0.0025,15789,15789,0,15789.0,0.0,15789.0,1,15789,15789,15789
102201,39,1,0.0025,15766,15766,0,15766.0,0.0,15766.0,1,15766,15766,15766
102302,40,1,0.0025,15719,15719,0,15719.0,0.0,15719.0,1,15719,15719,15719
105001,41,1,0.0025,15784,15784,0,15784.0,0.0,15784.0,1,15784,15784,15784
102401,42,1,0.0025,15632,15632,0,15632.0,0.0,15632.0,1,15632,15632,15632
104701,43,2,0.005,15678,15747,69,15712.5,34.5,31425.0,2,15678,15678,15678
102803,44,1,0.0025,15745,15745,0,15745.0,0.0,15745.0,1,15745,15745,15745
104902,45,1,0.0025,15748,15748,0,15748.0,0.0,15748.0,1,15748,15748,15748
104602,46,2,0.005,15486,15543,57,15514.5,28.5,31029.0,2,15486,15486,15486
