SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15177,15177,0,15177.0,0.0,15177.0,1,15177,15177,15177
100112,2,1,0.0025,15294,15294,0,15294.0,0.0,15294.0,1,15294,15294,15294
104601,3,2,0.005,15112,15143,31,15127.5,15.5,30255.0,2,15112,15112,15112
104101,4,1,0.0025,15323,15323,0,15323.0,0.0,15323.0,1,15323,15323,15323
100302,5,2,0.005,15022,15039,17,15030.5,8.5,30061.0,2,15022,15022,15022
100502,6,1,0.0025,15326,15326,0,15326.0,0.0,15326.0,1,15326,15326,15326
100306,7,1,0.0025,15157,15157,0,15157.0,0.0,15157.0,1,15157,15157,15157
104603,8,1,0.0025,15210,15210,0,15210.0,0.0,15210.0,1,15210,15210,15210
100301,9,1,0.0025,15025,15025,0,15025.0,0.0,15025.0,1,15025,15025,15025
100305,10,1,0.0025,15198,15198,0,15198.0,0.0,15198.0,1,15198,15198,15198
101002,11,1,0.0025,15171,15171,0,15171.0,0.0,15171.0,1,15171,15171,15171
100303,12,1,0.0025,15071,15071,0,15071.0,0.0,15071.0,1,15071,15071,15071
104802,13,1,0.0025,15248,15248,0,15248.0,0.0,15248.0,1,15248,15248,15248
101104,14,1,0.0025,15031,15031,0,15031.0,0.0,15031.0,1,15031,15031,15031
102601,15,1,0.0025,15294,15294,0,15294.0,0.0,15294.0,1,15294,15294,15294
100307,16,1,0.0025,15020,15020,0,15020.0,0.0,15020.0,1,15020,15020,15020
103201,17,2,0.005,15188,15207,19,15197.5,9.5,30395.0,2,15188,15188,15188
103605,18,1,0.0025,15409,15409,0,15409.0,0.0,15409.0,1,15409,15409,15409
100304,19,2,0.005,14990,15093,103,15041.5,51.5,30083.0,2,14990,14990,14990
104201,20,1,0.0025,15212,15212,0,15212.0,0.0,15212.0,1,15212,15212,15212
101105,21,2,0.005,15027,15072,45,15049.5,22.5,30099.0,2,15027,15027,15027
101106,22,1,0.0025,15001,15001,0,15001.0,0.0,15001.0,1,15001,15001,15001
101101,23,1,0.0025,15125,15125,0,15125.0,0.0,15125.0,1,15125,15125,15125
104002,24,1,0.0025,15263,15263,0,15263.0,0.0,15263.0,1,15263,15263,15263
102705,25,1,0.0025,15345,15345,0,15345.0,0.0,15345.0,1,15345,15345,15345
103801,26,1,0.0025,15384,15384,0,15384.0,0.0,15384.0,1,15384,15384,15384
103005,27,1,0.0025,15228,15228,0,15228.0,0.0,15228.0,1,15228,15228,15228
100601,28,1,0.0025,15210,15210,0,15210.0,0.0,15210.0,1,15210,15210,15210
102303,29,1,0.0025,15164,15164,0,15164.0,0.0,15164.0,1,15164,15164,15164
104501,30,1,0.0025,15387,15387,0,15387.0,0.0,15387.0,1,15387,15387,15387
104401,31,1,0.0025,15169,15169,0,15169.0,0.0,15169.0,1,15169,15169,15169
102105,32,3,0.0075,14906,15231,325,15084.0,134.479242512,45252.0,3,14906,14906,15115
101103,33,1,0.0025,15087,15087,0,15087.0,0.0,15087.0,1,15087,15087,15087
101901,34,1,0.0025,15286,15286,0,15286.0,0.0,15286.0,1,15286,15286,15286
104801,35,1,0.0025,15146,15146,0,15146.0,0.0,15146.0,1,15146,15146,15146
102107,36,1,0.0025,15098,15098,0,15098.0,0.0,15098.0,1,15098,15098,15098
101803,37,1,0.0025,15284,15284,0,15284.0,0.0,15284.0,1,15284,15284,15284
103903,38,1,0.0025,15364,15364,0,15364.0,0.0,15364.0,1,15364,15364,15364
102201,39,1,0.0025,15308,15308,0,15308.0,0.0,15308.0,1,15308,15308,15308
102302,40,1,0.0025,15143,15143,0,15143.0,0.0,15143.0,1,15143,15143,15143
105001,41,1,0.0025,15198,15198,0,15198.0,0.0,15198.0,1,15198,15198,15198
102401,42,1,0.0025,15225,15225,0,15225.0,0.0,15225.0,1,15225,15225,15225
104701,43,2,0.005,15270,15343,73,15306.5,36.5,30613.0,2,15270,15270,15270
102803,44,1,0.0025,15312,15312,0,15312.0,0.0,15312.0,1,15312,15312,15312
104902,45,1,0.0025,15257,15257,0,15257.0,0.0,15257.0,1,15257,15257,15257
104602,46,2,0.005,15094,15143,49,15118.5,24.5,30237.0,2,15094,15094,15094
