,addrcode,temperature
0,801304,28.53
1,801904,27.21
2,800905,28.2
3,800909,27.69
4,801701,27.94
5,801903,23.75
6,800611,28.89
7,801204,29.31
8,801101,28.17
9,801302,24.63
10,802003,27.23
11,801215,30.47
12,801206,31.97
13,801207,28.75
14,801217,25.77
15,802001,27.23
16,800305,26.07
17,801105,29.84
18,801212,31.09
19,801003,27.51
20,800302,24.26
21,801208,27.27
22,800911,24.8
23,801107,26.78
24,801213,20.07
25,800912,28.05
26,801218,13.55
27,802301,30.17
28,801301,26.65
29,800906,22.64
30,801216,25.77
31,801001,26.57
32,801303,27.27
33,802304,29.69
34,801203,16.43
35,801104,28.18
36,801214,26.43
37,800112,28.19
38,800304,27.28
39,800106,20.99
40,800405,25.89
41,800115,29.33
42,801801,28.49
43,800303,28.53
44,801106,28.7
45,801103,30.43
46,800122,28.48
47,801210,30.29
48,801002,27.09
49,802004,27.81
50,802201,23.55
51,801102,28.82
52,800301,25.18
53,800119,24.25
54,800113,28.19
55,801202,28.68
56,810601,27.39
57,800807,29.21
58,800204,28.0
59,800501,25.13
60,800120,28.85
61,810301,16.75
62,810603,27.75
63,800201,28.45
64,800205,27.83
65,800403,26.65
66,801209,18.25
67,800116,28.57
68,801803,27.49
69,800410,28.15
70,800406,26.84
71,800505,27.73
72,800504,26.13
73,800121,18.35
74,801802,26.97
75,800203,28.85
76,800404,27.03
77,800202,28.85
78,800806,30.51
79,802101,28.48
80,802103,30.68
81,800503,25.45
82,800502,24.9
83,802104,29.39
84,801403,29.91
85,801408,26.1
86,802102,26.71
87,801404,30.09
88,801407,28.4
89,800811,29.23
90,801405,29.91
91,800813,29.33
92,800409,26.66
93,801604,31.57
94,800704,30.38
95,801605,31.75
96,801602,30.89
97,801704,26.82
98,801702,27.45
99,801902,23.95
100,801703,27.43
101,801603,30.53
102,800910,23.79
103,801905,24.45
104,800701,27.13
105,800908,23.31
106,801503,28.11
107,801501,28.66
108,801502,28.38
109,801406,28.97
110,801409,28.27
111,801402,30.27
112,801610,30.55
113,800710,25.86
114,800702,28.63
115,800705,25.87
116,801609,31.11
117,800708,29.61
118,800707,30.43
119,800711,29.87
120,810304,19.85
121,810405,24.93
122,810803,27.85
123,810403,25.44
124,810302,28.91
125,810303,21.51
126,810404,21.98
127,810106,28.45
128,810801,27.89
129,810115,26.69
130,810406,27.25
131,810805,28.71
132,810701,28.35
133,810702,27.95
134,810703,28.48
135,810117,29.06
136,810704,27.53
137,810402,28.47
138,810401,26.63
139,810806,29.43
140,810116,27.93
141,810118,28.1
142,810804,27.33
143,810807,27.61
144,810204,28.23
145,810203,28.44
146,810201,27.83
147,810111,27.97
148,810506,28.1
149,810508,28.23
150,810509,28.35
151,810501,26.8
152,810202,27.69
153,810502,26.08
154,810505,27.11
155,810504,27.79
156,810105,27.88
157,810407,27.53
158,810103,28.14
159,810206,28.08
160,810808,28.68
161,810507,25.09
162,810503,26.85
163,810205,27.77
164,810604,26.73
165,802303,29.93
166,800904,28.03
167,800607,30.55
168,801611,21.45
169,801608,20.33
170,800913,27.74
171,800601,30.17
172,800903,27.69
173,801305,29.71
174,801306,26.69
175,800902,25.97
176,800605,13.55
177,800612,30.32
178,801906,24.01
179,800613,29.17
180,801606,27.05
181,800706,25.08
182,800907,27.91
183,801601,28.99
184,800603,
185,800407,
186,802202,
187,800101,
188,800416,
189,810602,
190,800803,
191,800801,
192,800802,
193,800804,
194,810305,
195,800606,
196,801201,
197,810102,
