,addrcode,temperature
0,104601,31.19
1,100302,31.57
2,100306,31.33
3,100301,30.57
4,100305,31.33
5,100303,32.41
6,101104,30.25
7,100307,30.93
8,101105,30.24
9,101106,30.85
10,102105,28.35
11,102107,30.57
12,101803,32.07
13,103903,32.07
14,102302,21.25
15,102401,33.05
16,104701,38.49
17,102803,32.07
18,104602,31.87
19,100508,
20,100112,
21,104101,
22,100502,
23,104603,
24,101002,
25,104802,
26,102601,
27,103201,
28,103605,
29,100304,
30,104201,
31,101101,
32,104002,
33,102705,
34,103801,
35,103005,
36,100601,
37,102303,
38,104501,
39,104401,
40,101103,
41,101901,
42,104801,
43,102201,
44,105001,
45,104902,
