TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
801304,1,2,0.005,15199,15277,78,15238.0,39.0,30476.0,2,15199,15199,15199
800603,2,1,0.0025,15217,15217,0,15217.0,0.0,15217.0,1,15217,15217,15217
801904,3,2,0.005,15270,15301,31,15285.5,15.5,30571.0,2,15270,15270,15270
800905,4,4,0.01,15186,15246,60,15211.25,21.7413776012,60845.0,4,15186,15186,15206
800909,5,1,0.0025,15215,15215,0,15215.0,0.0,15215.0,1,15215,15215,15215
801701,6,3,0.0075,15197,15230,33,15210.0,14.3527000944,45630.0,3,15197,15197,15203
801903,7,1,0.0025,15257,15257,0,15257.0,0.0,15257.0,1,15257,15257,15257
800611,8,2,0.005,15167,15254,87,15210.5,43.5,30421.0,2,15167,15167,15167
801204,9,1,0.0025,15157,15157,0,15157.0,0.0,15157.0,1,15157,15157,15157
801101,10,2,0.005,15271,15276,5,15273.5,2.5,30547.0,2,15271,15271,15271
801302,11,4,0.01,15000,15220,220,15152.25,88.770420186,60609.0,4,15000,15000,15185
802003,12,1,0.0025,15250,15250,0,15250.0,0.0,15250.0,1,15250,15250,15250
801215,13,1,0.0025,15225,15225,0,15225.0,0.0,15225.0,1,15225,15225,15225
801206,14,2,0.005,15137,15185,48,15161.0,24.0,30322.0,2,15137,15137,15137
801207,15,1,0.0025,15180,15180,0,15180.0,0.0,15180.0,1,15180,15180,15180
801217,16,1,0.0025,15161,15161,0,15161.0,0.0,15161.0,1,15161,15161,15161
802001,17,1,0.0025,15264,15264,0,15264.0,0.0,15264.0,1,15264,15264,15264
800305,18,2,0.005,15222,15297,75,15259.5,37.5,30519.0,2,15222,15222,15222
801105,19,4,0.01,15221,15313,92,15268.25,32.7060774169,61073.0,4,15221,15221,15265
801212,20,1,0.0025,15184,15184,0,15184.0,0.0,15184.0,1,15184,15184,15184
801003,21,2,0.005,15256,15276,20,15266.0,10.0,30532.0,2,15256,15256,15256
