,addrcode,temperature
0,801304,32.05
1,800603,32.39
2,801904,31.29
3,800905,33.33
4,800909,33.25
5,801701,32.2
6,801903,31.17
7,800611,32.33
8,801204,34.87
9,801101,33.53
10,801302,29.61
11,802003,32.35
12,801215,35.11
13,801206,34.46
14,801207,33.07
15,801217,32.17
16,802001,33.93
17,800305,33.11
18,801105,32.73
19,801212,33.87
20,801003,32.78
21,800302,29.6
22,801208,33.43
23,800911,31.07
24,801107,32.26
25,801213,34.71
26,800912,33.13
27,801218,31.77
28,802301,31.79
29,801301,31.65
30,800906,32.51
31,801216,31.21
32,801001,32.69
33,801303,31.41
34,802304,35.29
35,801203,33.67
36,801104,31.98
37,801214,30.67
38,800407,32.91
39,800112,32.75
40,800304,29.27
41,800106,34.45
42,800405,32.55
43,800115,34.25
44,801801,32.55
45,800303,33.15
46,801106,32.94
47,801103,33.45
48,800122,34.56
49,802202,31.62
50,801210,33.15
51,801002,31.31
52,802004,34.79
53,802201,30.03
54,801102,33.96
55,800301,29.96
56,800101,36.05
57,800119,32.07
58,800416,32.87
59,800113,34.03
60,801202,32.93
61,810602,31.59
62,810601,31.27
63,800807,30.09
64,800204,27.87
65,800501,29.22
66,800120,30.46
67,810301,23.92
68,810603,31.65
69,800201,30.93
70,800205,32.01
71,800403,29.79
72,801209,28.29
73,800116,32.35
74,801803,32.63
75,800410,33.27
76,800406,32.07
77,800505,32.77
78,800504,30.16
79,800121,32.61
80,801802,33.03
81,800203,30.65
82,800404,32.83
83,800202,30.85
84,800806,31.37
85,802101,31.79
86,802103,30.77
87,800803,30.68
88,800503,29.49
89,800502,27.3
90,800801,33.17
91,802104,30.09
92,801403,30.08
93,801408,29.44
94,802102,29.08
95,801404,30.57
96,800802,30.15
97,801407,29.27
98,800811,30.26
99,801405,30.6
100,800813,30.73
101,800804,31.99
102,800409,29.41
103,801604,32.79
104,800704,31.1
105,801605,34.97
106,801602,33.75
107,801704,33.16
108,801702,32.17
109,801902,31.65
110,801703,32.58
111,801603,32.63
112,800910,29.2
113,801905,30.22
114,800701,31.11
115,800908,31.97
116,801503,30.79
117,801501,31.0
118,801502,31.23
119,801406,30.79
120,801409,30.77
121,801402,31.49
122,801610,37.41
123,800710,31.11
124,800702,31.29
125,800705,28.54
126,801609,33.76
127,800708,30.87
128,800707,31.28
129,800711,31.49
130,810304,30.66
131,810405,32.89
132,810803,31.85
133,810403,33.0
134,810302,28.89
135,810305,27.59
136,810303,31.14
137,810404,31.69
138,810106,29.58
139,810801,33.75
140,810115,30.77
141,810406,33.41
142,810805,33.53
143,810701,31.43
144,810702,32.57
145,810703,32.58
146,810117,31.53
147,810704,31.72
148,810402,31.94
149,810401,33.1
150,810806,31.33
151,810116,31.91
152,810118,33.2
153,810804,33.79
154,810807,32.61
155,810204,32.27
156,810203,32.79
157,810201,32.98
158,810111,31.46
159,810506,32.04
160,810508,32.23
161,810509,31.65
162,810501,31.79
163,810202,32.44
164,810502,29.55
165,810505,28.38
166,810504,30.69
167,810105,30.39
168,810407,33.52
169,810103,32.48
170,810206,32.82
171,810808,33.66
172,810507,32.06
173,810503,32.73
174,810205,32.0
175,810604,31.98
176,802303,32.14
177,800904,34.43
178,800607,32.59
179,801611,32.33
180,801608,32.11
181,800606,32.09
182,800913,31.88
183,800601,32.05
184,800903,34.89
185,801305,32.04
186,801306,32.27
187,800902,31.91
188,800605,31.89
189,800612,32.37
190,801906,30.29
191,800613,31.34
192,801606,32.81
193,800706,31.51
194,800907,32.86
195,801601,32.64
196,801201,
197,810102,
