,addrcode,temperature
0,104605,32.95
1,104604,32.83
2,103704,35.47
3,100108,32.85
4,102005,32.85
5,100101,32.85
6,103701,35.47
7,100110,35.47
8,103702,35.47
9,100109,32.85
10,102004,32.85
11,101702,38.79
12,100805,35.47
13,104203,36.15
14,104202,33.95
15,104102,36.49
16,100111,35.47
17,100107,35.47
18,101904,34.07
19,101907,34.07
20,103703,35.47
21,103001,36.57
22,103002,36.57
23,104302,36.83
24,103802,37.39
25,102902,34.73
26,103604,36.89
27,101601,34.41
28,100801,35.21
29,102208,33.61
30,103902,36.21
31,101302,35.21
32,104502,37.23
33,104503,37.23
34,101903,34.07
35,101602,34.41
36,103004,36.57
37,102704,37.39
38,100308,32.23
39,102901,34.73
40,101801,34.41
41,100401,35.21
42,100204,35.47
43,103602,36.89
44,100203,35.47
45,100608,37.23
46,102007,32.85
47,100405,35.21
48,100404,35.21
49,101001,33.71
50,103003,36.57
51,102701,36.67
52,102502,34.73
53,101704,38.79
54,101802,35.21
55,101502,34.41
56,102206,34.41
57,103302,36.21
58,100702,35.21
59,100703,35.21
60,100704,35.21
61,103901,36.21
62,100102,34.41
63,102209,34.41
64,100403,35.21
65,102202,33.61
66,100402,35.21
67,100206,35.47
68,101902,32.85
69,102501,32.85
70,101401,35.47
71,103102,35.21
72,103203,35.87
73,101701,38.79
74,102503,32.85
75,101506,34.41
76,104001,34.29
77,104004,33.93
78,103501,34.29
79,100905,35.35
80,103103,34.21
81,102210,34.41
82,102207,33.61
83,100104,35.47
84,103301,36.21
85,102009,32.85
86,100202,35.47
87,102504,32.85
88,100201,35.47
89,101905,34.07
90,101102,34.47
91,102006,32.85
92,100701,35.21
93,104003,34.83
94,100802,35.21
95,100103,34.41
96,103401,36.59
97,101501,34.41
98,101303,35.21
99,102802,35.21
100,101507,34.41
101,101301,35.21
102,102801,35.21
103,100803,35.47
104,100105,32.85
105,100804,35.47
106,100106,35.47
107,103303,36.21
108,101505,34.41
109,103101,36.01
110,103202,35.87
111,103504,36.01
112,101204,34.21
113,102402,36.01
114,103503,36.01
115,101504,34.41
116,101203,34.21
117,101804,35.21
118,101503,34.41
119,103502,34.41
120,104301,36.83
121,104504,37.23
122,104901,31.91
