SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15382,15382,0,15382.0,0.0,15382.0,1,15382,15382,15382
100112,2,1,0.0025,15613,15613,0,15613.0,0.0,15613.0,1,15613,15613,15613
104601,3,2,0.005,15284,15347,63,15315.5,31.5,30631.0,2,15284,15284,15284
104101,4,1,0.0025,15537,15537,0,15537.0,0.0,15537.0,1,15537,15537,15537
100302,5,2,0.005,15251,15325,74,15288.0,37.0,30576.0,2,15251,15251,15251
100502,6,1,0.0025,15447,15447,0,15447.0,0.0,15447.0,1,15447,15447,15447
100306,7,1,0.0025,15311,15311,0,15311.0,0.0,15311.0,1,15311,15311,15311
104603,8,1,0.0025,15454,15454,0,15454.0,0.0,15454.0,1,15454,15454,15454
100301,9,1,0.0025,15291,15291,0,15291.0,0.0,15291.0,1,15291,15291,15291
100305,10,1,0.0025,15480,15480,0,15480.0,0.0,15480.0,1,15480,15480,15480
101002,11,1,0.0025,15350,15350,0,15350.0,0.0,15350.0,1,15350,15350,15350
100303,12,1,0.0025,15282,15282,0,15282.0,0.0,15282.0,1,15282,15282,15282
104802,13,1,0.0025,15523,15523,0,15523.0,0.0,15523.0,1,15523,15523,15523
101104,14,1,0.0025,15291,15291,0,15291.0,0.0,15291.0,1,15291,15291,15291
102601,15,1,0.0025,15590,15590,0,15590.0,0.0,15590.0,1,15590,15590,15590
100307,16,1,0.0025,15435,15435,0,15435.0,0.0,15435.0,1,15435,15435,15435
103201,17,2,0.005,15454,15477,23,15465.5,11.5,30931.0,2,15454,15454,15454
103605,18,1,0.0025,15542,15542,0,15542.0,0.0,15542.0,1,15542,15542,15542
100304,19,2,0.005,15269,15320,51,15294.5,25.5,30589.0,2,15269,15269,15269
104201,20,1,0.0025,15452,15452,0,15452.0,0.0,15452.0,1,15452,15452,15452
101105,21,2,0.005,15281,15289,8,15285.0,4.0,30570.0,2,15281,15281,15281
101106,22,1,0.0025,15282,15282,0,15282.0,0.0,15282.0,1,15282,15282,15282
101101,23,1,0.0025,15543,15543,0,15543.0,0.0,15543.0,1,15543,15543,15543
104002,24,1,0.0025,15531,15531,0,15531.0,0.0,15531.0,1,15531,15531,15531
102705,25,1,0.0025,15503,15503,0,15503.0,0.0,15503.0,1,15503,15503,15503
103801,26,1,0.0025,15636,15636,0,15636.0,0.0,15636.0,1,15636,15636,15636
103005,27,1,0.0025,15591,15591,0,15591.0,0.0,15591.0,1,15591,15591,15591
100601,28,1,0.0025,15503,15503,0,15503.0,0.0,15503.0,1,15503,15503,15503
102303,29,1,0.0025,15460,15460,0,15460.0,0.0,15460.0,1,15460,15460,15460
104501,30,1,0.0025,15559,15559,0,15559.0,0.0,15559.0,1,15559,15559,15559
104401,31,1,0.0025,15374,15374,0,15374.0,0.0,15374.0,1,15374,15374,15374
102105,32,3,0.0075,15113,15542,429,15384.0,192.504545401,46152.0,3,15113,15113,15497
101103,33,1,0.0025,15487,15487,0,15487.0,0.0,15487.0,1,15487,15487,15487
101901,34,1,0.0025,15599,15599,0,15599.0,0.0,15599.0,1,15599,15599,15599
104801,35,1,0.0025,15438,15438,0,15438.0,0.0,15438.0,1,15438,15438,15438
102107,36,1,0.0025,15404,15404,0,15404.0,0.0,15404.0,1,15404,15404,15404
101803,37,1,0.0025,15566,15566,0,15566.0,0.0,15566.0,1,15566,15566,15566
103903,38,1,0.0025,15532,15532,0,15532.0,0.0,15532.0,1,15532,15532,15532
102201,39,1,0.0025,15619,15619,0,15619.0,0.0,15619.0,1,15619,15619,15619
102302,40,1,0.0025,15524,15524,0,15524.0,0.0,15524.0,1,15524,15524,15524
105001,41,1,0.0025,15527,15527,0,15527.0,0.0,15527.0,1,15527,15527,15527
102401,42,1,0.0025,15478,15478,0,15478.0,0.0,15478.0,1,15478,15478,15478
104701,43,2,0.005,15436,15441,5,15438.5,2.5,30877.0,2,15436,15436,15436
102803,44,1,0.0025,15593,15593,0,15593.0,0.0,15593.0,1,15593,15593,15593
104902,45,1,0.0025,15517,15517,0,15517.0,0.0,15517.0,1,15517,15517,15517
104602,46,2,0.005,15276,15348,72,15312.0,36.0,30624.0,2,15276,15276,15276
