TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
801304,1,2,0.005,15237,15263,26,15250.0,13.0,30500.0,2,15237,15237,15237
800603,2,1,0.0025,15166,15166,0,15166.0,0.0,15166.0,1,15166,15166,15166
801904,3,2,0.005,15220,15242,22,15231.0,11.0,30462.0,2,15220,15220,15220
800905,4,4,0.01,15085,15154,69,15125.5,25.1843205189,60502.0,4,15085,15085,15129
800909,5,1,0.0025,15175,15175,0,15175.0,0.0,15175.0,1,15175,15175,15175
801701,6,3,0.0075,15140,15167,27,15153.0,11.0453610172,45459.0,3,15140,15140,15152
801903,7,1,0.0025,15235,15235,0,15235.0,0.0,15235.0,1,15235,15235,15235
800611,8,2,0.005,15149,15150,1,15149.5,0.5,30299.0,2,15149,15149,15149
801204,9,1,0.0025,15164,15164,0,15164.0,0.0,15164.0,1,15164,15164,15164
801101,10,2,0.005,15167,15178,11,15172.5,5.5,30345.0,2,15167,15167,15167
801302,11,4,0.01,14990,15233,243,15151.75,95.4656351783,60607.0,4,14990,14990,15177
802003,12,1,0.0025,15216,15216,0,15216.0,0.0,15216.0,1,15216,15216,15216
801215,13,1,0.0025,15295,15295,0,15295.0,0.0,15295.0,1,15295,15295,15295
801206,14,2,0.005,15206,15305,99,15255.5,49.5,30511.0,2,15206,15206,15206
801207,15,1,0.0025,15297,15297,0,15297.0,0.0,15297.0,1,15297,15297,15297
801217,16,1,0.0025,15283,15283,0,15283.0,0.0,15283.0,1,15283,15283,15283
802001,17,1,0.0025,15265,15265,0,15265.0,0.0,15265.0,1,15265,15265,15265
800305,18,2,0.005,15155,15226,71,15190.5,35.5,30381.0,2,15155,15155,15155
801105,19,4,0.01,15110,15174,64,15137.0,25.7875939165,60548.0,4,15110,15110,15116
801212,20,1,0.0025,15255,15255,0,15255.0,0.0,15255.0,1,15255,15255,15255
801003,21,2,0.005,15125,15173,48,15149.0,24.0,30298.0,2,15125,15125,15125
800302,22,3,0.0075,15003,15119,116,15077.0,52.4849184687,45231.0,3,15003,15003,15109
801208,23,1,0.0025,15320,15320,0,15320.0,0.0,15320.0,1,15320,15320,15320
800911,24,4,0.01,15071,15181,110,15131.25,43.4877856415,60525.0,4,15071,15071,15110
801107,25,3,0.0075,15089,15168,79,15121.0,33.950945004,45363.0,3,15089,15089,15106
801213,26,1,0.0025,15285,15285,0,15285.0,0.0,15285.0,1,15285,15285,15285
800912,27,1,0.0025,15156,15156,0,15156.0,0.0,15156.0,1,15156,15156,15156
801218,28,1,0.0025,15189,15189,0,15189.0,0.0,15189.0,1,15189,15189,15189
802301,29,1,0.0025,15204,15204,0,15204.0,0.0,15204.0,1,15204,15204,15204
801301,30,5,0.0125,15170,15270,100,15234.8,35.8295967043,76174.0,5,15170,15170,15243
800906,31,3,0.0075,15030,15189,159,15113.0,65.099923195,45339.0,3,15030,15030,15120
801216,32,1,0.0025,15249,15249,0,15249.0,0.0,15249.0,1,15249,15249,15249
801001,33,2,0.005,15132,15135,3,15133.5,1.5,30267.0,2,15132,15132,15132
801303,34,2,0.005,15179,15233,54,15206.0,27.0,30412.0,2,15179,15179,15179
802304,35,1,0.0025,15224,15224,0,15224.0,0.0,15224.0,1,15224,15224,15224
801203,36,1,0.0025,15217,15217,0,15217.0,0.0,15217.0,1,15217,15217,15217
801104,37,4,0.01,15149,15172,23,15158.75,9.6792303413,60635.0,4,15149,15149,15150
801214,38,3,0.0075,15058,15254,196,15161.3333333,80.3713602942,45484.0,3,15058,15058,15172
800407,39,1,0.0025,15154,15154,0,15154.0,0.0,15154.0,1,15154,15154,15154
800112,40,1,0.0025,15238,15238,0,15238.0,0.0,15238.0,1,15238,15238,15238
800304,41,4,0.01,15000,15255,255,15113.0,91.512294256,60452.0,4,15000,15000,15090
800106,42,2,0.005,15224,15233,9,15228.5,4.5,30457.0,2,15224,15224,15224
800405,43,1,0.0025,15155,15155,0,15155.0,0.0,15155.0,1,15155,15155,15155
800115,44,1,0.0025,15317,15317,0,15317.0,0.0,15317.0,1,15317,15317,15317
801801,45,1,0.0025,15149,15149,0,15149.0,0.0,15149.0,1,15149,15149,15149
800303,46,1,0.0025,15238,15238,0,15238.0,0.0,15238.0,1,15238,15238,15238
801106,47,2,0.005,15188,15203,15,15195.5,7.5,30391.0,2,15188,15188,15188
801103,48,2,0.005,15144,15183,39,15163.5,19.5,30327.0,2,15144,15144,15144
800122,49,2,0.005,15218,15236,18,15227.0,9.0,30454.0,2,15218,15218,15218
802202,50,2,0.005,15139,15158,19,15148.5,9.5,30297.0,2,15139,15139,15139
801210,51,1,0.0025,15258,15258,0,15258.0,0.0,15258.0,1,15258,15258,15258
801002,52,1,0.0025,15131,15131,0,15131.0,0.0,15131.0,1,15131,15131,15131
802004,53,2,0.005,15218,15259,41,15238.5,20.5,30477.0,2,15218,15218,15218
802201,54,7,0.0175,14966,15148,182,15062.8571429,52.283372313,105440.0,7,14966,14966,15060
801102,55,3,0.0075,15162,15182,20,15172.6666667,8.21921867224,45518.0,3,15162,15162,15174
800301,56,2,0.005,15102,15159,57,15130.5,28.5,30261.0,2,15102,15102,15102
800101,57,1,0.0025,15268,15268,0,15268.0,0.0,15268.0,1,15268,15268,15268
800119,58,1,0.0025,15233,15233,0,15233.0,0.0,15233.0,1,15233,15233,15233
800416,59,2,0.005,15126,15147,21,15136.5,10.5,30273.0,2,15126,15126,15126
800113,60,1,0.0025,15275,15275,0,15275.0,0.0,15275.0,1,15275,15275,15275
801202,61,3,0.0075,15158,15268,110,15214.6666667,44.9691252111,45644.0,3,15158,15158,15218
810602,62,4,0.01,15051,15144,93,15098.0,39.3255642045,60392.0,4,15051,15051,15068
810601,63,8,0.02,15040,15147,107,15109.625,38.639155982,120877.0,7,15147,15040,15114
800807,64,2,0.005,15214,15227,13,15220.5,6.5,30441.0,2,15214,15214,15214
800204,65,3,0.0075,15053,15206,153,15136.0,63.1347764707,45408.0,3,15053,15053,15149
800501,66,2,0.005,14982,15050,68,15016.0,34.0,30032.0,2,14982,14982,14982
800120,67,3,0.0075,15218,15242,24,15230.0,9.79795897113,45690.0,3,15218,15218,15230
810301,68,2,0.005,14731,14968,237,14849.5,118.5,29699.0,2,14731,14731,14731
810603,69,3,0.0075,15093,15110,17,15104.3333333,8.01387685262,45313.0,2,15110,15093,15110
800201,70,2,0.005,15085,15197,112,15141.0,56.0,30282.0,2,15085,15085,15085
800205,71,1,0.0025,15269,15269,0,15269.0,0.0,15269.0,1,15269,15269,15269
800403,72,5,0.0125,14999,15123,124,15061.2,42.8037381544,75306.0,4,15077,14999,15077
801209,73,1,0.0025,15058,15058,0,15058.0,0.0,15058.0,1,15058,15058,15058
800116,74,3,0.0075,15176,15282,106,15231.3333333,43.3999487965,45694.0,3,15176,15176,15236
801803,75,3,0.0075,15107,15138,31,15125.0,13.1402688963,45375.0,3,15107,15107,15130
800410,76,1,0.0025,15168,15168,0,15168.0,0.0,15168.0,1,15168,15168,15168
800406,77,2,0.005,15118,15130,12,15124.0,6.0,30248.0,2,15118,15118,15118
800505,78,2,0.005,15093,15121,28,15107.0,14.0,30214.0,2,15093,15093,15093
800504,79,2,0.005,15083,15101,18,15092.0,9.0,30184.0,2,15083,15083,15083
800121,80,3,0.0075,15172,15291,119,15225.3333333,49.3581018903,45676.0,3,15172,15172,15213
801802,81,2,0.005,15113,15163,50,15138.0,25.0,30276.0,2,15113,15113,15113
800203,82,1,0.0025,15230,15230,0,15230.0,0.0,15230.0,1,15230,15230,15230
800404,83,1,0.0025,15110,15110,0,15110.0,0.0,15110.0,1,15110,15110,15110
800202,84,1,0.0025,15221,15221,0,15221.0,0.0,15221.0,1,15221,15221,15221
800806,85,1,0.0025,15268,15268,0,15268.0,0.0,15268.0,1,15268,15268,15268
802101,86,3,0.0075,15007,15130,123,15089.0,57.9827560573,45267.0,2,15130,15007,15130
802103,87,2,0.005,15189,15216,27,15202.5,13.5,30405.0,2,15189,15189,15189
800803,88,3,0.0075,15200,15254,54,15226.6666667,22.050447212,45680.0,3,15200,15200,15226
800503,89,6,0.015,14982,15135,153,15040.3333333,53.0869308042,90242.0,6,14982,14982,15018
800502,90,3,0.0075,14935,15100,165,15006.3333333,69.1873463061,45019.0,3,14935,14935,14984
800801,91,1,0.0025,15283,15283,0,15283.0,0.0,15283.0,1,15283,15283,15283
802104,92,5,0.0125,15027,15204,177,15134.0,67.1148269759,75670.0,5,15027,15027,15158
801403,93,2,0.005,15132,15199,67,15165.5,33.5,30331.0,2,15132,15132,15132
801408,94,4,0.01,14970,15167,197,15046.75,73.8389294343,60187.0,4,14970,14970,15009
802102,95,16,0.04,14928,15146,218,15043.5625,51.6720049326,240697.0,15,15048,14928,15040
801404,96,1,0.0025,15193,15193,0,15193.0,0.0,15193.0,1,15193,15193,15193
800802,97,1,0.0025,15162,15162,0,15162.0,0.0,15162.0,1,15162,15162,15162
801407,98,3,0.0075,14986,15200,214,15115.6666667,93.0603149696,45347.0,3,14986,14986,15161
800811,99,3,0.0075,15173,15293,120,15220.3333333,52.1621403786,45661.0,3,15173,15173,15195
801405,100,2,0.005,15161,15172,11,15166.5,5.5,30333.0,2,15161,15161,15161
800813,101,2,0.005,15186,15223,37,15204.5,18.5,30409.0,2,15186,15186,15186
800804,102,1,0.0025,15275,15275,0,15275.0,0.0,15275.0,1,15275,15275,15275
800409,103,3,0.0075,14967,15145,178,15071.0,75.7011668778,45213.0,3,14967,14967,15101
801604,104,3,0.0075,15133,15206,73,15181.0,33.950945004,45543.0,3,15133,15133,15204
800704,105,6,0.015,15095,15186,91,15143.8333333,33.3287496847,90863.0,6,15095,15095,15124
801605,106,1,0.0025,15208,15208,0,15208.0,0.0,15208.0,1,15208,15208,15208
801602,107,1,0.0025,15167,15167,0,15167.0,0.0,15167.0,1,15167,15167,15167
801704,108,3,0.0075,15130,15144,14,15139.0,6.37704215657,45417.0,3,15130,15130,15143
801702,109,8,0.02,15071,15169,98,15137.75,28.4945170164,121102.0,7,15142,15071,15142
801902,110,1,0.0025,15237,15237,0,15237.0,0.0,15237.0,1,15237,15237,15237
801703,111,2,0.005,15199,15202,3,15200.5,1.5,30401.0,2,15199,15199,15199
801603,112,1,0.0025,15144,15144,0,15144.0,0.0,15144.0,1,15144,15144,15144
800910,113,2,0.005,15057,15114,57,15085.5,28.5,30171.0,2,15057,15057,15057
801905,114,2,0.005,15159,15174,15,15166.5,7.5,30333.0,2,15159,15159,15159
800701,115,2,0.005,15220,15244,24,15232.0,12.0,30464.0,2,15220,15220,15220
800908,116,2,0.005,15161,15189,28,15175.0,14.0,30350.0,2,15161,15161,15161
801503,117,3,0.0075,15102,15183,81,15139.6666667,33.309991828,45419.0,3,15102,15102,15134
801501,118,3,0.0075,15097,15206,109,15135.6666667,49.8152140975,45407.0,3,15097,15097,15104
801502,119,4,0.01,15124,15166,42,15151.0,16.0312195419,60604.0,4,15124,15124,15156
801406,120,5,0.0125,15137,15174,37,15158.0,12.2147451877,75790.0,5,15137,15137,15160
801409,121,2,0.005,15098,15220,122,15159.0,61.0,30318.0,2,15098,15098,15098
801402,122,2,0.005,15182,15190,8,15186.0,4.0,30372.0,2,15182,15182,15182
801610,123,1,0.0025,15143,15143,0,15143.0,0.0,15143.0,1,15143,15143,15143
800710,124,3,0.0075,15174,15243,69,15197.0,32.5269119346,45591.0,2,15174,15243,15174
800702,125,1,0.0025,15193,15193,0,15193.0,0.0,15193.0,1,15193,15193,15193
800705,126,6,0.015,15053,15184,131,15149.6666667,45.4410485015,90898.0,5,15180,15053,15154
801609,127,3,0.0075,15145,15180,35,15162.3333333,14.290634073,45487.0,3,15145,15145,15162
800708,128,1,0.0025,15159,15159,0,15159.0,0.0,15159.0,1,15159,15159,15159
800707,129,2,0.005,15137,15142,5,15139.5,2.5,30279.0,2,15137,15137,15137
800711,130,1,0.0025,15185,15185,0,15185.0,0.0,15185.0,1,15185,15185,15185
810304,131,2,0.005,15021,15043,22,15032.0,11.0,30064.0,2,15021,15021,15021
810405,132,4,0.01,14996,15158,162,15077.75,58.6019410941,60311.0,4,14996,14996,15061
810803,133,5,0.0125,14975,15126,151,15037.4,58.2360712961,75187.0,5,14975,14975,15015
810403,134,8,0.02,14941,15153,212,15074.5,79.0126572139,120596.0,8,14941,14941,15087
810302,135,2,0.005,15079,15079,0,15079.0,0.0,30158.0,1,15079,15079,15079
810305,136,2,0.005,14993,15113,120,15053.0,60.0,30106.0,2,14993,14993,14993
810303,137,3,0.0075,14991,15056,65,15013.3333333,30.1809358516,45040.0,3,14991,14991,14993
810404,138,4,0.01,14999,15070,71,15041.5,26.1199157732,60166.0,4,14999,14999,15046
810106,139,4,0.01,15037,15102,65,15058.75,25.3808490796,60235.0,4,15037,15037,15047
810801,140,1,0.0025,15176,15176,0,15176.0,0.0,15176.0,1,15176,15176,15176
810115,141,2,0.005,15015,15138,123,15076.5,61.5,30153.0,2,15015,15015,15015
810406,142,6,0.015,15101,15203,102,15163.3333333,33.3199973321,90980.0,6,15101,15101,15157
810805,143,2,0.005,15128,15173,45,15150.5,22.5,30301.0,2,15128,15128,15128
810701,144,2,0.005,15144,15181,37,15162.5,18.5,30325.0,2,15144,15144,15144
810702,145,2,0.005,15175,15185,10,15180.0,5.0,30360.0,2,15175,15175,15175
