,addrcode,temperature
0,104605,31.49
1,104604,31.03
2,103704,36.53
3,100108,36.15
4,102005,36.15
5,100101,36.15
6,103701,36.53
7,100110,36.53
8,103702,36.53
9,100109,36.15
10,102004,36.15
11,101702,36.21
12,100805,36.53
13,104203,34.37
14,104202,33.11
15,104102,35.75
16,100111,36.53
17,100107,36.53
18,101904,35.13
19,101907,35.13
20,103703,36.53
21,103001,36.41
22,103002,36.41
23,104302,34.73
24,103802,36.13
25,102902,36.15
26,103604,36.47
27,101601,35.91
28,100801,35.65
29,102208,35.93
30,103902,35.71
31,101302,35.65
32,104502,35.61
33,104503,35.61
34,101903,35.13
35,101602,35.91
36,103004,36.41
37,102704,36.13
38,100308,29.91
39,102901,36.15
40,101801,35.91
41,100401,35.65
42,100204,36.53
43,103602,36.47
44,100203,36.53
45,100608,35.61
46,102007,36.15
47,100405,35.65
48,100404,35.65
49,101001,33.75
50,103003,36.41
51,102701,34.31
52,102502,36.15
53,101704,36.21
54,101802,35.65
55,101502,35.91
56,102206,35.91
57,103302,35.71
58,100702,35.65
59,100703,35.65
60,100704,35.65
61,103901,35.71
62,100102,35.91
63,102209,35.91
64,100403,35.65
65,102202,35.93
66,100402,35.65
67,100206,36.53
68,101902,36.15
69,102501,36.15
70,101401,36.53
71,103102,35.65
72,103203,34.11
73,101701,36.21
74,102503,36.15
75,101506,35.91
76,104001,35.21
77,104004,35.73
78,103501,35.21
79,100905,34.13
80,103103,33.65
81,102210,35.91
82,102207,35.93
83,100104,36.53
84,103301,35.71
85,102009,36.15
86,100202,36.53
87,102504,36.15
88,100201,36.53
89,101905,35.13
90,101102,32.91
91,102006,36.15
92,100701,35.65
93,104003,35.19
94,100802,35.65
95,100103,35.91
96,103401,35.19
97,101501,35.91
98,101303,35.65
99,102802,35.65
100,101507,35.91
101,101301,35.65
102,102801,35.65
103,100803,36.53
104,100105,36.15
105,100804,36.53
106,100106,36.53
107,103303,35.71
108,101505,35.91
109,103101,35.47
110,103202,34.11
111,103504,35.47
112,101204,33.65
113,102402,35.47
114,103503,35.47
115,101504,35.91
116,101203,33.65
117,101804,35.65
118,101503,35.91
119,103502,35.91
120,104301,34.73
121,104504,35.61
122,104901,33.53
