SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15239,15239,0,15239.0,0.0,15239.0,1,15239,15239,15239
100112,2,1,0.0025,15406,15406,0,15406.0,0.0,15406.0,1,15406,15406,15406
104601,3,2,0.005,15180,15212,32,15196.0,16.0,30392.0,2,15180,15180,15180
100302,5,2,0.005,15188,15188,0,15188.0,0.0,30376.0,1,15188,15188,15188
100306,7,1,0.0025,15174,15174,0,15174.0,0.0,15174.0,1,15174,15174,15174
104603,8,1,0.0025,15254,15254,0,15254.0,0.0,15254.0,1,15254,15254,15254
100305,10,1,0.0025,15276,15276,0,15276.0,0.0,15276.0,1,15276,15276,15276
101002,11,1,0.0025,15276,15276,0,15276.0,0.0,15276.0,1,15276,15276,15276
100303,12,1,0.0025,15222,15222,0,15222.0,0.0,15222.0,1,15222,15222,15222
104802,13,1,0.0025,15393,15393,0,15393.0,0.0,15393.0,1,15393,15393,15393
101104,14,1,0.0025,15322,15322,0,15322.0,0.0,15322.0,1,15322,15322,15322
102601,15,1,0.0025,15377,15377,0,15377.0,0.0,15377.0,1,15377,15377,15377
103201,17,1,0.0025,15199,15199,0,15199.0,0.0,15199.0,1,15199,15199,15199
100304,19,2,0.005,15258,15261,3,15259.5,1.5,30519.0,2,15258,15258,15258
104201,20,1,0.0025,15168,15168,0,15168.0,0.0,15168.0,1,15168,15168,15168
101105,21,2,0.005,15125,15322,197,15223.5,98.5,30447.0,2,15125,15125,15125
101106,22,1,0.0025,15202,15202,0,15202.0,0.0,15202.0,1,15202,15202,15202
101101,23,1,0.0025,15161,15161,0,15161.0,0.0,15161.0,1,15161,15161,15161
104002,24,1,0.0025,15435,15435,0,15435.0,0.0,15435.0,1,15435,15435,15435
102705,25,1,0.0025,15252,15252,0,15252.0,0.0,15252.0,1,15252,15252,15252
103801,26,1,0.0025,15252,15252,0,15252.0,0.0,15252.0,1,15252,15252,15252
103005,27,1,0.0025,15402,15402,0,15402.0,0.0,15402.0,1,15402,15402,15402
100601,28,1,0.0025,15398,15398,0,15398.0,0.0,15398.0,1,15398,15398,15398
102303,29,1,0.0025,15464,15464,0,15464.0,0.0,15464.0,1,15464,15464,15464
104501,30,1,0.0025,15377,15377,0,15377.0,0.0,15377.0,1,15377,15377,15377
104401,31,1,0.0025,15327,15327,0,15327.0,0.0,15327.0,1,15327,15327,15327
102105,32,3,0.0075,15057,15435,378,15216.6666667,159.796398235,45650.0,3,15057,15057,15158
101103,33,1,0.0025,15322,15322,0,15322.0,0.0,15322.0,1,15322,15322,15322
101901,34,1,0.0025,15358,15358,0,15358.0,0.0,15358.0,1,15358,15358,15358
104801,35,1,0.0025,15421,15421,0,15421.0,0.0,15421.0,1,15421,15421,15421
102107,36,1,0.0025,15130,15130,0,15130.0,0.0,15130.0,1,15130,15130,15130
101803,37,1,0.0025,15357,15357,0,15357.0,0.0,15357.0,1,15357,15357,15357
103903,38,1,0.0025,15389,15389,0,15389.0,0.0,15389.0,1,15389,15389,15389
102201,39,1,0.0025,15415,15415,0,15415.0,0.0,15415.0,1,15415,15415,15415
102302,40,1,0.0025,15424,15424,0,15424.0,0.0,15424.0,1,15424,15424,15424
105001,41,1,0.0025,15424,15424,0,15424.0,0.0,15424.0,1,15424,15424,15424
102401,42,1,0.0025,15341,15341,0,15341.0,0.0,15341.0,1,15341,15341,15341
104701,43,2,0.005,15366,15366,0,15366.0,0.0,30732.0,1,15366,15366,15366
102803,44,1,0.0025,15389,15389,0,15389.0,0.0,15389.0,1,15389,15389,15389
104902,45,1,0.0025,15240,15240,0,15240.0,0.0,15240.0,1,15240,15240,15240
104602,46,2,0.005,15205,15228,23,15216.5,11.5,30433.0,2,15205,15205,15205
