,addrcode,temperature
0,801304,29.9
1,800603,29.15
2,801904,27.83
3,800905,28.92
4,800909,27.09
5,801701,27.92
6,800611,29.2
7,801204,30.09
8,801101,28.94
9,801302,27.7
10,802003,30.05
11,801215,27.61
12,801206,29.51
13,801207,30.23
14,801217,28.01
15,802001,28.87
16,800305,28.15
17,801105,29.01
18,801212,24.95
19,801003,29.48
20,800302,27.23
21,801208,27.11
22,800911,27.72
23,801107,26.71
24,801213,27.61
25,800912,29.45
26,801218,27.47
27,802301,28.65
28,801301,28.28
29,800906,29.34
30,801216,28.33
31,801001,29.64
32,801303,29.28
33,802304,29.95
34,801203,28.79
35,801104,27.52
36,801214,24.64
37,800407,30.89
38,800112,30.35
39,800304,26.6
40,800106,25.95
41,800405,30.79
42,801801,29.27
43,800303,28.87
44,801106,29.57
45,801103,30.01
46,800122,30.18
47,802202,29.52
48,801210,23.41
49,801002,29.89
50,802004,30.52
51,802201,28.26
52,801102,30.0
53,800301,28.34
54,800416,30.42
55,810602,28.55
56,810601,28.73
57,800807,29.61
58,800204,25.83
59,800501,26.13
60,800120,28.46
61,810301,23.78
62,810603,28.84
63,800201,24.63
64,800403,28.07
65,801209,23.83
66,800116,28.85
67,801803,29.85
68,800410,30.79
69,800406,30.76
70,800505,30.03
71,800504,27.42
72,800121,26.51
73,801802,30.33
74,800203,29.71
75,800404,30.55
76,800202,29.71
77,800806,29.13
78,802101,27.98
79,802103,29.18
80,800803,28.58
81,800503,27.28
82,800502,26.14
83,800801,29.61
84,802104,26.9
85,801403,30.18
86,801408,27.22
87,802102,27.57
88,801404,27.57
89,800802,27.69
90,801407,28.28
91,800811,29.23
92,801405,27.73
93,800813,26.53
94,800804,27.85
95,800409,27.98
96,801604,30.14
97,800704,29.11
98,801605,27.37
99,801602,26.65
100,801704,28.76
101,801702,27.68
102,801902,30.61
103,801703,29.76
104,801603,29.77
105,800910,27.14
106,801905,28.46
107,800701,31.06
108,800908,28.29
109,801503,27.16
110,801501,27.08
111,801502,28.75
112,801406,29.59
113,801409,27.21
114,801402,26.65
115,801610,26.45
116,800710,30.93
117,800702,30.85
118,800705,28.32
119,801609,28.65
120,800708,30.85
121,800707,29.31
122,800711,31.89
123,810304,25.76
124,810405,26.15
125,810803,22.76
126,810403,27.79
127,810302,27.93
128,810305,24.74
129,810303,25.94
130,810404,29.21
131,810106,27.33
132,810801,25.73
133,810115,26.76
134,810406,27.69
135,810805,28.37
136,810701,26.92
137,810702,28.21
138,810703,27.01
139,810117,26.24
140,810704,26.93
141,810402,27.28
142,810401,26.43
143,810806,23.01
144,810116,27.31
145,810118,26.28
146,810804,26.07
147,810807,25.55
148,810204,25.74
149,810203,26.25
150,810201,27.92
151,810111,27.36
152,810506,28.21
153,810508,28.87
154,810509,25.93
155,810501,27.12
156,810202,28.94
157,810502,25.78
158,810505,26.62
159,810504,26.97
160,810105,27.69
161,810407,28.87
162,810103,27.24
163,810206,29.09
164,810808,28.07
165,810507,27.16
166,810503,27.57
167,810205,28.31
168,810604,29.3
169,802303,29.84
170,800904,30.37
171,800607,28.89
172,801611,26.45
173,801608,26.31
174,800606,28.91
175,800913,27.03
176,800601,28.23
177,800903,30.03
178,801305,30.04
179,801306,29.25
180,800902,29.19
181,800605,28.09
182,800612,30.43
183,801906,27.45
184,800613,29.01
185,801606,28.89
186,800706,29.86
187,800907,28.87
188,801601,28.77
189,801903,
190,800115,
191,800101,
192,800119,
193,800113,
194,801202,
195,800205,
196,801201,
197,810102,
