SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15615,15615,0,15615.0,0.0,15615.0,1,15615,15615,15615
100112,2,1,0.0025,15579,15579,0,15579.0,0.0,15579.0,1,15579,15579,15579
104601,3,2,0.005,15550,15584,34,15567.0,17.0,31134.0,2,15550,15550,15550
104101,4,1,0.0025,15572,15572,0,15572.0,0.0,15572.0,1,15572,15572,15572
100302,5,2,0.005,15485,15517,32,15501.0,16.0,31002.0,2,15485,15485,15485
100502,6,1,0.0025,15614,15614,0,15614.0,0.0,15614.0,1,15614,15614,15614
100306,7,1,0.0025,15553,15553,0,15553.0,0.0,15553.0,1,15553,15553,15553
104603,8,1,0.0025,15547,15547,0,15547.0,0.0,15547.0,1,15547,15547,15547
100301,9,1,0.0025,15524,15524,0,15524.0,0.0,15524.0,1,15524,15524,15524
100305,10,1,0.0025,15538,15538,0,15538.0,0.0,15538.0,1,15538,15538,15538
101002,11,1,0.0025,15525,15525,0,15525.0,0.0,15525.0,1,15525,15525,15525
100303,12,1,0.0025,15498,15498,0,15498.0,0.0,15498.0,1,15498,15498,15498
104802,13,1,0.0025,15582,15582,0,15582.0,0.0,15582.0,1,15582,15582,15582
101104,14,1,0.0025,15540,15540,0,15540.0,0.0,15540.0,1,15540,15540,15540
102601,15,1,0.0025,15590,15590,0,15590.0,0.0,15590.0,1,15590,15590,15590
100307,16,1,0.0025,15566,15566,0,15566.0,0.0,15566.0,1,15566,15566,15566
103201,17,2,0.005,15505,15603,98,15554.0,49.0,31108.0,2,15505,15505,15505
103605,18,1,0.0025,15593,15593,0,15593.0,0.0,15593.0,1,15593,15593,15593
100304,19,2,0.005,15502,15522,20,15512.0,10.0,31024.0,2,15502,15502,15502
104201,20,1,0.0025,15549,15549,0,15549.0,0.0,15549.0,1,15549,15549,15549
101105,21,2,0.005,15465,15478,13,15471.5,6.5,30943.0,2,15465,15465,15465
101106,22,1,0.0025,15474,15474,0,15474.0,0.0,15474.0,1,15474,15474,15474
101101,23,1,0.0025,15567,15567,0,15567.0,0.0,15567.0,1,15567,15567,15567
104002,24,1,0.0025,15599,15599,0,15599.0,0.0,15599.0,1,15599,15599,15599
102705,25,1,0.0025,15569,15569,0,15569.0,0.0,15569.0,1,15569,15569,15569
103801,26,1,0.0025,15626,15626,0,15626.0,0.0,15626.0,1,15626,15626,15626
103005,27,1,0.0025,15600,15600,0,15600.0,0.0,15600.0,1,15600,15600,15600
100601,28,1,0.0025,15569,15569,0,15569.0,0.0,15569.0,1,15569,15569,15569
102303,29,1,0.0025,15571,15571,0,15571.0,0.0,15571.0,1,15571,15571,15571
104501,30,1,0.0025,15572,15572,0,15572.0,0.0,15572.0,1,15572,15572,15572
104401,31,1,0.0025,15546,15546,0,15546.0,0.0,15546.0,1,15546,15546,15546
102105,32,3,0.0075,15196,15543,347,15407.6666667,151.596687152,46223.0,3,15196,15196,15484
101103,33,1,0.0025,15549,15549,0,15549.0,0.0,15549.0,1,15549,15549,15549
101901,34,1,0.0025,15539,15539,0,15539.0,0.0,15539.0,1,15539,15539,15539
104801,35,1,0.0025,15489,15489,0,15489.0,0.0,15489.0,1,15489,15489,15489
102107,36,1,0.0025,15467,15467,0,15467.0,0.0,15467.0,1,15467,15467,15467
101803,37,1,0.0025,15558,15558,0,15558.0,0.0,15558.0,1,15558,15558,15558
103903,38,1,0.0025,15584,15584,0,15584.0,0.0,15584.0,1,15584,15584,15584
102201,39,1,0.0025,15579,15579,0,15579.0,0.0,15579.0,1,15579,15579,15579
102302,40,1,0.0025,15580,15580,0,15580.0,0.0,15580.0,1,15580,15580,15580
105001,41,1,0.0025,15591,15591,0,15591.0,0.0,15591.0,1,15591,15591,15591
102401,42,1,0.0025,15512,15512,0,15512.0,0.0,15512.0,1,15512,15512,15512
104701,43,2,0.005,15533,15575,42,15554.0,21.0,31108.0,2,15533,15533,15533
102803,44,1,0.0025,15637,15637,0,15637.0,0.0,15637.0,1,15637,15637,15637
104902,45,1,0.0025,15306,15306,0,15306.0,0.0,15306.0,1,15306,15306,15306
104602,46,2,0.005,15529,15530,1,15529.5,0.5,31059.0,2,15529,15529,15529
