,addrcode,temperature
0,100112,38.51
1,104601,26.41
2,100302,28.23
3,100306,28.23
4,104802,38.69
5,102601,38.51
6,104002,38.63
7,103005,38.83
8,102303,38.27
9,102105,35.88
10,101901,38.51
11,102107,37.97
12,101803,38.87
13,102201,38.87
14,102302,38.51
15,105001,39.99
16,102401,40.47
17,104602,28.23
18,100508,
19,104101,
20,100502,
21,104603,
22,100301,
23,100305,
24,101002,
25,100303,
26,101104,
27,100307,
28,103201,
29,103605,
30,100304,
31,104201,
32,101105,
33,101106,
34,101101,
35,102705,
36,103801,
37,100601,
38,104501,
39,104401,
40,101103,
41,104801,
42,103903,
43,104701,
44,102803,
45,104902,
