,addrcode,temperature
0,801304,33.89
1,800603,34.61
2,801904,32.67
3,800905,29.64
4,800909,29.97
5,801701,31.09
6,801903,32.87
7,800611,33.96
8,801204,32.89
9,801101,28.97
10,801302,27.74
11,802003,30.91
12,801215,33.95
13,801206,32.56
14,801207,33.19
15,801217,32.69
16,802001,32.11
17,800305,30.41
18,801105,29.52
19,801212,32.85
20,801003,29.54
21,800302,28.46
22,801208,33.85
23,800911,29.03
24,801107,29.21
25,801213,32.27
26,800912,29.51
27,801218,33.85
28,802301,32.29
29,801301,30.21
30,800906,29.28
31,801216,32.27
32,801001,29.47
33,801303,30.47
34,802304,33.43
35,801203,32.13
36,801104,29.09
37,801214,26.98
38,800407,29.79
39,800112,30.67
40,800304,28.51
41,800106,31.83
42,800405,29.91
43,800115,34.11
44,801801,30.33
45,800303,31.11
46,801106,28.87
47,801103,29.99
48,800122,33.16
49,802202,30.69
50,801210,32.53
51,801002,28.25
52,802004,32.76
53,802201,28.42
54,801102,29.58
55,800301,28.37
56,800101,32.67
57,800119,30.15
58,800416,30.21
59,800113,32.29
60,801202,30.95
61,810602,28.89
62,810601,28.91
63,800807,32.23
64,800204,30.71
65,800501,27.92
66,800120,32.8
67,810301,26.55
68,810603,29.14
69,800201,29.71
70,800205,31.19
71,800403,27.89
72,801209,26.73
73,800116,32.57
74,801803,29.19
75,800410,30.17
76,800406,29.25
77,800505,29.33
78,800504,29.25
79,800121,31.02
80,801802,29.63
81,800203,34.13
82,800404,29.27
83,800202,32.85
84,800806,31.41
85,802101,30.35
86,802103,32.7
87,800803,32.06
88,800503,28.37
89,800502,27.59
90,800801,34.51
91,802104,29.77
92,801403,32.11
93,801408,29.62
94,802102,28.47
95,801404,32.53
96,800802,31.21
97,801407,30.62
98,800811,31.17
99,801405,32.09
100,800813,32.12
101,800804,33.93
102,800409,29.08
103,801604,34.68
104,800704,32.56
105,801605,31.71
106,801602,30.93
107,801704,29.36
108,801702,29.52
109,801902,32.53
110,801703,30.77
111,801603,31.17
112,800910,28.04
113,801905,31.25
114,800701,32.36
115,800908,29.81
116,801503,31.43
117,801501,31.75
118,801502,31.23
119,801406,32.4
120,801409,31.8
121,801402,33.95
122,801610,30.43
123,800710,31.35
124,800702,31.25
125,800705,28.06
126,801609,33.03
127,800708,31.71
128,800707,33.35
129,800711,31.97
130,810304,29.08
131,810405,29.38
132,810803,28.59
133,810403,29.29
134,810302,28.26
135,810305,28.08
136,810303,28.62
137,810404,28.35
138,810106,29.41
139,810801,28.65
140,810115,27.52
141,810406,29.31
142,810805,29.57
143,810701,28.57
144,810702,30.02
145,810703,29.22
146,810117,28.78
147,810704,29.63
148,810402,29.25
149,810401,29.33
150,810806,28.25
151,810116,27.75
152,810118,30.31
153,810804,29.23
154,810807,28.85
155,810204,30.0
156,810203,28.65
157,810201,31.46
158,810111,29.81
159,810506,29.09
160,810508,29.89
161,810509,29.23
162,810501,29.6
163,810202,30.06
164,810502,28.17
165,810505,28.61
166,810504,29.61
167,810105,29.26
168,810407,28.97
169,810103,29.86
170,810206,28.57
171,810808,30.02
172,810507,29.2
173,810503,30.13
174,810205,30.52
175,810604,29.56
176,802303,33.34
177,800904,31.43
178,800607,34.29
179,801611,31.11
180,801608,31.95
181,800606,32.27
182,800913,30.13
183,800601,32.23
184,800903,30.87
185,801305,33.25
186,801306,33.31
187,800902,30.57
188,800605,32.95
189,800612,34.25
190,801906,30.81
191,800613,33.44
192,801606,31.91
193,800706,32.79
194,800907,29.58
195,801601,32.31
196,801201,
197,810102,
