,addrcode,temperature
0,801101,30.23
1,801302,24.77
2,802001,23.21
3,800305,23.21
4,800302,24.85
5,801107,26.68
6,801303,24.77
7,801104,26.57
8,800112,22.33
9,800304,17.32
10,800115,18.19
11,800303,23.75
12,800101,20.33
13,800113,20.33
14,810602,25.47
15,810601,25.88
16,800807,22.17
17,800204,20.54
18,800501,23.74
19,800120,21.45
20,810301,29.6
21,810603,25.63
22,800201,16.21
23,800205,14.13
24,800116,16.95
25,800406,28.23
26,800505,27.0
27,800504,16.35
28,800121,18.19
29,800203,21.45
30,800202,21.45
31,800806,23.87
32,802101,25.62
33,802103,21.3
34,800803,21.12
35,800503,24.43
36,800502,26.05
37,802104,23.59
38,802102,23.89
39,800813,22.85
40,800804,21.89
41,800409,25.12
42,801702,28.15
43,801503,11.17
44,801406,20.32
45,810305,29.43
46,810106,31.38
47,810115,30.01
48,810406,27.76
49,810805,26.59
50,810701,28.07
51,810702,27.91
52,810703,26.78
53,810117,30.87
54,810704,24.84
55,810402,24.27
56,810116,29.53
57,810204,26.23
58,810203,29.74
59,810201,29.06
60,810111,29.55
61,810506,26.08
62,810508,28.67
63,810509,23.01
64,810501,22.98
65,810202,30.0
66,810502,25.12
67,810505,28.7
68,810504,28.85
69,810105,29.62
70,810407,28.26
71,810103,29.69
72,810206,27.91
73,810808,25.77
74,810507,27.52
75,810503,24.29
76,810205,29.87
77,810604,27.47
78,801304,
79,800603,
80,801904,
81,800905,
82,800909,
83,801701,
84,801903,
85,800611,
86,801204,
87,802003,
88,801215,
89,801206,
90,801207,
91,801217,
92,801105,
93,801212,
94,801003,
95,801208,
96,800911,
97,801213,
98,800912,
99,801218,
100,802301,
101,801301,
102,800906,
103,801216,
104,801001,
105,802304,
106,801203,
107,801214,
108,800407,
109,800106,
110,800405,
111,801801,
112,801106,
113,801103,
114,800122,
115,802202,
116,801210,
117,801002,
118,802004,
119,802201,
120,801102,
121,800301,
122,800119,
123,800416,
124,801202,
125,800403,
126,801209,
127,801803,
128,800410,
129,801802,
130,800404,
131,800801,
132,801403,
133,801408,
134,801404,
135,800802,
136,801407,
137,800811,
138,801405,
139,801604,
140,800704,
141,801605,
142,801602,
143,801704,
144,801902,
145,801703,
146,801603,
147,800910,
148,801905,
149,800701,
150,800908,
151,801501,
152,801502,
153,801409,
154,801402,
155,801610,
156,800710,
157,800702,
158,800705,
159,801609,
160,800708,
161,800707,
162,800711,
163,810304,
164,810405,
165,810803,
166,810403,
167,810302,
168,810303,
169,810404,
170,810801,
171,810401,
172,810806,
173,810118,
174,810804,
175,810807,
176,802303,
177,800904,
178,800607,
179,801611,
180,801608,
181,800606,
182,800913,
183,800601,
184,800903,
185,801305,
186,801306,
187,800902,
188,800605,
189,800612,
190,801906,
191,800613,
192,801606,
193,800706,
194,800907,
195,801601,
196,801201,
197,810102,
