SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15199,15199,0,15199.0,0.0,15199.0,1,15199,15199,15199
100112,2,1,0.0025,15271,15271,0,15271.0,0.0,15271.0,1,15271,15271,15271
104601,3,2,0.005,15127,15198,71,15162.5,35.5,30325.0,2,15127,15127,15127
104101,4,1,0.0025,15312,15312,0,15312.0,0.0,15312.0,1,15312,15312,15312
100302,5,2,0.005,15013,15055,42,15034.0,21.0,30068.0,2,15013,15013,15013
100502,6,1,0.0025,15206,15206,0,15206.0,0.0,15206.0,1,15206,15206,15206
100306,7,1,0.0025,15114,15114,0,15114.0,0.0,15114.0,1,15114,15114,15114
104603,8,1,0.0025,15228,15228,0,15228.0,0.0,15228.0,1,15228,15228,15228
100301,9,1,0.0025,15088,15088,0,15088.0,0.0,15088.0,1,15088,15088,15088
100305,10,1,0.0025,15021,15021,0,15021.0,0.0,15021.0,1,15021,15021,15021
101002,11,1,0.0025,15022,15022,0,15022.0,0.0,15022.0,1,15022,15022,15022
100303,12,1,0.0025,15102,15102,0,15102.0,0.0,15102.0,1,15102,15102,15102
104802,13,1,0.0025,15277,15277,0,15277.0,0.0,15277.0,1,15277,15277,15277
101104,14,1,0.0025,15004,15004,0,15004.0,0.0,15004.0,1,15004,15004,15004
102601,15,1,0.0025,15285,15285,0,15285.0,0.0,15285.0,1,15285,15285,15285
100307,16,1,0.0025,15110,15110,0,15110.0,0.0,15110.0,1,15110,15110,15110
103201,17,2,0.005,15050,15248,198,15149.0,99.0,30298.0,2,15050,15050,15050
103605,18,1,0.0025,15333,15333,0,15333.0,0.0,15333.0,1,15333,15333,15333
100304,19,2,0.005,15058,15077,19,15067.5,9.5,30135.0,2,15058,15058,15058
104201,20,1,0.0025,15254,15254,0,15254.0,0.0,15254.0,1,15254,15254,15254
101105,21,2,0.005,14987,15000,13,14993.5,6.5,29987.0,2,14987,14987,14987
101106,22,1,0.0025,14984,14984,0,14984.0,0.0,14984.0,1,14984,14984,14984
101101,23,1,0.0025,15002,15002,0,15002.0,0.0,15002.0,1,15002,15002,15002
104002,24,1,0.0025,15284,15284,0,15284.0,0.0,15284.0,1,15284,15284,15284
102705,25,1,0.0025,15234,15234,0,15234.0,0.0,15234.0,1,15234,15234,15234
103801,26,1,0.0025,15239,15239,0,15239.0,0.0,15239.0,1,15239,15239,15239
103005,27,1,0.0025,15224,15224,0,15224.0,0.0,15224.0,1,15224,15224,15224
100601,28,1,0.0025,15192,15192,0,15192.0,0.0,15192.0,1,15192,15192,15192
102303,29,1,0.0025,15290,15290,0,15290.0,0.0,15290.0,1,15290,15290,15290
104501,30,1,0.0025,15272,15272,0,15272.0,0.0,15272.0,1,15272,15272,15272
104401,31,1,0.0025,15069,15069,0,15069.0,0.0,15069.0,1,15069,15069,15069
102105,32,3,0.0075,15018,15274,256,15161.6666667,106.834243366,45485.0,3,15018,15018,15193
101103,33,1,0.0025,15020,15020,0,15020.0,0.0,15020.0,1,15020,15020,15020
101901,34,1,0.0025,15285,15285,0,15285.0,0.0,15285.0,1,15285,15285,15285
104801,35,1,0.0025,15258,15258,0,15258.0,0.0,15258.0,1,15258,15258,15258
102107,36,1,0.0025,15142,15142,0,15142.0,0.0,15142.0,1,15142,15142,15142
101803,37,1,0.0025,15196,15196,0,15196.0,0.0,15196.0,1,15196,15196,15196
103903,38,1,0.0025,15267,15267,0,15267.0,0.0,15267.0,1,15267,15267,15267
102201,39,1,0.0025,15301,15301,0,15301.0,0.0,15301.0,1,15301,15301,15301
102302,40,1,0.0025,15253,15253,0,15253.0,0.0,15253.0,1,15253,15253,15253
105001,41,1,0.0025,15259,15259,0,15259.0,0.0,15259.0,1,15259,15259,15259
102401,42,1,0.0025,15189,15189,0,15189.0,0.0,15189.0,1,15189,15189,15189
104701,43,2,0.005,15213,15281,68,15247.0,34.0,30494.0,2,15213,15213,15213
102803,44,1,0.0025,15277,15277,0,15277.0,0.0,15277.0,1,15277,15277,15277
104902,45,1,0.0025,15182,15182,0,15182.0,0.0,15182.0,1,15182,15182,15182
104602,46,2,0.005,15119,15135,16,15127.0,8.0,30254.0,2,15119,15119,15119
