SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15060,15060,0,15060.0,0.0,15060.0,1,15060,15060,15060
100112,2,1,0.0025,15156,15156,0,15156.0,0.0,15156.0,1,15156,15156,15156
104601,3,2,0.005,14955,15053,98,15004.0,49.0,30008.0,2,14955,14955,14955
104101,4,1,0.0025,15216,15216,0,15216.0,0.0,15216.0,1,15216,15216,15216
100302,5,2,0.005,14910,14929,19,14919.5,9.5,29839.0,2,14910,14910,14910
100502,6,1,0.0025,15152,15152,0,15152.0,0.0,15152.0,1,15152,15152,15152
100306,7,1,0.0025,15028,15028,0,15028.0,0.0,15028.0,1,15028,15028,15028
104603,8,1,0.0025,15085,15085,0,15085.0,0.0,15085.0,1,15085,15085,15085
100301,9,1,0.0025,14965,14965,0,14965.0,0.0,14965.0,1,14965,14965,14965
100305,10,1,0.0025,15025,15025,0,15025.0,0.0,15025.0,1,15025,15025,15025
101002,11,1,0.0025,15021,15021,0,15021.0,0.0,15021.0,1,15021,15021,15021
100303,12,1,0.0025,14996,14996,0,14996.0,0.0,14996.0,1,14996,14996,14996
104802,13,1,0.0025,15121,15121,0,15121.0,0.0,15121.0,1,15121,15121,15121
101104,14,1,0.0025,14969,14969,0,14969.0,0.0,14969.0,1,14969,14969,14969
102601,15,1,0.0025,15200,15200,0,15200.0,0.0,15200.0,1,15200,15200,15200
100307,16,1,0.0025,14964,14964,0,14964.0,0.0,14964.0,1,14964,14964,14964
103201,17,2,0.005,15098,15126,28,15112.0,14.0,30224.0,2,15098,15098,15098
103605,18,1,0.0025,15227,15227,0,15227.0,0.0,15227.0,1,15227,15227,15227
100304,19,2,0.005,14909,14929,20,14919.0,10.0,29838.0,2,14909,14909,14909
104201,20,1,0.0025,15112,15112,0,15112.0,0.0,15112.0,1,15112,15112,15112
101105,21,2,0.005,14939,14949,10,14944.0,5.0,29888.0,2,14939,14939,14939
101106,22,1,0.0025,14941,14941,0,14941.0,0.0,14941.0,1,14941,14941,14941
101101,23,1,0.0025,14998,14998,0,14998.0,0.0,14998.0,1,14998,14998,14998
104002,24,1,0.0025,15154,15154,0,15154.0,0.0,15154.0,1,15154,15154,15154
102705,25,1,0.0025,15127,15127,0,15127.0,0.0,15127.0,1,15127,15127,15127
103801,26,1,0.0025,15197,15197,0,15197.0,0.0,15197.0,1,15197,15197,15197
103005,27,1,0.0025,15211,15211,0,15211.0,0.0,15211.0,1,15211,15211,15211
100601,28,1,0.0025,15125,15125,0,15125.0,0.0,15125.0,1,15125,15125,15125
102303,29,1,0.0025,15116,15116,0,15116.0,0.0,15116.0,1,15116,15116,15116
104501,30,1,0.0025,15171,15171,0,15171.0,0.0,15171.0,1,15171,15171,15171
104401,31,1,0.0025,15040,15040,0,15040.0,0.0,15040.0,1,15040,15040,15040
102105,32,3,0.0075,14899,15188,289,15047.3333333,118.108236612,45142.0,3,14899,14899,15055
101103,33,1,0.0025,14999,14999,0,14999.0,0.0,14999.0,1,14999,14999,14999
101901,34,1,0.0025,15155,15155,0,15155.0,0.0,15155.0,1,15155,15155,15155
104801,35,1,0.0025,15087,15087,0,15087.0,0.0,15087.0,1,15087,15087,15087
102107,36,1,0.0025,15011,15011,0,15011.0,0.0,15011.0,1,15011,15011,15011
101803,37,1,0.0025,15177,15177,0,15177.0,0.0,15177.0,1,15177,15177,15177
103903,38,1,0.0025,15143,15143,0,15143.0,0.0,15143.0,1,15143,15143,15143
102201,39,1,0.0025,15161,15161,0,15161.0,0.0,15161.0,1,15161,15161,15161
102302,40,1,0.0025,15152,15152,0,15152.0,0.0,15152.0,1,15152,15152,15152
105001,41,1,0.0025,15177,15177,0,15177.0,0.0,15177.0,1,15177,15177,15177
102401,42,1,0.0025,15126,15126,0,15126.0,0.0,15126.0,1,15126,15126,15126
104701,43,2,0.005,15081,15112,31,15096.5,15.5,30193.0,2,15081,15081,15081
102803,44,1,0.0025,15168,15168,0,15168.0,0.0,15168.0,1,15168,15168,15168
104902,45,1,0.0025,15085,15085,0,15085.0,0.0,15085.0,1,15085,15085,15085
104602,46,2,0.005,14991,14992,1,14991.5,0.5,29983.0,2,14991,14991,14991
