SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15130,15130,0,15130.0,0.0,15130.0,1,15130,15130,15130
100112,2,1,0.0025,15317,15317,0,15317.0,0.0,15317.0,1,15317,15317,15317
104601,3,2,0.005,15051,15117,66,15084.0,33.0,30168.0,2,15051,15051,15051
104101,4,1,0.0025,15284,15284,0,15284.0,0.0,15284.0,1,15284,15284,15284
100302,5,2,0.005,15022,15043,21,15032.5,10.5,30065.0,2,15022,15022,15022
100502,6,1,0.0025,15271,15271,0,15271.0,0.0,15271.0,1,15271,15271,15271
100306,7,1,0.0025,15135,15135,0,15135.0,0.0,15135.0,1,15135,15135,15135
104603,8,1,0.0025,15113,15113,0,15113.0,0.0,15113.0,1,15113,15113,15113
100301,9,1,0.0025,15068,15068,0,15068.0,0.0,15068.0,1,15068,15068,15068
100305,10,1,0.0025,15114,15114,0,15114.0,0.0,15114.0,1,15114,15114,15114
101002,11,1,0.0025,15089,15089,0,15089.0,0.0,15089.0,1,15089,15089,15089
100303,12,1,0.0025,15064,15064,0,15064.0,0.0,15064.0,1,15064,15064,15064
104802,13,1,0.0025,15320,15320,0,15320.0,0.0,15320.0,1,15320,15320,15320
101104,14,1,0.0025,15097,15097,0,15097.0,0.0,15097.0,1,15097,15097,15097
102601,15,1,0.0025,15377,15377,0,15377.0,0.0,15377.0,1,15377,15377,15377
100307,16,1,0.0025,15082,15082,0,15082.0,0.0,15082.0,1,15082,15082,15082
103201,17,2,0.005,15216,15239,23,15227.5,11.5,30455.0,2,15216,15216,15216
103605,18,1,0.0025,15347,15347,0,15347.0,0.0,15347.0,1,15347,15347,15347
100304,19,2,0.005,15041,15068,27,15054.5,13.5,30109.0,2,15041,15041,15041
104201,20,1,0.0025,15353,15353,0,15353.0,0.0,15353.0,1,15353,15353,15353
101105,21,2,0.005,14990,15039,49,15014.5,24.5,30029.0,2,14990,14990,14990
101106,22,1,0.0025,15011,15011,0,15011.0,0.0,15011.0,1,15011,15011,15011
101101,23,1,0.0025,15123,15123,0,15123.0,0.0,15123.0,1,15123,15123,15123
104002,24,1,0.0025,15399,15399,0,15399.0,0.0,15399.0,1,15399,15399,15399
102705,25,1,0.0025,15340,15340,0,15340.0,0.0,15340.0,1,15340,15340,15340
103801,26,1,0.0025,15299,15299,0,15299.0,0.0,15299.0,1,15299,15299,15299
103005,27,1,0.0025,15313,15313,0,15313.0,0.0,15313.0,1,15313,15313,15313
100601,28,1,0.0025,15181,15181,0,15181.0,0.0,15181.0,1,15181,15181,15181
102303,29,1,0.0025,15279,15279,0,15279.0,0.0,15279.0,1,15279,15279,15279
104501,30,1,0.0025,15344,15344,0,15344.0,0.0,15344.0,1,15344,15344,15344
104401,31,1,0.0025,15173,15173,0,15173.0,0.0,15173.0,1,15173,15173,15173
102105,32,3,0.0075,15066,15211,145,15160.3333333,66.7649275858,45481.0,3,15066,15066,15204
101103,33,1,0.0025,15082,15082,0,15082.0,0.0,15082.0,1,15082,15082,15082
101901,34,1,0.0025,15329,15329,0,15329.0,0.0,15329.0,1,15329,15329,15329
104801,35,1,0.0025,15300,15300,0,15300.0,0.0,15300.0,1,15300,15300,15300
102107,36,1,0.0025,15172,15172,0,15172.0,0.0,15172.0,1,15172,15172,15172
101803,37,1,0.0025,15268,15268,0,15268.0,0.0,15268.0,1,15268,15268,15268
103903,38,1,0.0025,15319,15319,0,15319.0,0.0,15319.0,1,15319,15319,15319
102201,39,1,0.0025,15313,15313,0,15313.0,0.0,15313.0,1,15313,15313,15313
102302,40,1,0.0025,15338,15338,0,15338.0,0.0,15338.0,1,15338,15338,15338
105001,41,1,0.0025,15235,15235,0,15235.0,0.0,15235.0,1,15235,15235,15235
102401,42,1,0.0025,15191,15191,0,15191.0,0.0,15191.0,1,15191,15191,15191
104701,43,2,0.005,15211,15219,8,15215.0,4.0,30430.0,2,15211,15211,15211
102803,44,1,0.0025,15305,15305,0,15305.0,0.0,15305.0,1,15305,15305,15305
104902,45,1,0.0025,15193,15193,0,15193.0,0.0,15193.0,1,15193,15193,15193
104602,46,2,0.005,15115,15137,22,15126.0,11.0,30252.0,2,15115,15115,15115
