TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
800603,2,1,0.0025,15334,15334,0,15334.0,0.0,15334.0,1,15334,15334,15334
800905,4,4,0.01,15152,15194,42,15179.5,16.2249807396,60718.0,4,15152,15152,15185
800909,5,1,0.0025,15208,15208,0,15208.0,0.0,15208.0,1,15208,15208,15208
801701,6,2,0.005,15128,15165,37,15146.5,18.5,30293.0,2,15128,15128,15128
801903,7,1,0.0025,15068,15068,0,15068.0,0.0,15068.0,1,15068,15068,15068
800611,8,2,0.005,15265,15315,50,15290.0,25.0,30580.0,2,15265,15265,15265
801302,11,2,0.005,15144,15157,13,15150.5,6.5,30301.0,2,15144,15144,15144
802003,12,1,0.0025,15205,15205,0,15205.0,0.0,15205.0,1,15205,15205,15205
801215,13,1,0.0025,15195,15195,0,15195.0,0.0,15195.0,1,15195,15195,15195
802001,17,1,0.0025,15149,15149,0,15149.0,0.0,15149.0,1,15149,15149,15149
800305,18,2,0.005,15004,15149,145,15076.5,72.5,30153.0,2,15004,15004,15004
801212,20,1,0.0025,15474,15474,0,15474.0,0.0,15474.0,1,15474,15474,15474
800911,24,4,0.01,15109,15208,99,15152.25,43.3207513785,60609.0,4,15109,15109,15111
801107,25,3,0.0075,14983,15203,220,15099.0,90.2145590615,45297.0,3,14983,14983,15111
802301,29,1,0.0025,15144,15144,0,15144.0,0.0,15144.0,1,15144,15144,15144
801301,30,3,0.0075,15111,15181,70,15157.6666667,32.9983164558,45473.0,2,15181,15111,15181
801303,34,2,0.005,15157,15205,48,15181.0,24.0,30362.0,2,15157,15157,15157
801104,37,4,0.01,15015,15132,117,15087.5,48.7057491473,60350.0,3,15132,15015,15071
801214,38,3,0.0075,14447,15345,898,14987.6666667,388.852442737,44963.0,3,14447,14447,15171
800407,39,1,0.0025,15038,15038,0,15038.0,0.0,15038.0,1,15038,15038,15038
800405,43,1,0.0025,15091,15091,0,15091.0,0.0,15091.0,1,15091,15091,15091
801801,45,1,0.0025,15065,15065,0,15065.0,0.0,15065.0,1,15065,15065,15065
801106,47,1,0.0025,15027,15027,0,15027.0,0.0,15027.0,1,15027,15027,15027
801103,48,1,0.0025,15061,15061,0,15061.0,0.0,15061.0,1,15061,15061,15061
801210,51,1,0.0025,15338,15338,0,15338.0,0.0,15338.0,1,15338,15338,15338
802004,53,1,0.0025,15149,15149,0,15149.0,0.0,15149.0,1,15149,15149,15149
801102,55,2,0.005,14948,15057,109,15002.5,54.5,30005.0,2,14948,14948,14948
800416,59,2,0.005,14993,15044,51,15018.5,25.5,30037.0,2,14993,14993,14993
801202,61,2,0.005,15072,15088,16,15080.0,8.0,30160.0,2,15072,15072,15072
810602,62,4,0.01,14605,15118,513,14908.0,190.10391895,59632.0,4,14605,14605,14908
810601,63,8,0.02,14605,15207,602,15061.125,179.604730937,120489.0,8,14605,14605,15105
800807,64,2,0.005,15189,15192,3,15190.5,1.5,30381.0,2,15189,15189,15189
800204,65,3,0.0075,14945,15174,229,15076.3333333,96.472218223,45229.0,3,14945,14945,15110
800501,66,2,0.005,15064,15064,0,15064.0,0.0,30128.0,1,15064,15064,15064
800120,67,1,0.0025,15146,15146,0,15146.0,0.0,15146.0,1,15146,15146,15146
810301,68,2,0.005,14993,15000,7,14996.5,3.5,29993.0,2,14993,14993,14993
810603,69,3,0.0075,14496,14820,324,14712.0,152.735064736,44136.0,2,14820,14496,14820
800403,72,2,0.005,15048,15061,13,15054.5,6.5,30109.0,2,15048,15048,15048
801209,73,1,0.0025,14561,14561,0,14561.0,0.0,14561.0,1,14561,14561,14561
801803,75,3,0.0075,14849,15063,214,14990.0,99.7229495486,44970.0,3,14849,14849,15058
800410,76,1,0.0025,15079,15079,0,15079.0,0.0,15079.0,1,15079,15079,15079
800406,77,2,0.005,14980,15002,22,14991.0,11.0,29982.0,2,14980,14980,14980
800505,78,2,0.005,15056,15083,27,15069.5,13.5,30139.0,2,15056,15056,15056
800504,79,1,0.0025,15044,15044,0,15044.0,0.0,15044.0,1,15044,15044,15044
801802,81,2,0.005,14869,15029,160,14949.0,80.0,29898.0,2,14869,14869,14869
800203,82,1,0.0025,15146,15146,0,15146.0,0.0,15146.0,1,15146,15146,15146
800404,83,1,0.0025,14997,14997,0,14997.0,0.0,14997.0,1,14997,14997,14997
800202,84,1,0.0025,15146,15146,0,15146.0,0.0,15146.0,1,15146,15146,15146
800806,85,1,0.0025,15144,15144,0,15144.0,0.0,15144.0,1,15144,15144,15144
802101,86,3,0.0075,15029,15092,63,15071.0,29.6984848098,45213.0,2,15092,15029,15092
802103,87,2,0.005,15285,15321,36,15303.0,18.0,30606.0,2,15285,15285,15285
800803,88,3,0.0075,15165,15322,157,15254.0,65.7926034343,45762.0,3,15165,15165,15275
800503,89,6,0.015,14998,15165,167,15080.1666667,61.9338805145,90481.0,6,14998,14998,15051
800502,90,3,0.0075,14990,15036,46,15015.6666667,19.1543438654,45047.0,3,14990,14990,15021
800801,91,1,0.0025,15322,15322,0,15322.0,0.0,15322.0,1,15322,15322,15322
802104,92,5,0.0125,15058,15229,171,15135.4,60.0253279875,75677.0,5,15058,15058,15108
801403,93,2,0.005,15086,15208,122,15147.0,61.0,30294.0,2,15086,15086,15086
801408,94,4,0.01,14781,15126,345,14976.25,133.327369658,59905.0,4,14781,14781,14930
802102,95,4,0.01,15013,15128,115,15067.25,49.2360386303,60269.0,4,15013,15013,15025
801404,96,1,0.0025,15062,15062,0,15062.0,0.0,15062.0,1,15062,15062,15062
800802,97,1,0.0025,15221,15221,0,15221.0,0.0,15221.0,1,15221,15221,15221
801407,98,1,0.0025,15062,15062,0,15062.0,0.0,15062.0,1,15062,15062,15062
800811,99,3,0.0075,14877,15206,329,15082.3333333,146.20153518,45247.0,3,14877,14877,15164
801405,100,2,0.005,15051,15070,19,15060.5,9.5,30121.0,2,15051,15051,15051
800813,101,2,0.005,15107,15133,26,15120.0,13.0,30240.0,2,15107,15107,15107
800804,102,1,0.0025,15283,15283,0,15283.0,0.0,15283.0,1,15283,15283,15283
800409,103,3,0.0075,14925,15023,98,14972.3333333,40.077702307,44917.0,3,14925,14925,14969
801604,104,3,0.0075,15239,15244,5,15240.6666667,2.35702260957,45722.0,2,15239,15244,15239
800704,105,6,0.015,15164,15283,119,15242.0,44.5795169706,91452.0,5,15283,15164,15253
801605,106,1,0.0025,15255,15255,0,15255.0,0.0,15255.0,1,15255,15255,15255
801602,107,1,0.0025,15164,15164,0,15164.0,0.0,15164.0,1,15164,15164,15164
801704,108,3,0.0075,15157,15245,88,15206.3333333,36.7090663943,45619.0,3,15157,15157,15217
801702,109,8,0.02,15091,15303,212,15178.875,61.4947914461,121431.0,8,15091,15091,15163
801902,110,1,0.0025,15263,15263,0,15263.0,0.0,15263.0,1,15263,15263,15263
801703,111,2,0.005,15193,15211,18,15202.0,9.0,30404.0,2,15193,15193,15193
801603,112,1,0.0025,15334,15334,0,15334.0,0.0,15334.0,1,15334,15334,15334
800910,113,1,0.0025,15192,15192,0,15192.0,0.0,15192.0,1,15192,15192,15192
801905,114,2,0.005,15217,15267,50,15242.0,25.0,30484.0,2,15217,15217,15217
800701,115,2,0.005,15231,15285,54,15258.0,27.0,30516.0,2,15231,15231,15231
800908,116,1,0.0025,15210,15210,0,15210.0,0.0,15210.0,1,15210,15210,15210
801503,117,3,0.0075,14901,15157,256,15026.0,104.597641783,45078.0,3,14901,14901,15020
801501,118,3,0.0075,15027,15134,107,15072.3333333,45.1835761704,45217.0,3,15027,15027,15056
801502,119,2,0.005,15134,15194,60,15164.0,30.0,30328.0,2,15134,15134,15134
801406,120,2,0.005,14952,15092,140,15022.0,70.0,30044.0,2,14952,14952,14952
801409,121,1,0.0025,15056,15056,0,15056.0,0.0,15056.0,1,15056,15056,15056
801402,122,2,0.005,15026,15077,51,15051.5,25.5,30103.0,2,15026,15026,15026
801610,123,1,0.0025,15196,15196,0,15196.0,0.0,15196.0,1,15196,15196,15196
800710,124,3,0.0075,15231,15308,77,15270.3333333,31.4572019662,45811.0,3,15231,15231,15272
800705,126,3,0.0075,15157,15396,239,15274.6666667,97.6057830711,45824.0,3,15157,15157,15271
801609,127,3,0.0075,15127,15249,122,15192.3333333,50.1818913774,45577.0,3,15127,15127,15201
800708,128,1,0.0025,15220,15220,0,15220.0,0.0,15220.0,1,15220,15220,15220
800707,129,2,0.005,15164,15214,50,15189.0,25.0,30378.0,2,15164,15164,15164
800711,130,1,0.0025,15220,15220,0,15220.0,0.0,15220.0,1,15220,15220,15220
