,addrcode,temperature
0,104605,25.21
1,104604,23.95
2,103704,33.49
3,100108,33.33
4,102005,33.33
5,100101,33.33
6,103701,33.49
7,100110,33.49
8,103702,33.49
9,100109,33.33
10,102004,33.33
11,101702,33.49
12,100805,33.49
13,104203,30.97
14,104202,30.69
15,104102,0.0
16,100111,33.49
17,100107,33.49
18,101904,29.71
19,101907,29.71
20,103703,33.49
21,103001,33.31
22,103002,33.31
23,104302,0.0
24,103802,33.31
25,102902,33.23
26,103604,31.87
27,101601,32.45
28,100801,32.09
29,102208,29.61
30,103902,31.71
31,101302,32.09
32,104502,33.49
33,104503,33.49
34,101903,29.71
35,101602,32.45
36,103004,33.31
37,102704,33.31
38,100308,26.93
39,102901,33.23
40,101801,32.45
41,100401,32.09
42,100204,33.49
43,103602,31.87
44,100203,33.49
45,100608,33.49
46,102007,33.33
47,100405,32.09
48,100404,32.09
49,101001,30.37
50,103003,33.31
51,102701,31.05
52,102502,33.23
53,101704,33.49
54,101802,32.09
55,101502,32.45
56,102206,32.45
57,103302,31.71
58,100702,32.09
59,100703,32.09
60,100704,32.09
61,103901,31.71
62,100102,32.45
63,102209,32.45
64,100403,32.09
65,102202,29.61
66,100402,32.09
67,100206,33.49
68,101902,33.33
69,102501,33.33
70,101401,33.49
71,103102,32.09
72,103203,30.79
73,101701,33.49
74,102503,33.33
75,101506,32.45
76,104001,0.0
77,104004,0.0
78,103501,0.0
79,100905,30.37
80,103103,31.49
81,102210,32.45
82,102207,29.61
83,100104,33.49
84,103301,31.71
85,102009,33.33
86,100202,33.49
87,102504,33.33
88,100201,33.49
89,101905,29.71
90,101102,30.11
91,102006,33.33
92,100701,32.09
93,104003,29.61
94,100802,32.09
95,100103,32.45
96,103401,30.25
97,101501,32.45
98,101303,32.09
99,102802,32.09
100,101507,32.45
101,101301,32.09
102,102801,32.09
103,100803,33.49
104,100105,33.33
105,100804,33.49
106,100106,33.49
107,103303,31.71
108,101505,32.45
109,103101,31.49
110,103202,30.79
111,103504,31.49
112,101204,31.49
113,102402,31.49
114,103503,31.49
115,101504,32.45
116,101203,31.49
117,101804,32.09
118,101503,32.45
119,103502,32.45
120,104301,0.0
121,104504,33.49
122,104901,24.97
