TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
810602,62,1,0.0025,14928,14928,0,14928.0,0.0,14928.0,1,14928,14928,14928
810601,63,1,0.0025,14936,14936,0,14936.0,0.0,14936.0,1,14936,14936,14936
810301,68,2,0.005,14717,14756,39,14736.5,19.5,29473.0,2,14717,14717,14717
810603,69,1,0.0025,15004,15004,0,15004.0,0.0,15004.0,1,15004,15004,15004
800406,77,2,0.005,15174,15234,60,15204.0,30.0,30408.0,2,15174,15174,15174
800505,78,2,0.005,15174,15174,0,15174.0,0.0,30348.0,1,15174,15174,15174
801802,81,1,0.0025,15165,15165,0,15165.0,0.0,15165.0,1,15165,15165,15165
800404,83,1,0.0025,15234,15234,0,15234.0,0.0,15234.0,1,15234,15234,15234
800503,89,1,0.0025,15162,15162,0,15162.0,0.0,15162.0,1,15162,15162,15162
800502,90,1,0.0025,15162,15162,0,15162.0,0.0,15162.0,1,15162,15162,15162
800409,103,2,0.005,15072,15096,24,15084.0,12.0,30168.0,2,15072,15072,15072
801503,117,3,0.0075,14522,14952,430,14798.0,195.598227667,44394.0,3,14522,14522,14920
801501,118,3,0.0075,14578,15277,699,14842.0,309.925797571,44526.0,3,14578,14578,14671
801502,119,2,0.005,14071,14084,13,14077.5,6.5,28155.0,2,14071,14071,14071
801406,120,3,0.0075,15065,15255,190,15154.3333333,77.9800544298,45463.0,3,15065,15065,15143
801409,121,2,0.005,15194,15352,158,15273.0,79.0,30546.0,2,15194,15194,15194
801402,122,2,0.005,14906,14916,10,14911.0,5.0,29822.0,2,14906,14906,14906
810405,132,4,0.01,14941,14941,0,14941.0,0.0,59764.0,1,14941,14941,14941
810803,133,3,0.0075,14956,15006,50,14986.6666667,21.9291789385,44960.0,3,14956,14956,14998
810302,135,2,0.005,14581,14581,0,14581.0,0.0,29162.0,1,14581,14581,14581
810305,136,1,0.0025,14550,14550,0,14550.0,0.0,14550.0,1,14550,14550,14550
810106,139,4,0.01,14769,14990,221,14904.5,89.4720626788,59618.0,4,14769,14769,14879
810801,140,1,0.0025,14928,14928,0,14928.0,0.0,14928.0,1,14928,14928,14928
810115,141,2,0.005,15017,15045,28,15031.0,14.0,30062.0,2,15017,15017,15017
810406,142,2,0.005,14856,14955,99,14905.5,49.5,29811.0,2,14856,14856,14856
810117,147,3,0.0075,15046,15065,19,15056.0,7.7888809637,45168.0,3,15046,15046,15057
810402,149,3,0.0075,14856,14890,34,14878.6666667,16.0277537077,44636.0,2,14890,14856,14890
810401,150,2,0.005,14890,14957,67,14923.5,33.5,29847.0,2,14890,14890,14890
810116,152,1,0.0025,15064,15064,0,15064.0,0.0,15064.0,1,15064,15064,15064
810118,153,1,0.0025,15017,15017,0,15017.0,0.0,15017.0,1,15017,15017,15017
810807,155,1,0.0025,14970,14970,0,14970.0,0.0,14970.0,1,14970,14970,14970
810204,156,1,0.0025,15067,15067,0,15067.0,0.0,15067.0,1,15067,15067,15067
810201,158,2,0.005,15051,15051,0,15051.0,0.0,30102.0,1,15051,15051,15051
810111,159,3,0.0075,14769,15034,265,14931.0,115.951139135,44793.0,3,14769,14769,14990
810506,160,1,0.0025,15054,15054,0,15054.0,0.0,15054.0,1,15054,15054,15054
810509,162,1,0.0025,14978,14978,0,14978.0,0.0,14978.0,1,14978,14978,14978
810501,163,3,0.0075,15031,15054,23,15046.3333333,10.8423039776,45139.0,2,15054,15031,15054
810502,165,4,0.01,14939,15056,117,14969.0,50.2344503304,59876.0,4,14939,14939,14940
810505,166,2,0.005,14740,15053,313,14896.5,156.5,29793.0,2,14740,14740,14740
810504,167,3,0.0075,14978,15014,36,15002.0,16.9705627485,45006.0,2,15014,14978,15014
810105,168,4,0.01,14559,14769,210,14675.25,75.7904182598,58701.0,4,14559,14559,14672
810407,169,1,0.0025,15029,15029,0,15029.0,0.0,15029.0,1,15029,15029,15029
810103,170,4,0.01,14953,15085,132,15045.5,54.4495179042,60182.0,3,15085,14953,15059
810507,173,2,0.005,14949,14988,39,14968.5,19.5,29937.0,2,14949,14949,14949
810503,174,1,0.0025,15022,15022,0,15022.0,0.0,15022.0,1,15022,15022,15022
810205,175,3,0.0075,14974,15071,97,15037.3333333,44.8131925019,45112.0,3,14974,14974,15067
810604,176,1,0.0025,14988,14988,0,14988.0,0.0,14988.0,1,14988,14988,14988
