,addrcode,temperature
0,104605,33.01
1,104604,32.79
2,103704,35.39
3,100108,35.47
4,102002,35.47
5,100101,35.47
6,103701,35.39
7,100110,35.39
8,103702,35.39
9,100109,35.47
10,102001,35.47
11,101702,35.73
12,100805,35.39
13,104203,34.95
14,104202,34.05
15,104102,36.07
16,100111,35.39
17,100107,35.39
18,101904,35.23
19,101906,35.23
20,103703,35.39
21,103001,35.91
22,103002,35.91
23,104302,34.41
24,103802,35.99
25,102902,35.45
26,103602,36.35
27,101601,35.43
28,100801,33.97
29,102205,35.69
30,103902,34.53
31,101302,33.97
32,104502,34.59
33,104503,34.59
34,101903,35.23
35,101602,35.43
36,103004,35.91
37,102702,35.99
38,100308,31.83
39,102901,35.45
40,101801,35.43
41,100401,33.97
42,100204,35.39
43,103601,36.35
44,100203,35.39
45,100602,34.59
46,102004,35.47
47,100405,33.97
48,100404,33.97
49,101001,33.79
50,103003,35.91
51,102701,33.69
52,102502,35.45
53,101703,35.73
54,101802,33.97
55,101502,35.43
56,102203,35.43
57,103302,34.53
58,100702,33.97
59,100703,33.97
60,100704,33.97
61,103901,34.53
62,100102,35.43
63,102206,35.43
64,100403,33.97
65,102202,35.69
66,100402,33.97
67,100206,35.39
68,101902,35.47
69,102501,35.47
70,101401,35.39
71,103102,33.97
72,103203,33.37
73,101701,35.73
74,102503,35.47
75,101506,35.43
76,104001,34.79
77,104004,34.91
78,103501,34.79
79,100901,33.07
80,103103,33.43
81,102207,35.43
82,102204,35.69
83,100104,35.39
84,103301,34.53
85,102005,35.47
86,100202,35.39
87,102504,35.47
88,100201,35.39
89,101905,35.23
90,101102,33.23
91,102003,35.47
92,100701,33.97
93,104003,35.35
94,100802,33.97
95,100103,35.43
96,103401,33.67
97,101501,35.43
98,101303,33.97
99,102802,33.97
100,101507,35.43
101,101301,33.97
102,102801,33.97
103,100803,35.39
104,100105,35.47
105,100804,35.39
106,100106,35.39
107,103303,34.53
108,101505,35.43
109,103101,34.33
110,103202,33.37
111,103504,34.33
112,101202,33.43
113,102402,34.33
114,103503,34.33
115,101504,35.43
116,101201,33.43
117,101804,33.97
118,101503,35.43
119,103502,35.43
120,104301,34.41
121,104504,34.59
122,104901,32.23
