SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15236,15236,0,15236.0,0.0,15236.0,1,15236,15236,15236
100112,2,1,0.0025,15398,15398,0,15398.0,0.0,15398.0,1,15398,15398,15398
104601,3,2,0.005,15174,15276,102,15225.0,51.0,30450.0,2,15174,15174,15174
104101,4,1,0.0025,15430,15430,0,15430.0,0.0,15430.0,1,15430,15430,15430
100302,5,2,0.005,15119,15129,10,15124.0,5.0,30248.0,2,15119,15119,15119
100502,6,1,0.0025,15370,15370,0,15370.0,0.0,15370.0,1,15370,15370,15370
100306,7,1,0.0025,15157,15157,0,15157.0,0.0,15157.0,1,15157,15157,15157
104603,8,1,0.0025,15260,15260,0,15260.0,0.0,15260.0,1,15260,15260,15260
100301,9,1,0.0025,15119,15119,0,15119.0,0.0,15119.0,1,15119,15119,15119
100305,10,1,0.0025,15197,15197,0,15197.0,0.0,15197.0,1,15197,15197,15197
101002,11,1,0.0025,15190,15190,0,15190.0,0.0,15190.0,1,15190,15190,15190
100303,12,1,0.0025,15179,15179,0,15179.0,0.0,15179.0,1,15179,15179,15179
104802,13,1,0.0025,15442,15442,0,15442.0,0.0,15442.0,1,15442,15442,15442
101104,14,1,0.0025,15151,15151,0,15151.0,0.0,15151.0,1,15151,15151,15151
102601,15,1,0.0025,15401,15401,0,15401.0,0.0,15401.0,1,15401,15401,15401
100307,16,1,0.0025,15194,15194,0,15194.0,0.0,15194.0,1,15194,15194,15194
103201,17,2,0.005,15258,15369,111,15313.5,55.5,30627.0,2,15258,15258,15258
103605,18,1,0.0025,15438,15438,0,15438.0,0.0,15438.0,1,15438,15438,15438
100304,19,2,0.005,15159,15167,8,15163.0,4.0,30326.0,2,15159,15159,15159
104201,20,1,0.0025,15353,15353,0,15353.0,0.0,15353.0,1,15353,15353,15353
101105,21,2,0.005,15107,15131,24,15119.0,12.0,30238.0,2,15107,15107,15107
101106,22,1,0.0025,15109,15109,0,15109.0,0.0,15109.0,1,15109,15109,15109
101101,23,1,0.0025,15194,15194,0,15194.0,0.0,15194.0,1,15194,15194,15194
104002,24,1,0.0025,15413,15413,0,15413.0,0.0,15413.0,1,15413,15413,15413
102705,25,1,0.0025,15410,15410,0,15410.0,0.0,15410.0,1,15410,15410,15410
103801,26,1,0.0025,15449,15449,0,15449.0,0.0,15449.0,1,15449,15449,15449
103005,27,1,0.0025,15462,15462,0,15462.0,0.0,15462.0,1,15462,15462,15462
100601,28,1,0.0025,15283,15283,0,15283.0,0.0,15283.0,1,15283,15283,15283
102303,29,1,0.0025,15338,15338,0,15338.0,0.0,15338.0,1,15338,15338,15338
104501,30,1,0.0025,15461,15461,0,15461.0,0.0,15461.0,1,15461,15461,15461
104401,31,1,0.0025,15232,15232,0,15232.0,0.0,15232.0,1,15232,15232,15232
102105,32,3,0.0075,15035,15332,297,15221.0,132.340470001,45663.0,3,15035,15035,15296
101103,33,1,0.0025,15190,15190,0,15190.0,0.0,15190.0,1,15190,15190,15190
101901,34,1,0.0025,15391,15391,0,15391.0,0.0,15391.0,1,15391,15391,15391
104801,35,1,0.0025,15317,15317,0,15317.0,0.0,15317.0,1,15317,15317,15317
102107,36,1,0.0025,15204,15204,0,15204.0,0.0,15204.0,1,15204,15204,15204
101803,37,1,0.0025,15354,15354,0,15354.0,0.0,15354.0,1,15354,15354,15354
103903,38,1,0.0025,15437,15437,0,15437.0,0.0,15437.0,1,15437,15437,15437
102201,39,1,0.0025,15390,15390,0,15390.0,0.0,15390.0,1,15390,15390,15390
102302,40,1,0.0025,15417,15417,0,15417.0,0.0,15417.0,1,15417,15417,15417
105001,41,1,0.0025,15352,15352,0,15352.0,0.0,15352.0,1,15352,15352,15352
102401,42,1,0.0025,15340,15340,0,15340.0,0.0,15340.0,1,15340,15340,15340
104701,43,2,0.005,15353,15359,6,15356.0,3.0,30712.0,2,15353,15353,15353
102803,44,1,0.0025,15347,15347,0,15347.0,0.0,15347.0,1,15347,15347,15347
104902,45,1,0.0025,15331,15331,0,15331.0,0.0,15331.0,1,15331,15331,15331
104602,46,2,0.005,15152,15241,89,15196.5,44.5,30393.0,2,15152,15152,15152
