,addrcode,temperature
0,801205,32.75
1,802302,32.57
2,801211,33.63
3,800102,33.73
4,802203,27.81
5,800103,33.73
6,800118,34.53
7,800401,30.85
8,800108,34.63
9,800114,33.27
10,802002,32.55
11,800415,29.21
12,800810,31.03
13,800107,32.19
14,800809,33.31
15,800709,29.17
16,801901,29.77
17,800703,31.11
18,801401,30.93
19,810802,29.19
20,810101,29.59
21,800610,30.79
22,800901,32.41
23,800604,35.65
24,801607,29.41
