,addrcode,temperature
0,104605,32.99
1,104604,34.03
2,103704,38.25
3,100108,38.15
4,102005,38.15
5,100101,38.15
6,103701,38.25
7,100110,38.25
8,103702,38.25
9,100109,38.15
10,102004,38.15
11,101702,38.17
12,100805,38.25
13,104203,36.95
14,104202,36.63
15,104102,37.89
16,100111,38.25
17,100107,38.25
18,101904,38.19
19,101907,38.19
20,103703,38.25
21,103001,38.55
22,103002,38.55
23,104302,37.79
24,103802,38.77
25,102902,37.99
26,103604,35.15
27,101601,39.31
28,100801,37.73
29,102208,38.55
30,103902,38.59
31,101302,37.73
32,104502,38.21
33,104503,38.21
34,101903,38.19
35,101602,39.31
36,103004,38.55
37,102704,38.77
38,100308,32.23
39,102901,37.99
40,101801,39.31
41,100401,37.73
42,100204,38.25
43,103602,35.15
44,100203,38.25
45,100608,38.21
46,102007,38.15
47,100405,37.73
48,100404,37.73
49,101001,37.79
50,103003,38.55
51,102701,35.95
52,102502,37.99
53,101704,38.17
54,101802,37.73
55,101502,39.31
56,102206,39.31
57,103302,38.59
58,100702,37.73
59,100703,37.73
60,100704,37.73
61,103901,38.59
62,100102,39.31
63,102209,39.31
64,100403,37.73
65,102202,38.55
66,100402,37.73
67,100206,38.25
68,101902,38.15
69,102501,38.15
70,101401,38.25
71,103102,37.73
72,103203,36.19
73,101701,38.17
74,102503,38.15
75,101506,39.31
76,104001,38.97
77,104004,38.91
78,103501,38.97
79,100905,37.01
80,103103,37.23
81,102210,39.31
82,102207,38.55
83,100104,38.25
84,103301,38.59
85,102009,38.15
86,100202,38.25
87,102504,38.15
88,100201,38.25
89,101905,38.19
90,101102,37.31
91,102006,38.15
92,100701,37.73
93,104003,38.21
94,100802,37.73
95,100103,39.31
96,103401,38.17
97,101501,39.31
98,101303,37.73
99,102802,37.73
100,101507,39.31
101,101301,37.73
102,102801,37.73
103,100803,38.25
104,100105,38.15
105,100804,38.25
106,100106,38.25
107,103303,38.59
108,101505,39.31
109,103101,38.77
110,103202,36.19
111,103504,38.77
112,101204,37.23
113,102402,38.77
114,103503,38.77
115,101504,39.31
116,101203,37.23
117,101804,37.73
118,101503,39.31
119,103502,39.31
120,104301,37.79
121,104504,38.21
122,104901,37.27
