TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
801304,1,2,0.005,14977,14993,16,14985.0,8.0,29970.0,2,14977,14977,14977
800603,2,1,0.0025,15005,15005,0,15005.0,0.0,15005.0,1,15005,15005,15005
801904,3,2,0.005,15008,15064,56,15036.0,28.0,30072.0,2,15008,15008,15008
800905,4,4,0.01,15006,15089,83,15035.75,31.6178351568,60143.0,4,15006,15006,15023
800909,5,1,0.0025,15058,15058,0,15058.0,0.0,15058.0,1,15058,15058,15058
801701,6,3,0.0075,15005,15023,18,15016.3333333,8.05536398157,45049.0,3,15005,15005,15021
801903,7,1,0.0025,14994,14994,0,14994.0,0.0,14994.0,1,14994,14994,14994
800611,8,2,0.005,15003,15027,24,15015.0,12.0,30030.0,2,15003,15003,15003
801204,9,1,0.0025,14973,14973,0,14973.0,0.0,14973.0,1,14973,14973,14973
801101,10,2,0.005,15132,15133,1,15132.5,0.5,30265.0,2,15132,15132,15132
801302,11,4,0.01,14869,14952,83,14903.25,31.3956605282,59613.0,4,14869,14869,14884
802003,12,1,0.0025,15040,15040,0,15040.0,0.0,15040.0,1,15040,15040,15040
801215,13,1,0.0025,15019,15019,0,15019.0,0.0,15019.0,1,15019,15019,15019
801206,14,2,0.005,15072,15092,20,15082.0,10.0,30164.0,2,15072,15072,15072
801207,15,1,0.0025,15023,15023,0,15023.0,0.0,15023.0,1,15023,15023,15023
801217,16,1,0.0025,14984,14984,0,14984.0,0.0,14984.0,1,14984,14984,14984
802001,17,1,0.0025,14943,14943,0,14943.0,0.0,14943.0,1,14943,14943,14943
800305,18,2,0.005,14897,14912,15,14904.5,7.5,29809.0,2,14897,14897,14897
801105,19,4,0.01,15074,15113,39,15095.5,16.8893457541,60382.0,4,15074,15074,15084
801212,20,1,0.0025,15063,15063,0,15063.0,0.0,15063.0,1,15063,15063,15063
801003,21,2,0.005,15051,15135,84,15093.0,42.0,30186.0,2,15051,15051,15051
800302,22,3,0.0075,14821,14899,78,14858.0,31.9687347263,44574.0,3,14821,14821,14854
801208,23,1,0.0025,15018,15018,0,15018.0,0.0,15018.0,1,15018,15018,15018
800911,24,4,0.01,14976,15047,71,15013.75,32.0497659898,60055.0,4,14976,14976,14988
801107,25,3,0.0075,14976,15034,58,15004.0,23.7205958329,45012.0,3,14976,14976,15002
801213,26,1,0.0025,14993,14993,0,14993.0,0.0,14993.0,1,14993,14993,14993
800912,27,1,0.0025,15043,15043,0,15043.0,0.0,15043.0,1,15043,15043,15043
801218,28,1,0.0025,15010,15010,0,15010.0,0.0,15010.0,1,15010,15010,15010
802301,29,1,0.0025,15051,15051,0,15051.0,0.0,15051.0,1,15051,15051,15051
801301,30,5,0.0125,14932,15023,91,14976.2,31.0058059078,74881.0,5,14932,14932,14981
800906,31,3,0.0075,14995,15177,182,15080.3333333,74.7321141737,45241.0,3,14995,14995,15069
801216,32,1,0.0025,14981,14981,0,14981.0,0.0,14981.0,1,14981,14981,14981
801001,33,2,0.005,15073,15089,16,15081.0,8.0,30162.0,2,15073,15073,15073
801303,34,2,0.005,14852,15050,198,14951.0,99.0,29902.0,2,14852,14852,14852
802304,35,1,0.0025,14973,14973,0,14973.0,0.0,14973.0,1,14973,14973,14973
801203,36,1,0.0025,15075,15075,0,15075.0,0.0,15075.0,1,15075,15075,15075
801104,37,4,0.01,14971,15113,142,15039.5,67.1658395317,60158.0,4,14971,14971,14974
801214,38,3,0.0075,14940,15016,76,14984.6666667,32.4276973524,44954.0,3,14940,14940,14998
800407,39,1,0.0025,15100,15100,0,15100.0,0.0,15100.0,1,15100,15100,15100
800112,40,1,0.0025,14972,14972,0,14972.0,0.0,14972.0,1,14972,14972,14972
800304,41,4,0.01,14734,15026,292,14872.0,132.538673601,59488.0,4,14734,14734,14747
800106,42,2,0.005,14986,15064,78,15025.0,39.0,30050.0,2,14986,14986,14986
800405,43,1,0.0025,15116,15116,0,15116.0,0.0,15116.0,1,15116,15116,15116
800115,44,1,0.0025,15130,15130,0,15130.0,0.0,15130.0,1,15130,15130,15130
801801,45,1,0.0025,15154,15154,0,15154.0,0.0,15154.0,1,15154,15154,15154
800303,46,1,0.0025,14999,14999,0,14999.0,0.0,14999.0,1,14999,14999,14999
801106,47,2,0.005,15052,15058,6,15055.0,3.0,30110.0,2,15052,15052,15052
801103,48,2,0.005,15103,15104,1,15103.5,0.5,30207.0,2,15103,15103,15103
800122,49,2,0.005,15072,15075,3,15073.5,1.5,30147.0,2,15072,15072,15072
802202,50,2,0.005,15079,15087,8,15083.0,4.0,30166.0,2,15079,15079,15079
801210,51,1,0.0025,15041,15041,0,15041.0,0.0,15041.0,1,15041,15041,15041
801002,52,1,0.0025,15052,15052,0,15052.0,0.0,15052.0,1,15052,15052,15052
802004,53,2,0.005,14980,15008,28,14994.0,14.0,29988.0,2,14980,14980,14980
