,addrcode,temperature
0,801304,30.33
1,800603,33.67
2,801904,29.81
3,800905,30.46
4,800909,28.41
5,801701,29.76
6,801903,30.65
7,800611,32.94
8,801101,31.61
9,801302,28.43
10,801215,28.57
11,801207,22.59
12,801217,32.15
13,800305,26.71
14,801105,31.55
15,801003,30.97
16,800302,23.27
17,801208,28.27
18,800911,29.12
19,801107,31.81
20,801213,30.67
21,800912,30.55
22,802301,32.79
23,801301,29.32
24,800906,29.38
25,801216,30.05
26,801001,31.06
27,801303,28.5
28,801203,27.75
29,801104,31.48
30,800407,31.37
31,800304,29.87
32,800115,24.41
33,801801,27.65
34,801103,28.73
35,802202,30.26
36,801002,30.33
37,802201,30.36
38,801102,28.53
39,800301,29.3
40,800416,32.63
41,810602,27.66
42,810601,27.85
43,800807,32.73
44,800204,28.01
45,800501,24.64
46,800120,28.78
47,810301,24.58
48,810603,26.21
49,800201,22.97
50,800205,24.45
51,800403,28.14
52,800116,23.38
53,800410,29.99
54,800406,28.05
55,800505,28.05
56,800504,25.39
57,800121,26.03
58,800203,29.81
59,800202,31.01
60,800806,32.09
61,802101,30.61
62,802103,32.2
63,800803,32.9
64,800503,29.47
65,800502,26.53
66,800801,33.29
67,802104,30.84
68,801403,31.67
69,801408,30.39
70,802102,28.82
71,801404,31.67
72,800802,30.35
73,801407,31.7
74,800811,31.3
75,801405,34.19
76,800813,29.88
77,800804,32.93
78,800409,24.11
79,801604,31.65
80,800704,32.07
81,801605,28.53
82,801602,26.85
83,801704,30.82
84,801702,28.96
85,801902,31.91
86,801703,30.75
87,800910,27.0
88,801905,31.26
89,800701,31.17
90,800908,29.8
91,801503,29.56
92,801502,25.42
93,801406,24.85
94,801409,24.85
95,800710,26.38
96,800702,31.11
97,800705,25.47
98,801609,35.84
99,800708,31.15
100,800707,32.0
101,800711,30.85
102,810304,28.75
103,810405,29.2
104,810803,29.02
105,810403,28.59
106,810302,27.83
107,810305,25.77
108,810303,28.47
109,810404,28.52
110,810106,26.05
111,810801,28.79
112,810115,25.3
113,810406,30.89
114,810805,30.48
115,810701,30.16
116,810702,30.8
117,810703,31.3
118,810117,26.28
119,810704,29.97
120,810402,29.1
121,810401,30.0
122,810806,28.39
123,810116,23.95
124,810118,27.9
125,810804,29.17
126,810807,28.62
127,810204,29.4
128,810203,31.27
129,810201,29.14
130,810111,26.53
131,810506,28.54
132,810508,29.61
133,810509,29.23
134,810501,28.41
135,810502,27.01
136,810505,27.41
137,810504,28.27
138,810105,26.62
139,810407,31.02
140,810103,28.19
141,810206,31.9
142,810808,30.47
143,810507,27.27
144,810503,28.33
145,810205,28.0
146,810604,28.15
147,802303,32.56
148,800904,31.47
149,800607,33.41
150,801611,33.23
151,801608,35.27
152,800606,32.33
153,800913,30.34
154,800601,33.59
155,800903,31.03
156,801305,32.81
157,801306,27.55
158,800902,29.41
159,800605,32.33
160,800612,33.07
161,801906,28.77
162,800613,33.1
163,801606,31.25
164,800706,31.38
165,800907,30.25
166,801601,29.02
167,801204,
168,802003,
169,801206,
170,802001,
171,801212,
172,801218,
173,802304,
174,801214,
175,800112,
176,800106,
177,800405,
178,800303,
179,801106,
180,800122,
181,801210,
182,802004,
183,800101,
184,800119,
185,800113,
186,801202,
187,801209,
188,801803,
189,801802,
190,800404,
191,801603,
192,801501,
193,801402,
194,801610,
195,810202,
196,801201,
197,810102,
