,addrcode,temperature
0,801304,27.9
1,800603,30.75
2,801904,26.69
3,801903,27.65
4,800611,32.13
5,801204,29.63
6,801302,29.79
7,802003,29.51
8,801215,30.91
9,801206,30.37
10,801207,30.61
11,801217,27.93
12,802001,32.35
13,800305,31.22
14,801212,30.29
15,800302,27.42
16,801208,28.09
17,800911,26.35
18,801213,29.17
19,801218,30.59
20,802301,30.99
21,801301,30.37
22,800906,25.25
23,801216,27.93
24,801303,28.75
25,802304,29.95
26,801203,29.27
27,801214,24.88
28,800112,29.55
29,800304,26.83
30,800106,31.54
31,800115,29.73
32,800303,29.23
33,800122,31.96
34,801210,29.41
35,802004,31.21
36,802201,25.25
37,800301,25.95
38,800101,31.39
39,800119,30.91
40,800113,31.29
41,801202,29.48
42,810602,23.49
43,810601,23.49
44,800807,28.79
45,800501,27.23
46,800120,29.37
47,810301,25.5
48,810603,23.46
49,800201,25.95
50,800205,28.19
51,801209,28.33
52,800116,30.74
53,801803,26.27
54,800406,26.75
55,800505,27.23
56,800121,29.47
57,801802,26.27
58,800203,27.23
59,800202,25.81
60,800806,28.85
61,802101,25.0
62,802103,27.72
63,800803,27.82
64,800503,25.84
65,800801,29.49
66,802104,26.26
67,801403,23.51
68,802102,24.65
69,800802,22.91
70,801407,22.79
71,800811,24.98
72,801405,21.56
73,800813,28.83
74,800804,29.07
75,800409,26.75
76,801604,31.48
77,800704,30.34
78,801605,33.35
79,801603,31.75
80,800701,30.57
81,801503,25.38
82,801501,26.07
83,801502,26.34
84,801406,24.85
85,801409,25.48
86,801402,24.08
87,801610,31.23
88,800702,28.65
89,800705,25.45
90,801609,30.66
91,800708,30.75
92,800707,30.62
93,800711,30.63
94,810304,26.62
95,810405,28.12
96,810803,28.12
97,810403,27.9
98,810302,27.79
99,810305,28.54
100,810303,28.19
101,810404,27.7
102,810801,15.97
103,810115,26.45
104,810406,28.09
105,810805,23.83
106,810117,25.59
107,810401,28.71
108,810806,26.77
109,810116,27.69
110,810118,28.45
111,810804,21.81
112,810807,23.61
113,810501,27.65
114,810505,22.11
115,810407,27.97
116,810103,16.59
117,810808,15.97
118,810507,27.8
119,810503,27.27
120,802303,29.42
121,800607,30.69
122,801611,28.39
123,801608,28.53
124,800606,31.57
125,800601,31.17
126,801305,29.95
127,801306,31.83
128,800605,31.47
129,800612,31.38
130,800613,30.85
131,801606,29.41
132,800706,28.36
133,801601,30.95
134,800905,
135,800909,
136,801701,
137,801101,
138,801105,
139,801003,
140,801107,
141,800912,
142,801001,
143,801104,
144,800407,
145,800405,
146,801801,
147,801106,
148,801103,
149,802202,
150,801002,
151,801102,
152,800416,
153,800204,
154,800403,
155,800410,
156,800504,
157,800404,
158,800502,
159,801408,
160,801404,
161,801602,
162,801704,
163,801702,
164,801902,
165,801703,
166,800910,
167,801905,
168,800908,
169,800710,
170,810106,
171,810701,
172,810702,
173,810703,
174,810704,
175,810402,
176,810204,
177,810203,
178,810201,
179,810111,
180,810506,
181,810508,
182,810509,
183,810202,
184,810502,
185,810504,
186,810105,
187,810206,
188,810205,
189,810604,
190,800904,
191,800913,
192,800903,
193,800902,
194,801906,
195,800907,
196,801201,
197,810102,
