,addrcode,temperature
0,100508,35.33
1,100112,37.59
2,104601,36.1
3,104101,38.03
4,100302,35.25
5,100502,37.65
6,100306,36.99
7,100301,35.95
8,100305,37.03
9,101002,36.35
10,100303,36.31
11,104802,39.53
12,101104,36.39
13,102601,37.01
14,100307,37.31
15,103201,39.18
16,103605,39.35
17,100304,36.31
18,104201,38.73
19,101105,34.73
20,101106,33.97
21,101101,36.77
22,104002,39.01
23,102705,38.91
24,103801,38.91
25,103005,39.05
26,100601,37.45
27,102303,39.47
28,104501,37.75
29,104401,37.19
30,102105,37.36
31,101103,36.71
32,101901,38.99
33,104801,38.59
34,102107,37.27
35,101803,38.15
36,103903,38.65
37,102201,39.71
38,102302,39.19
39,105001,37.33
40,102401,34.97
41,104701,36.92
42,102803,38.69
43,104902,38.13
44,104602,36.23
45,104603,
