SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15620,15620,0,15620.0,0.0,15620.0,1,15620,15620,15620
100112,2,1,0.0025,15713,15713,0,15713.0,0.0,15713.0,1,15713,15713,15713
104601,3,1,0.0025,15540,15540,0,15540.0,0.0,15540.0,1,15540,15540,15540
104101,4,1,0.0025,15572,15572,0,15572.0,0.0,15572.0,1,15572,15572,15572
100302,5,2,0.005,15615,15615,0,15615.0,0.0,31230.0,1,15615,15615,15615
100502,6,1,0.0025,15667,15667,0,15667.0,0.0,15667.0,1,15667,15667,15667
100306,7,1,0.0025,15615,15615,0,15615.0,0.0,15615.0,1,15615,15615,15615
104603,8,1,0.0025,15578,15578,0,15578.0,0.0,15578.0,1,15578,15578,15578
100301,9,1,0.0025,15621,15621,0,15621.0,0.0,15621.0,1,15621,15621,15621
100305,10,1,0.0025,15565,15565,0,15565.0,0.0,15565.0,1,15565,15565,15565
101002,11,1,0.0025,15565,15565,0,15565.0,0.0,15565.0,1,15565,15565,15565
104802,13,1,0.0025,15668,15668,0,15668.0,0.0,15668.0,1,15668,15668,15668
101104,14,1,0.0025,15559,15559,0,15559.0,0.0,15559.0,1,15559,15559,15559
102601,15,1,0.0025,15670,15670,0,15670.0,0.0,15670.0,1,15670,15670,15670
100307,16,1,0.0025,15621,15621,0,15621.0,0.0,15621.0,1,15621,15621,15621
103201,17,2,0.005,15595,15600,5,15597.5,2.5,31195.0,2,15595,15595,15595
103605,18,1,0.0025,15546,15546,0,15546.0,0.0,15546.0,1,15546,15546,15546
101105,21,2,0.005,15559,15603,44,15581.0,22.0,31162.0,2,15559,15559,15559
101101,23,1,0.0025,15603,15603,0,15603.0,0.0,15603.0,1,15603,15603,15603
104002,24,1,0.0025,15709,15709,0,15709.0,0.0,15709.0,1,15709,15709,15709
102705,25,1,0.0025,15595,15595,0,15595.0,0.0,15595.0,1,15595,15595,15595
103801,26,1,0.0025,15634,15634,0,15634.0,0.0,15634.0,1,15634,15634,15634
103005,27,1,0.0025,15671,15671,0,15671.0,0.0,15671.0,1,15671,15671,15671
100601,28,1,0.0025,15593,15593,0,15593.0,0.0,15593.0,1,15593,15593,15593
102303,29,1,0.0025,15692,15692,0,15692.0,0.0,15692.0,1,15692,15692,15692
104501,30,1,0.0025,15631,15631,0,15631.0,0.0,15631.0,1,15631,15631,15631
104401,31,1,0.0025,15577,15577,0,15577.0,0.0,15577.0,1,15577,15577,15577
102105,32,3,0.0075,15142,15698,556,15472.6666667,238.893746721,46418.0,3,15142,15142,15578
101103,33,1,0.0025,15537,15537,0,15537.0,0.0,15537.0,1,15537,15537,15537
101901,34,1,0.0025,15630,15630,0,15630.0,0.0,15630.0,1,15630,15630,15630
104801,35,1,0.0025,15644,15644,0,15644.0,0.0,15644.0,1,15644,15644,15644
102107,36,1,0.0025,15582,15582,0,15582.0,0.0,15582.0,1,15582,15582,15582
101803,37,1,0.0025,15710,15710,0,15710.0,0.0,15710.0,1,15710,15710,15710
103903,38,1,0.0025,15632,15632,0,15632.0,0.0,15632.0,1,15632,15632,15632
102201,39,1,0.0025,15735,15735,0,15735.0,0.0,15735.0,1,15735,15735,15735
102302,40,1,0.0025,15713,15713,0,15713.0,0.0,15713.0,1,15713,15713,15713
105001,41,1,0.0025,15715,15715,0,15715.0,0.0,15715.0,1,15715,15715,15715
102401,42,1,0.0025,15586,15586,0,15586.0,0.0,15586.0,1,15586,15586,15586
104701,43,2,0.005,15587,15641,54,15614.0,27.0,31228.0,2,15587,15587,15587
102803,44,1,0.0025,15645,15645,0,15645.0,0.0,15645.0,1,15645,15645,15645
104902,45,1,0.0025,15627,15627,0,15627.0,0.0,15627.0,1,15627,15627,15627
104602,46,1,0.0025,15558,15558,0,15558.0,0.0,15558.0,1,15558,15558,15558
