TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
800407,39,1,0.0025,15248,15248,0,15248.0,0.0,15248.0,1,15248,15248,15248
800405,43,1,0.0025,15075,15075,0,15075.0,0.0,15075.0,1,15075,15075,15075
801801,45,1,0.0025,15098,15098,0,15098.0,0.0,15098.0,1,15098,15098,15098
801103,48,1,0.0025,15248,15248,0,15248.0,0.0,15248.0,1,15248,15248,15248
801102,55,1,0.0025,15010,15010,0,15010.0,0.0,15010.0,1,15010,15010,15010
810602,62,3,0.0075,14221,15045,824,14719.6666667,358.029173237,44159.0,3,14221,14221,14893
810601,63,3,0.0075,14221,14885,664,14642.0,298.872325026,43926.0,3,14221,14221,14820
800807,64,2,0.005,15041,15050,9,15045.5,4.5,30091.0,2,15041,15041,15041
800204,65,2,0.005,14959,14980,21,14969.5,10.5,29939.0,2,14959,14959,14959
800120,67,1,0.0025,14927,14927,0,14927.0,0.0,14927.0,1,14927,14927,14927
810301,68,2,0.005,14854,14898,44,14876.0,22.0,29752.0,2,14854,14854,14854
810603,69,3,0.0075,15010,15109,99,15043.0,46.6690475583,45129.0,2,15010,15109,15010
801803,75,1,0.0025,15029,15029,0,15029.0,0.0,15029.0,1,15029,15029,15029
800504,79,1,0.0025,15069,15069,0,15069.0,0.0,15069.0,1,15069,15069,15069
801802,81,1,0.0025,15075,15075,0,15075.0,0.0,15075.0,1,15075,15075,15075
800203,82,1,0.0025,14927,14927,0,14927.0,0.0,14927.0,1,14927,14927,14927
800202,84,1,0.0025,14927,14927,0,14927.0,0.0,14927.0,1,14927,14927,14927
802103,87,1,0.0025,15156,15156,0,15156.0,0.0,15156.0,1,15156,15156,15156
802104,92,1,0.0025,15077,15077,0,15077.0,0.0,15077.0,1,15077,15077,15077
801408,94,1,0.0025,14876,14876,0,14876.0,0.0,14876.0,1,14876,14876,14876
802102,95,6,0.015,14657,14910,253,14819.8333333,85.8553369854,88919.0,4,14829,14657,14829
800813,101,2,0.005,15067,15120,53,15093.5,26.5,30187.0,2,15067,15067,15067
800804,102,1,0.0025,15156,15156,0,15156.0,0.0,15156.0,1,15156,15156,15156
801503,117,3,0.0075,15071,15159,88,15120.3333333,36.7090663943,45361.0,3,15071,15071,15131
801501,118,3,0.0075,14755,15217,462,15035.3333333,201.100859162,45106.0,3,14755,14755,15134
801502,119,4,0.01,15063,15207,144,15138.75,52.0690647122,60555.0,4,15063,15063,15128
801406,120,3,0.0075,15195,15253,58,15223.0,23.7205958329,45669.0,3,15195,15195,15221
801409,121,2,0.005,14870,15213,343,15041.5,171.5,30083.0,2,14870,14870,14870
810304,131,2,0.005,14819,14819,0,14819.0,0.0,29638.0,1,14819,14819,14819
810405,132,4,0.01,14790,15326,536,15034.75,246.948754806,60139.0,3,14790,15233,14790
810803,133,5,0.0125,15087,15401,314,15200.2,109.27652996,76001.0,5,15087,15087,15189
810403,134,2,0.005,14182,14603,421,14392.5,210.5,28785.0,2,14182,14182,14182
