SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100112,2,1,0.0025,15406,15406,0,15406.0,0.0,15406.0,1,15406,15406,15406
100302,5,2,0.005,15166,15261,95,15213.5,47.5,30427.0,2,15166,15166,15166
104802,13,1,0.0025,15444,15444,0,15444.0,0.0,15444.0,1,15444,15444,15444
101104,14,1,0.0025,15136,15136,0,15136.0,0.0,15136.0,1,15136,15136,15136
102601,15,1,0.0025,15407,15407,0,15407.0,0.0,15407.0,1,15407,15407,15407
103201,17,2,0.005,15371,15453,82,15412.0,41.0,30824.0,2,15371,15371,15371
100304,19,2,0.005,15180,15195,15,15187.5,7.5,30375.0,2,15180,15180,15180
101105,21,2,0.005,15128,15152,24,15140.0,12.0,30280.0,2,15128,15128,15128
101106,22,1,0.0025,15120,15120,0,15120.0,0.0,15120.0,1,15120,15120,15120
101101,23,1,0.0025,15144,15144,0,15144.0,0.0,15144.0,1,15144,15144,15144
104002,24,1,0.0025,15439,15439,0,15439.0,0.0,15439.0,1,15439,15439,15439
102705,25,1,0.0025,15494,15494,0,15494.0,0.0,15494.0,1,15494,15494,15494
103801,26,1,0.0025,15494,15494,0,15494.0,0.0,15494.0,1,15494,15494,15494
103005,27,1,0.0025,15461,15461,0,15461.0,0.0,15461.0,1,15461,15461,15461
100601,28,1,0.0025,15469,15469,0,15469.0,0.0,15469.0,1,15469,15469,15469
102303,29,1,0.0025,15439,15439,0,15439.0,0.0,15439.0,1,15439,15439,15439
104501,30,1,0.0025,15406,15406,0,15406.0,0.0,15406.0,1,15406,15406,15406
104401,31,1,0.0025,15428,15428,0,15428.0,0.0,15428.0,1,15428,15428,15428
102105,32,3,0.0075,15021,15423,402,15193.3333333,169.048973838,45580.0,3,15021,15021,15136
101103,33,1,0.0025,15169,15169,0,15169.0,0.0,15169.0,1,15169,15169,15169
101901,34,1,0.0025,15378,15378,0,15378.0,0.0,15378.0,1,15378,15378,15378
102107,36,1,0.0025,15155,15155,0,15155.0,0.0,15155.0,1,15155,15155,15155
101803,37,1,0.0025,15361,15361,0,15361.0,0.0,15361.0,1,15361,15361,15361
103903,38,1,0.0025,15404,15404,0,15404.0,0.0,15404.0,1,15404,15404,15404
102201,39,1,0.0025,15454,15454,0,15454.0,0.0,15454.0,1,15454,15454,15454
102302,40,1,0.0025,15413,15413,0,15413.0,0.0,15413.0,1,15413,15413,15413
105001,41,1,0.0025,15461,15461,0,15461.0,0.0,15461.0,1,15461,15461,15461
102401,42,1,0.0025,15330,15330,0,15330.0,0.0,15330.0,1,15330,15330,15330
104701,43,2,0.005,15418,15435,17,15426.5,8.5,30853.0,2,15418,15418,15418
102803,44,1,0.0025,15408,15408,0,15408.0,0.0,15408.0,1,15408,15408,15408
104902,45,1,0.0025,15299,15299,0,15299.0,0.0,15299.0,1,15299,15299,15299
