TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
801304,1,2,0.005,15229,15285,56,15257.0,28.0,30514.0,2,15229,15229,15229
800603,2,1,0.0025,15237,15237,0,15237.0,0.0,15237.0,1,15237,15237,15237
801904,3,2,0.005,15251,15276,25,15263.5,12.5,30527.0,2,15251,15251,15251
800905,4,4,0.01,15274,15324,50,15302.75,21.5101720123,61211.0,4,15274,15274,15290
800909,5,1,0.0025,15267,15267,0,15267.0,0.0,15267.0,1,15267,15267,15267
801701,6,3,0.0075,15270,15283,13,15275.6666667,5.43650214587,45827.0,3,15270,15270,15274
801903,7,1,0.0025,15251,15251,0,15251.0,0.0,15251.0,1,15251,15251,15251
800611,8,2,0.005,15213,15241,28,15227.0,14.0,30454.0,2,15213,15213,15213
801204,9,1,0.0025,15212,15212,0,15212.0,0.0,15212.0,1,15212,15212,15212
801101,10,2,0.005,15303,15312,9,15307.5,4.5,30615.0,2,15303,15303,15303
801302,11,4,0.01,15036,15268,232,15173.0,84.8145034767,60692.0,4,15036,15036,15187
802003,12,1,0.0025,15317,15317,0,15317.0,0.0,15317.0,1,15317,15317,15317
801215,13,1,0.0025,15202,15202,0,15202.0,0.0,15202.0,1,15202,15202,15202
801206,14,2,0.005,15201,15213,12,15207.0,6.0,30414.0,2,15201,15201,15201
801207,15,1,0.0025,15192,15192,0,15192.0,0.0,15192.0,1,15192,15192,15192
801217,16,1,0.0025,15178,15178,0,15178.0,0.0,15178.0,1,15178,15178,15178
802001,17,1,0.0025,15322,15322,0,15322.0,0.0,15322.0,1,15322,15322,15322
800305,18,2,0.005,15236,15323,87,15279.5,43.5,30559.0,2,15236,15236,15236
801105,19,4,0.01,15293,15336,43,15316.25,15.8804124632,61265.0,4,15293,15293,15312
801212,20,1,0.0025,15197,15197,0,15197.0,0.0,15197.0,1,15197,15197,15197
801003,21,2,0.005,15303,15315,12,15309.0,6.0,30618.0,2,15303,15303,15303
800302,22,3,0.0075,15036,15158,122,15100.0,49.9866648884,45300.0,3,15036,15036,15106
801208,23,1,0.0025,15207,15207,0,15207.0,0.0,15207.0,1,15207,15207,15207
800911,24,4,0.01,15096,15245,149,15184.75,54.577353362,60739.0,4,15096,15096,15198
801107,25,3,0.0075,15264,15299,35,15286.0,15.6418242755,45858.0,3,15264,15264,15295
801213,26,1,0.0025,15191,15191,0,15191.0,0.0,15191.0,1,15191,15191,15191
800912,27,1,0.0025,15312,15312,0,15312.0,0.0,15312.0,1,15312,15312,15312
801218,28,1,0.0025,15201,15201,0,15201.0,0.0,15201.0,1,15201,15201,15201
802301,29,1,0.0025,15207,15207,0,15207.0,0.0,15207.0,1,15207,15207,15207
801301,30,5,0.0125,15213,15296,83,15249.6,31.1358314488,76248.0,5,15213,15213,15257
800906,31,3,0.0075,15103,15388,285,15242.6666667,116.419738685,45728.0,3,15103,15103,15237
801216,32,1,0.0025,15150,15150,0,15150.0,0.0,15150.0,1,15150,15150,15150
801001,33,2,0.005,15285,15320,35,15302.5,17.5,30605.0,2,15285,15285,15285
801303,34,2,0.005,15279,15298,19,15288.5,9.5,30577.0,2,15279,15279,15279
802304,35,1,0.0025,15329,15329,0,15329.0,0.0,15329.0,1,15329,15329,15329
801203,36,1,0.0025,15193,15193,0,15193.0,0.0,15193.0,1,15193,15193,15193
801104,37,4,0.01,15302,15323,21,15311.25,8.31790237981,61245.0,4,15302,15302,15305
801214,38,3,0.0075,15055,15208,153,15125.3333333,63.067864682,45376.0,3,15055,15055,15113
800407,39,1,0.0025,15312,15312,0,15312.0,0.0,15312.0,1,15312,15312,15312
800112,40,1,0.0025,15249,15249,0,15249.0,0.0,15249.0,1,15249,15249,15249
800304,41,4,0.01,15024,15211,187,15118.25,77.4350534319,60473.0,4,15024,15024,15062
800106,42,2,0.005,15225,15236,11,15230.5,5.5,30461.0,2,15225,15225,15225
800405,43,1,0.0025,15329,15329,0,15329.0,0.0,15329.0,1,15329,15329,15329
800115,44,1,0.0025,15346,15346,0,15346.0,0.0,15346.0,1,15346,15346,15346
801801,45,1,0.0025,15324,15324,0,15324.0,0.0,15324.0,1,15324,15324,15324
800303,46,1,0.0025,15245,15245,0,15245.0,0.0,15245.0,1,15245,15245,15245
801106,47,2,0.005,15329,15332,3,15330.5,1.5,30661.0,2,15329,15329,15329
801103,48,2,0.005,15309,15326,17,15317.5,8.5,30635.0,2,15309,15309,15309
800122,49,2,0.005,15207,15236,29,15221.5,14.5,30443.0,2,15207,15207,15207
802202,50,2,0.005,15280,15312,32,15296.0,16.0,30592.0,2,15280,15280,15280
801210,51,1,0.0025,15230,15230,0,15230.0,0.0,15230.0,1,15230,15230,15230
801002,52,1,0.0025,15270,15270,0,15270.0,0.0,15270.0,1,15270,15270,15270
802004,53,2,0.005,15236,15293,57,15264.5,28.5,30529.0,2,15236,15236,15236
802201,54,7,0.0175,15046,15323,277,15158.2857143,86.466697612,106108.0,7,15046,15046,15161
801102,55,3,0.0075,15321,15345,24,15335.0,10.1980390272,46005.0,3,15321,15321,15339
800301,56,2,0.005,15129,15169,40,15149.0,20.0,30298.0,2,15129,15129,15129
800101,57,1,0.0025,15310,15310,0,15310.0,0.0,15310.0,1,15310,15310,15310
800119,58,1,0.0025,15180,15180,0,15180.0,0.0,15180.0,1,15180,15180,15180
800416,59,2,0.005,15318,15356,38,15337.0,19.0,30674.0,2,15318,15318,15318
800113,60,1,0.0025,15325,15325,0,15325.0,0.0,15325.0,1,15325,15325,15325
801202,61,3,0.0075,15100,15236,136,15186.0,61.0791835789,45558.0,3,15100,15100,15222
810602,62,4,0.01,15265,15344,79,15308.0,31.3448560373,61232.0,4,15265,15265,15292
810601,63,8,0.02,15162,15309,147,15253.875,44.8007742679,122031.0,8,15162,15162,15258
800807,64,2,0.005,15284,15295,11,15289.5,5.5,30579.0,2,15284,15284,15284
800204,65,3,0.0075,15038,15249,211,15163.3333333,90.5918809214,45490.0,3,15038,15038,15203
800501,66,2,0.005,14978,15162,184,15070.0,92.0,30140.0,2,14978,14978,14978
800120,67,3,0.0075,15229,15286,57,15251.3333333,24.8506650926,45754.0,3,15229,15229,15239
