,addrcode,temperature
0,100508,31.87
1,100112,36.15
2,104601,29.99
3,104101,36.95
4,100302,31.02
5,100502,35.17
6,100306,29.05
7,104603,35.61
8,100301,31.77
9,100305,30.61
10,100303,28.71
11,104802,37.83
12,101104,32.73
13,102601,36.43
14,100307,30.87
15,103605,37.45
16,100304,30.82
17,104201,36.07
18,101105,30.75
19,104002,36.93
20,102705,35.61
21,103801,36.53
22,103005,36.37
23,100601,35.43
24,102303,37.11
25,104501,36.17
26,104401,35.43
27,102105,33.1
28,101103,35.43
29,101901,38.11
30,104801,34.21
31,102107,32.79
32,101803,35.39
33,103903,38.37
34,102201,37.67
35,102302,37.81
36,105001,35.95
37,102401,32.31
38,104701,32.31
39,102803,38.37
40,104902,33.35
41,104602,30.0
42,101002,
43,103201,
44,101106,
45,101101,
