,addrcode,temperature
0,801304,31.39
1,801904,30.74
2,800905,30.97
3,800909,29.99
4,801701,29.21
5,801903,29.85
6,800611,30.74
7,801101,29.46
8,801302,27.77
9,801215,32.85
10,801217,31.61
11,802001,26.15
12,800305,27.35
13,801105,30.08
14,801212,31.67
15,801003,31.67
16,800302,25.86
17,801208,31.41
18,800911,27.68
19,801107,29.29
20,801213,30.59
21,800912,30.71
22,801218,32.73
23,801301,29.59
24,800906,29.01
25,801216,31.61
26,801001,30.47
27,801303,27.49
28,801104,29.56
29,801214,26.76
30,800407,30.89
31,800112,30.17
32,800304,28.67
33,800106,27.25
34,800405,30.87
35,800115,28.67
36,801801,30.79
37,800303,29.49
38,801106,31.34
39,801103,30.26
40,802202,30.17
41,801002,29.85
42,802201,28.16
43,801102,30.87
44,800301,27.96
45,800416,31.03
46,800113,29.03
47,801202,26.97
48,810602,29.34
49,810601,29.57
50,800807,29.42
51,800204,29.15
52,800501,28.81
53,800120,30.0
54,810301,25.39
55,810603,29.78
56,800201,29.56
57,800205,30.19
58,800403,28.59
59,801209,23.95
60,800116,29.34
61,801803,31.34
62,800410,31.11
63,800406,31.09
64,800505,29.4
65,800504,28.24
66,800121,28.27
67,801802,30.75
68,800203,30.85
69,800404,29.65
70,800202,30.57
71,800806,29.47
72,802101,28.86
73,802103,29.71
74,800803,28.57
75,800503,28.36
76,800502,27.7
77,800801,32.45
78,802104,29.65
79,801403,28.17
80,801408,28.36
81,802102,27.87
82,801404,27.73
83,800802,27.29
84,801407,25.22
85,800811,29.25
86,801405,24.6
87,800813,30.94
88,800804,31.71
89,800409,29.82
90,801604,30.02
91,800704,29.65
92,801605,29.75
93,801602,31.63
94,801704,30.34
95,801702,29.55
96,801902,31.59
97,801703,29.86
98,801603,30.37
99,800910,26.78
100,801905,29.67
101,800701,31.81
102,800908,29.31
103,801503,28.95
104,801501,24.8
105,801502,27.21
106,801406,26.82
107,801409,24.67
108,801402,27.23
109,801610,27.37
110,800710,29.81
111,800702,29.63
112,800705,28.15
113,801609,30.77
114,800708,29.15
115,800707,30.99
116,800711,28.61
117,810304,28.66
118,810405,29.63
119,810803,29.82
120,810403,29.22
121,810302,27.53
122,810305,26.83
123,810303,28.24
124,810404,28.6
125,810106,29.84
126,810801,28.29
127,810115,27.77
128,810406,30.24
129,810805,29.44
130,810701,29.16
131,810702,29.33
132,810703,29.83
133,810117,28.5
134,810704,29.6
135,810402,28.91
136,810401,30.08
137,810806,29.71
138,810116,28.47
139,810118,29.65
140,810804,28.31
141,810807,29.2
142,810204,29.62
143,810203,29.51
144,810201,30.63
145,810111,29.61
146,810506,30.41
147,810508,30.21
148,810509,31.09
149,810501,28.67
150,810202,30.22
151,810502,26.04
152,810505,26.99
153,810504,29.63
154,810105,28.81
155,810407,29.53
156,810103,30.36
157,810206,29.56
158,810808,29.72
159,810507,28.65
160,810503,29.16
161,810205,29.93
162,810604,29.32
163,800904,30.77
164,801611,30.71
165,800913,29.55
166,800903,31.25
167,801305,33.21
168,801306,32.53
169,800902,28.87
170,800605,31.41
171,800612,30.53
172,801906,29.39
173,800613,29.48
174,801606,30.69
175,800706,29.29
176,800907,30.59
177,801601,30.93
178,800603,
179,801204,
180,802003,
181,801206,
182,801207,
183,802301,
184,802304,
185,801203,
186,800122,
187,801210,
188,802004,
189,800101,
190,800119,
191,802303,
192,800607,
193,801608,
194,800606,
195,800601,
196,801201,
197,810102,
