,addrcode,temperature
0,104605,29.41
1,104604,28.93
2,103704,33.35
3,100108,33.45
4,102005,33.45
5,100101,33.45
6,103701,33.35
7,100110,33.35
8,103702,33.35
9,100109,33.45
10,102004,33.45
11,101702,33.37
12,100805,33.35
13,104203,32.49
14,104202,29.87
15,104102,33.89
16,100111,33.35
17,100107,33.35
18,101904,32.19
19,101907,32.19
20,103703,33.35
21,103001,33.29
22,103002,33.29
23,104302,32.13
24,103802,33.15
25,102902,32.89
26,103604,33.33
27,101601,32.67
28,100801,32.53
29,102208,32.31
30,103902,32.67
31,101302,32.53
32,104502,33.33
33,104503,33.33
34,101903,32.19
35,101602,32.67
36,103004,33.29
37,102704,33.15
38,100308,27.59
39,102901,32.89
40,101801,32.67
41,100401,32.53
42,100204,33.35
43,103602,33.33
44,100203,33.35
45,100608,33.33
46,102007,33.45
47,100405,32.53
48,100404,32.53
49,101001,30.79
50,103003,33.29
51,102701,32.35
52,102502,32.89
53,101704,33.37
54,101802,32.53
55,101502,32.67
56,102206,32.67
57,103302,32.67
58,100702,32.53
59,100703,32.53
60,100704,32.53
61,103901,32.67
62,100102,32.67
63,102209,32.67
64,100403,32.53
65,102202,32.31
66,100402,32.53
67,100206,33.35
68,101902,33.45
69,102501,33.45
70,101401,33.35
71,103102,32.53
72,103203,32.25
73,101701,33.37
74,102503,33.45
75,101506,32.67
76,104001,32.17
77,104004,31.89
78,103501,32.17
79,100905,31.31
80,103103,30.45
81,102210,32.67
82,102207,32.31
83,100104,33.35
84,103301,32.67
85,102009,33.45
86,100202,33.35
87,102504,33.45
88,100201,33.35
89,101905,32.19
90,101102,30.25
91,102006,33.45
92,100701,32.53
93,104003,32.39
94,100802,32.53
95,100103,32.67
96,103401,32.73
97,101501,32.67
98,101303,32.53
99,102802,32.53
100,101507,32.67
101,101301,32.53
102,102801,32.53
103,100803,33.35
104,100105,33.45
105,100804,33.35
106,100106,33.35
107,103303,32.67
108,101505,32.67
109,103101,30.85
110,103202,32.25
111,103504,30.85
112,101204,30.45
113,102402,30.85
114,103503,30.85
115,101504,32.67
116,101203,30.45
117,101804,32.53
118,101503,32.67
119,103502,32.67
120,104301,32.13
121,104504,33.33
122,104901,28.77
