,addrcode,temperature
0,100508,31.45
1,100112,36.29
2,104601,34.27
3,104101,33.29
4,100302,35.4
5,100502,32.81
6,100306,34.49
7,104603,34.63
8,100301,35.11
9,100305,34.49
10,101002,34.49
11,100303,33.95
12,104802,35.43
13,101104,34.85
14,102601,36.09
15,100307,35.35
16,103201,34.45
17,103605,36.91
18,100304,33.59
19,104201,35.21
20,101105,34.05
21,101106,33.99
22,101101,33.81
23,104002,35.93
24,102705,33.19
25,103801,33.81
26,103005,33.87
27,100601,34.49
28,102303,36.93
29,104501,34.85
30,104401,33.81
31,102105,32.84
32,101103,34.31
33,101901,35.93
34,104801,33.75
35,102107,32.09
36,101803,35.15
37,103903,34.69
38,102201,35.93
39,102302,36.19
40,105001,36.99
41,102401,35.21
42,104701,34.86
43,102803,35.27
44,104902,33.53
45,104602,34.35
