,addrcode,temperature
0,801304,29.07
1,800603,29.53
2,801904,30.23
3,800905,32.92
4,800909,32.35
5,801701,32.3
6,801903,30.27
7,800611,29.71
8,801204,31.17
9,801101,33.94
10,801302,27.68
11,802003,32.13
12,801215,29.29
13,801206,30.66
14,801207,29.19
15,801217,29.03
16,802001,31.63
17,800305,30.29
18,801105,33.62
19,801212,29.47
20,801003,33.75
21,800302,27.09
22,801208,28.83
23,800911,30.15
24,801107,32.18
25,801213,29.27
26,800912,33.45
27,801218,30.81
28,802301,30.65
29,801301,30.0
30,800906,31.32
31,801216,28.93
32,801001,33.21
33,801303,30.56
34,802304,32.35
35,801203,30.63
36,801104,32.81
37,801214,28.26
38,800407,33.47
39,800112,29.29
40,800304,26.13
41,800106,30.1
42,800405,33.37
43,800115,32.29
44,801801,33.49
45,800303,29.59
46,801106,33.98
47,801103,33.93
48,800122,30.71
49,802202,33.38
50,801210,30.45
51,801002,32.63
52,802004,31.15
53,802201,29.51
54,801102,33.59
55,800301,27.82
56,800101,32.03
57,800119,30.21
58,800416,34.52
59,800113,31.67
60,801202,30.34
61,810602,30.54
62,810601,30.13
63,800807,30.56
64,800204,26.72
65,800501,27.28
66,800120,30.58
67,810301,27.85
68,810603,30.2
69,800201,29.27
70,800205,31.19
71,800403,27.82
72,801209,26.57
73,800116,30.86
74,801803,32.74
75,800410,34.19
76,800406,32.72
77,800505,31.86
78,800504,29.47
79,800121,30.62
80,801802,33.05
81,800203,31.05
82,800404,34.01
83,800202,30.65
84,800806,29.35
85,802101,29.04
86,802103,30.11
87,800803,30.13
88,800503,29.2
89,800502,29.23
90,800801,31.37
91,802104,27.79
92,801403,30.4
93,801408,27.64
94,802102,26.87
95,801404,29.71
96,800802,29.41
97,801407,28.4
98,800811,28.77
99,801405,29.44
100,800813,29.14
101,800804,30.59
102,800409,30.93
103,801604,30.83
104,800704,28.85
105,801605,30.23
106,801602,30.15
107,801704,33.08
108,801702,32.04
109,801902,30.77
110,801703,33.39
111,801603,30.71
112,800910,28.93
113,801905,30.31
114,800701,28.83
115,800908,32.05
116,801503,29.32
117,801501,28.46
118,801502,28.94
119,801406,29.05
120,801409,29.14
121,801402,30.27
122,801610,28.49
123,800710,29.97
124,800702,28.81
125,800705,29.34
126,801609,29.35
127,800708,30.13
128,800707,29.15
129,800711,30.25
130,810304,30.31
131,810405,30.48
132,810803,30.95
133,810403,30.78
134,810302,29.42
135,810305,29.46
136,810303,30.32
137,810404,30.41
138,810106,29.72
139,810801,33.01
140,810115,31.01
141,810406,31.23
142,810805,32.19
143,810701,31.09
144,810702,31.43
145,810703,31.0
146,810117,30.9
147,810704,30.73
148,810402,30.19
149,810401,31.41
150,810806,31.25
151,810116,31.53
152,810118,30.51
153,810804,32.27
154,810807,31.99
155,810204,32.45
156,810203,33.08
157,810201,32.5
158,810111,30.52
159,810506,31.23
160,810508,30.79
161,810509,31.05
162,810501,31.54
163,810202,32.67
164,810502,27.89
165,810505,28.25
166,810504,30.31
167,810105,29.33
168,810407,31.82
169,810103,32.13
170,810206,32.38
171,810808,32.5
172,810507,30.68
173,810503,30.33
174,810205,30.91
175,810604,30.91
176,802303,30.26
177,800904,32.15
178,800607,29.89
179,801611,29.29
180,801608,30.35
181,800606,30.09
182,800913,32.1
183,800601,30.33
184,800903,34.17
185,801305,30.74
186,801306,32.03
187,800902,31.43
188,800605,30.23
189,800612,30.43
190,801906,29.63
191,800613,29.48
192,801606,29.55
193,800706,27.77
194,800907,33.33
195,801601,30.29
196,801201,
197,810102,
