SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100112,2,1,0.0025,15583,15583,0,15583.0,0.0,15583.0,1,15583,15583,15583
104601,3,1,0.0025,15203,15203,0,15203.0,0.0,15203.0,1,15203,15203,15203
100302,5,2,0.005,15211,15211,0,15211.0,0.0,30422.0,1,15211,15211,15211
100306,7,1,0.0025,15211,15211,0,15211.0,0.0,15211.0,1,15211,15211,15211
100303,12,1,0.0025,15175,15175,0,15175.0,0.0,15175.0,1,15175,15175,15175
104802,13,1,0.0025,15567,15567,0,15567.0,0.0,15567.0,1,15567,15567,15567
102601,15,1,0.0025,15583,15583,0,15583.0,0.0,15583.0,1,15583,15583,15583
100304,19,1,0.0025,15175,15175,0,15175.0,0.0,15175.0,1,15175,15175,15175
104002,24,1,0.0025,15560,15560,0,15560.0,0.0,15560.0,1,15560,15560,15560
102303,29,1,0.0025,15560,15560,0,15560.0,0.0,15560.0,1,15560,15560,15560
104501,30,1,0.0025,15583,15583,0,15583.0,0.0,15583.0,1,15583,15583,15583
102105,32,3,0.0075,15428,15581,153,15524.3333333,68.4705938503,46573.0,3,15428,15428,15564
101901,34,1,0.0025,15582,15582,0,15582.0,0.0,15582.0,1,15582,15582,15582
104801,35,1,0.0025,15542,15542,0,15542.0,0.0,15542.0,1,15542,15542,15542
102107,36,1,0.0025,15516,15516,0,15516.0,0.0,15516.0,1,15516,15516,15516
101803,37,1,0.0025,15596,15596,0,15596.0,0.0,15596.0,1,15596,15596,15596
103903,38,1,0.0025,15548,15548,0,15548.0,0.0,15548.0,1,15548,15548,15548
102201,39,1,0.0025,15588,15588,0,15588.0,0.0,15588.0,1,15588,15588,15588
102302,40,1,0.0025,15627,15627,0,15627.0,0.0,15627.0,1,15627,15627,15627
105001,41,1,0.0025,15552,15552,0,15552.0,0.0,15552.0,1,15552,15552,15552
102401,42,1,0.0025,15561,15561,0,15561.0,0.0,15561.0,1,15561,15561,15561
104701,43,2,0.005,15585,15585,0,15585.0,0.0,31170.0,1,15585,15585,15585
102803,44,1,0.0025,15548,15548,0,15548.0,0.0,15548.0,1,15548,15548,15548
104902,45,1,0.0025,15545,15545,0,15545.0,0.0,15545.0,1,15545,15545,15545
104602,46,1,0.0025,15195,15195,0,15195.0,0.0,15195.0,1,15195,15195,15195
