,addrcode,temperature
0,104605,32.37
1,104604,32.69
2,103704,35.15
3,100108,34.93
4,102005,34.93
5,100101,34.93
6,103701,35.15
7,100110,35.15
8,103702,35.15
9,100109,34.93
10,102004,34.93
11,101702,34.73
12,100805,35.15
13,104203,34.71
14,104202,33.55
15,104102,35.33
16,100111,35.15
17,100107,35.15
18,101904,36.21
19,101907,36.21
20,103703,35.15
21,103001,34.23
22,103002,34.23
23,104302,33.59
24,103802,34.99
25,102902,33.51
26,103604,36.29
27,101601,34.51
28,100801,33.41
29,102208,35.69
30,103902,34.49
31,101302,33.41
32,104502,33.91
33,104503,33.91
34,101903,36.21
35,101602,34.51
36,103004,34.23
37,102704,34.99
38,100308,33.99
39,102901,33.51
40,101801,34.51
41,100401,33.41
42,100204,35.15
43,103602,36.29
44,100203,35.15
45,100608,33.91
46,102007,34.93
47,100405,33.41
48,100404,33.41
49,101001,33.59
50,103003,34.23
51,102701,33.61
52,102502,33.51
53,101704,34.73
54,101802,33.41
55,101502,34.51
56,102206,34.51
57,103302,34.49
58,100702,33.41
59,100703,33.41
60,100704,33.41
61,103901,34.49
62,100102,34.51
63,102209,34.51
64,100403,33.41
65,102202,35.69
66,100402,33.41
67,100206,35.15
68,101902,34.93
69,102501,34.93
70,101401,35.15
71,103102,33.41
72,103203,33.73
73,101701,34.73
74,102503,34.93
75,101506,34.51
76,104001,34.23
77,104004,34.35
78,103501,34.23
79,100905,33.95
80,103103,31.83
81,102210,34.51
82,102207,35.69
83,100104,35.15
84,103301,34.49
85,102009,34.93
86,100202,35.15
87,102504,34.93
88,100201,35.15
89,101905,36.21
90,101102,34.05
91,102006,34.93
92,100701,33.41
93,104003,35.17
94,100802,33.41
95,100103,34.51
96,103401,33.17
97,101501,34.51
98,101303,33.41
99,102802,33.41
100,101507,34.51
101,101301,33.41
102,102801,33.41
103,100803,35.15
104,100105,34.93
105,100804,35.15
106,100106,35.15
107,103303,34.49
108,101505,34.51
109,103101,34.81
110,103202,33.73
111,103504,34.81
112,101204,31.83
113,102402,34.81
114,103503,34.81
115,101504,34.51
116,101203,31.83
117,101804,33.41
118,101503,34.51
119,103502,34.51
120,104301,33.59
121,104504,33.91
122,104901,30.25
