,addrcode,temperature
0,104605,0.0
1,104604,0.0
2,103704,35.45
3,100108,37.45
4,102002,37.45
5,100101,37.45
6,103701,35.45
7,100110,35.45
8,103702,35.45
9,100109,37.45
10,102001,37.45
11,101702,35.45
12,100805,35.45
13,104203,34.59
14,104202,0.0
15,104102,34.59
16,100111,35.45
17,100107,35.45
18,101904,36.39
19,101906,36.39
20,103703,35.45
21,103001,34.31
22,103002,34.31
23,104302,0.0
24,103802,34.31
25,102902,36.63
26,103602,33.59
27,101601,36.37
28,100801,33.73
29,102205,35.15
30,103902,29.99
31,101302,33.73
32,104502,35.45
33,104503,35.45
34,101903,36.39
35,101602,36.37
36,103004,34.31
37,102702,34.31
38,100308,0.0
39,102901,36.63
40,101801,36.37
41,100401,33.73
42,100204,35.45
43,103601,33.59
44,100203,35.45
45,100602,35.45
46,102004,37.45
47,100405,33.73
48,100404,33.73
49,101001,0.0
50,103003,34.31
51,102701,0.0
52,102502,36.63
53,101703,35.45
54,101802,33.73
55,101502,36.37
56,102203,36.37
57,103302,29.99
58,100702,33.73
59,100703,33.73
60,100704,33.73
61,103901,29.99
62,100102,36.37
63,102206,36.37
64,100403,33.73
65,102202,35.15
66,100402,33.73
67,100206,35.45
68,101902,37.45
69,102501,37.45
70,101401,35.45
71,103102,33.73
72,103203,0.0
73,101701,35.45
74,102503,37.45
75,101506,36.37
76,104001,34.75
77,104004,33.71
78,103501,34.75
79,100901,25.53
80,103103,25.53
81,102207,36.37
82,102204,35.15
83,100104,35.45
84,103301,29.99
85,102005,37.45
86,100202,35.45
87,102504,37.45
88,100201,35.45
89,101905,36.39
90,101102,0.0
91,102003,37.45
92,100701,33.73
93,104003,33.99
94,100802,33.73
95,100103,36.37
96,103401,29.99
97,101501,36.37
98,101303,33.73
99,102802,33.73
100,101507,36.37
101,101301,33.73
102,102801,33.73
103,100803,35.45
104,100105,37.45
105,100804,35.45
106,100106,35.45
107,103303,29.99
108,101505,36.37
109,103101,33.47
110,103202,0.0
111,103504,33.47
112,101202,25.53
113,102402,33.47
114,103503,33.47
115,101504,36.37
116,101201,25.53
117,101804,33.73
118,101503,36.37
119,103502,36.37
120,104301,0.0
121,104504,35.45
122,104901,30.61
