TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
801304,1,2,0.005,15107,15135,28,15121.0,14.0,30242.0,2,15107,15107,15107
800603,2,1,0.0025,15314,15314,0,15314.0,0.0,15314.0,1,15314,15314,15314
801904,3,2,0.005,15060,15143,83,15101.5,41.5,30203.0,2,15060,15060,15060
800905,4,4,0.01,15061,15158,97,15108.25,35.1878885414,60433.0,4,15061,15061,15096
800909,5,1,0.0025,15154,15154,0,15154.0,0.0,15154.0,1,15154,15154,15154
801701,6,3,0.0075,15041,15129,88,15072.6666667,39.9360600074,45218.0,3,15041,15041,15048
801903,7,1,0.0025,15227,15227,0,15227.0,0.0,15227.0,1,15227,15227,15227
800611,8,2,0.005,15147,15232,85,15189.5,42.5,30379.0,2,15147,15147,15147
801204,9,1,0.0025,15262,15262,0,15262.0,0.0,15262.0,1,15262,15262,15262
801101,10,2,0.005,15134,15193,59,15163.5,29.5,30327.0,2,15134,15134,15134
801302,11,4,0.01,14913,15080,167,15024.25,67.5920668422,60097.0,4,14913,14913,15027
802003,12,1,0.0025,15290,15290,0,15290.0,0.0,15290.0,1,15290,15290,15290
801215,13,1,0.0025,15109,15109,0,15109.0,0.0,15109.0,1,15109,15109,15109
801206,14,2,0.005,15238,15241,3,15239.5,1.5,30479.0,2,15238,15238,15238
801207,15,1,0.0025,15210,15210,0,15210.0,0.0,15210.0,1,15210,15210,15210
801217,16,1,0.0025,15082,15082,0,15082.0,0.0,15082.0,1,15082,15082,15082
802001,17,1,0.0025,15188,15188,0,15188.0,0.0,15188.0,1,15188,15188,15188
800305,18,2,0.005,15095,15127,32,15111.0,16.0,30222.0,2,15095,15095,15095
801105,19,4,0.01,15099,15227,128,15151.75,46.6442654568,60607.0,4,15099,15099,15139
801212,20,1,0.0025,15195,15195,0,15195.0,0.0,15195.0,1,15195,15195,15195
801003,21,2,0.005,15042,15086,44,15064.0,22.0,30128.0,2,15042,15042,15042
800302,22,3,0.0075,14882,15066,184,14964.6666667,76.2685314459,44894.0,3,14882,14882,14946
801208,23,1,0.0025,15226,15226,0,15226.0,0.0,15226.0,1,15226,15226,15226
800911,24,4,0.01,14975,15095,120,15044.5,48.3761304777,60178.0,4,14975,14975,15024
801107,25,3,0.0075,15037,15101,64,15061.3333333,28.2881993455,45184.0,3,15037,15037,15046
801213,26,1,0.0025,15235,15235,0,15235.0,0.0,15235.0,1,15235,15235,15235
800912,27,1,0.0025,15165,15165,0,15165.0,0.0,15165.0,1,15165,15165,15165
801218,28,1,0.0025,15122,15122,0,15122.0,0.0,15122.0,1,15122,15122,15122
802301,29,1,0.0025,15254,15254,0,15254.0,0.0,15254.0,1,15254,15254,15254
801301,30,5,0.0125,15042,15241,199,15130.4,67.4880730204,75652.0,5,15042,15042,15139
800906,31,3,0.0075,14938,15224,286,15079.3333333,116.782799342,45238.0,3,14938,14938,15076
801216,32,1,0.0025,15074,15074,0,15074.0,0.0,15074.0,1,15074,15074,15074
801001,33,2,0.005,15164,15167,3,15165.5,1.5,30331.0,2,15164,15164,15164
801303,34,2,0.005,15264,15286,22,15275.0,11.0,30550.0,2,15264,15264,15264
802304,35,1,0.0025,15281,15281,0,15281.0,0.0,15281.0,1,15281,15281,15281
801203,36,1,0.0025,15227,15227,0,15227.0,0.0,15227.0,1,15227,15227,15227
801104,37,4,0.01,15058,15139,81,15102.5,30.2365672655,60410.0,4,15058,15058,15094
801214,38,3,0.0075,15030,15067,37,15048.0,15.1217282963,45144.0,3,15030,15030,15047
800407,39,1,0.0025,15116,15116,0,15116.0,0.0,15116.0,1,15116,15116,15116
800112,40,1,0.0025,15138,15138,0,15138.0,0.0,15138.0,1,15138,15138,15138
800304,41,4,0.01,14884,15065,181,14990.25,67.4031712904,59961.0,4,14884,14884,14986
800106,42,2,0.005,15157,15161,4,15159.0,2.0,30318.0,2,15157,15157,15157
800405,43,1,0.0025,15139,15139,0,15139.0,0.0,15139.0,1,15139,15139,15139
800115,44,1,0.0025,15255,15255,0,15255.0,0.0,15255.0,1,15255,15255,15255
801801,45,1,0.0025,15190,15190,0,15190.0,0.0,15190.0,1,15190,15190,15190
800303,46,1,0.0025,15141,15141,0,15141.0,0.0,15141.0,1,15141,15141,15141
801106,47,2,0.005,15211,15226,15,15218.5,7.5,30437.0,2,15211,15211,15211
801103,48,2,0.005,15197,15234,37,15215.5,18.5,30431.0,2,15197,15197,15197
800122,49,2,0.005,15169,15259,90,15214.0,45.0,30428.0,2,15169,15169,15169
802202,50,2,0.005,15166,15189,23,15177.5,11.5,30355.0,2,15166,15166,15166
801210,51,1,0.0025,15206,15206,0,15206.0,0.0,15206.0,1,15206,15206,15206
801002,52,1,0.0025,15128,15128,0,15128.0,0.0,15128.0,1,15128,15128,15128
802004,53,2,0.005,15169,15270,101,15219.5,50.5,30439.0,2,15169,15169,15169
802201,54,7,0.0175,14893,15140,247,15054.0,85.1620304395,105378.0,7,14893,14893,15069
801102,55,3,0.0075,15208,15209,1,15208.6666667,0.471404548889,45626.0,2,15209,15208,15209
800301,56,2,0.005,15008,15072,64,15040.0,32.0,30080.0,2,15008,15008,15008
800101,57,1,0.0025,15167,15167,0,15167.0,0.0,15167.0,1,15167,15167,15167
800119,58,1,0.0025,15062,15062,0,15062.0,0.0,15062.0,1,15062,15062,15062
800416,59,2,0.005,15151,15177,26,15164.0,13.0,30328.0,2,15151,15151,15151
800113,60,1,0.0025,15186,15186,0,15186.0,0.0,15186.0,1,15186,15186,15186
801202,61,3,0.0075,15028,15136,108,15081.0,44.1134900002,45243.0,3,15028,15028,15079
810602,62,4,0.01,15070,15143,73,15104.0,25.9326049598,60416.0,4,15070,15070,15101
810601,63,8,0.02,15048,15153,105,15110.75,30.2272641832,120886.0,8,15048,15048,15102
800807,64,2,0.005,15165,15181,16,15173.0,8.0,30346.0,2,15165,15165,15165
800204,65,3,0.0075,14998,15138,140,15083.3333333,61.1300980604,45250.0,3,14998,14998,15114
800501,66,2,0.005,14923,15016,93,14969.5,46.5,29939.0,2,14923,14923,14923
800120,67,3,0.0075,15053,15071,18,15063.6666667,7.71722460358,45191.0,3,15053,15053,15067
810301,68,2,0.005,14749,14842,93,14795.5,46.5,29591.0,2,14749,14749,14749
810603,69,3,0.0075,15039,15081,42,15061.3333333,17.2497987102,45184.0,3,15039,15039,15064
800201,70,2,0.005,14968,15179,211,15073.5,105.5,30147.0,2,14968,14968,14968
800205,71,1,0.0025,15131,15131,0,15131.0,0.0,15131.0,1,15131,15131,15131
800403,72,5,0.0125,14850,15140,290,14992.0,109.186079699,74960.0,5,14850,14850,15040
801209,73,1,0.0025,14825,14825,0,14825.0,0.0,14825.0,1,14825,14825,14825
800116,74,3,0.0075,15100,15165,65,15131.0,26.6207938775,45393.0,3,15100,15100,15128
801803,75,3,0.0075,15070,15208,138,15125.3333333,59.5613595844,45376.0,3,15070,15070,15098
800410,76,1,0.0025,15144,15144,0,15144.0,0.0,15144.0,1,15144,15144,15144
800406,77,2,0.005,15087,15115,28,15101.0,14.0,30202.0,2,15087,15087,15087
800505,78,2,0.005,15074,15092,18,15083.0,9.0,30166.0,2,15074,15074,15074
800504,79,2,0.005,14958,15126,168,15042.0,84.0,30084.0,2,14958,14958,14958
800121,80,3,0.0075,14991,15154,163,15050.0,73.7608749044,45150.0,3,14991,14991,15005
801802,81,2,0.005,15096,15103,7,15099.5,3.5,30199.0,2,15096,15096,15096
800203,82,1,0.0025,15071,15071,0,15071.0,0.0,15071.0,1,15071,15071,15071
800404,83,1,0.0025,15130,15130,0,15130.0,0.0,15130.0,1,15130,15130,15130
800202,84,1,0.0025,15190,15190,0,15190.0,0.0,15190.0,1,15190,15190,15190
800806,85,1,0.0025,15095,15095,0,15095.0,0.0,15095.0,1,15095,15095,15095
802101,86,3,0.0075,14973,15035,62,15014.3333333,29.2270802888,45043.0,2,15035,14973,15035
802103,87,2,0.005,15027,15176,149,15101.5,74.5,30203.0,2,15027,15027,15027
800803,88,3,0.0075,14947,14988,41,14962.0,18.4571575999,44886.0,3,14947,14947,14951
800503,89,6,0.015,14947,15034,87,14989.6666667,32.2524762189,89938.0,6,14947,14947,14984
800502,90,3,0.0075,14925,15004,79,14957.3333333,33.8066397158,44872.0,3,14925,14925,14943
800801,91,1,0.0025,14957,14957,0,14957.0,0.0,14957.0,1,14957,14957,14957
802104,92,5,0.0125,14931,15176,245,15076.4,88.6940809751,75382.0,5,14931,14931,15094
801403,93,2,0.005,15033,15134,101,15083.5,50.5,30167.0,2,15033,15033,15033
801408,94,4,0.01,14940,15147,207,15032.5,77.4935481185,60130.0,4,14940,14940,14989
802102,95,16,0.04,14904,15083,179,14994.25,56.7984374785,239908.0,16,14904,14904,14980
801404,96,1,0.0025,15004,15004,0,15004.0,0.0,15004.0,1,15004,15004,15004
800802,97,1,0.0025,14989,14989,0,14989.0,0.0,14989.0,1,14989,14989,14989
801407,98,3,0.0075,14946,15044,98,15001.0,40.8982477212,45003.0,3,14946,14946,15013
800811,99,3,0.0075,15045,15135,90,15076.3333333,41.515726605,45229.0,3,15045,15045,15049
801405,100,2,0.005,15039,15178,139,15108.5,69.5,30217.0,2,15039,15039,15039
800813,101,2,0.005,14986,15121,135,15053.5,67.5,30107.0,2,14986,14986,14986
800804,102,1,0.0025,15146,15146,0,15146.0,0.0,15146.0,1,15146,15146,15146
800409,103,3,0.0075,14911,15136,225,15011.0,93.5414346693,45033.0,3,14911,14911,14986
